,SMILES,new name,old name,homo,lumo,bandgap,new dft filename
536,c1c(N)ccc(c1),536,540,-5.533108613,-0.031075402,5.502033211,
537,c1c(OCC)c(ccc1),537,399,-6.052002515,-0.199078493,5.852924022,
538,c1sc(c2c1[C@H](F)CC[C@H]2F),538,765,-6.680367818,-0.886002697,5.794365121,
539,c1scc2c1sc1c2csc1C=C,539,473,-5.619559184,-1.490476405,4.129082779,
540,c1cc2c(cc1)c1c(C2(C)C)cc(cc1),540,18d,-5.983266556,-1.058522878,4.924743678,duplicate
541,c1[nH]c(cc1)C=C,541,308,-5.386221557,-0.539193595,4.847027962,duplicate
542,c1sc(C(=O)O)c(c1)C=C,542,815,-6.649836644,-2.080664135,4.569172509,
543,c1nc2cscc2nc1C=C,543,369,-6.291108955,-2.430711392,3.860397563,
544,c1sc(c2c1cc(C=O)cc2),544,727,-6.065254459,-2.269456725,3.795797734,
545,c1c(CC)c(CC)c(CC)cc1,545,639,-6.40455322,-0.123077095,6.281476125,
546,c1cnc(cc1)C=C,546,430,-6.596339061,-1.40748168,5.188857381,
547,c1c(OC)cc(c(c1)OCC)C=CC=C,547,889,-5.317730501,-1.409957916,3.907772585,
548,c1sc(c(c1N(=O)=O)C#N)C=C,548,29,-7.190145906,-2.877114164,4.313031742,
549,c(s1)cc(c(=O)2)c1c(s3)c2cc3C=C,549,484,-5.640267048,-2.705764072,2.934502976,duplicate
550,c1sc(c2c1C[C@H](C(=O)OC)CC2),550,356,-6.190426831,-0.500743908,5.689682923,
551,c1sc(c2c1nc(CN)c(CN)n2),551,621,-6.371409753,-2.252313552,4.119096201,
552,c1sc(c2c1sc(=S)s2)C=C,552,932,-6.229828916,-2.221700744,4.008128172,
553,C1=CC2=C(C1)N=C(C2)C=C,553,656,-5.393704688,-1.821584538,3.57212015,
554,c1c2c(=O)oc(=O)c2c(c2c1c(=O)oc2=O)C=C,554,908,-7.823191568,-3.998794667,3.824396901,
555,c1sc(c2c1SCC(=O)CS2)C=C,555,69,-6.027893228,-1.668901457,4.358991771,
556,c1c2nonc2c(cc1)C=C,556,21,-6.54444695,-2.76682642,3.77762053,21
557,c1sc(c2c1oc(C#N)c2),557,508,-6.515085866,-2.172774673,4.342311193,
558,c1[nH]cc(c1C)C=CC=C,558,270,-5.198843959,-0.92298297,4.275860989,
559,c1sc(c2c1OCSS2)C=C,559,134,-5.888897473,-1.508054959,4.380842514,
560,c1sc(c2c1nc(OCC)c(CN)n2),560,232,-6.080737737,-1.923518386,4.157219351,
561,c1cnc(c2c1nccn2)C=C,561,83,-6.624067463,-2.644048651,3.980018812,
562,c1c2cccc(c2cs1),562,409,-5.596456718,-1.588845562,4.007611156,duplicate
563,c1n(CC)c(=O)c2c1c(=O)n(CC)c2C=C,563,897,-5.468617631,-2.557897406,2.910720225,
564,c1sc(c2c1SCC(=O)CO2)C=C,564,87,-5.943347454,-1.409087152,4.534260302,
565,c1c(ncc2c1non2)C=C,565,700,-6.922766836,-3.05483172,3.867935116,
566,c1nc2c(c(=O)c3c2ncc3)c1,566,894,-7.362067437,-4.084619376,3.277448061,
567,c1oc(cc1C(=O)C(F)(F)F)C=C,567,150,-6.584665377,-2.194244456,4.390420921,
568,c1c2c(cccc2)c(s1)C=C,568,255,-5.365078311,-1.940144543,3.424933768,
569,c(s1)cc(c(CC)c(CC)2)c1c(s3)c2cc3,569,340,-5.795208674,-1.092292207,4.702916467,duplicate
570,c1oc(nn1)C=C,570,283,-7.168975448,-1.706915761,5.462059687,
571,c1sc2c(c1)C(C)(C)c1c2sc(c1),571,1d,-5.368343677,-1.198307763,4.170035913,duplicate
572,c1cc(c2c(c1)c1c(s2)cccc1),572,227,-5.983457036,-1.230580466,4.75287657,
573,c1oc(cc1C(=O)OC),573,830,-6.766546275,-0.931418499,5.835127776,
574,c1scc(OC)c1N,574,182,-5.470141468,-0.074096601,5.396044867,
575,c(s1)cc(c(=S)2)c1c(s3)c2cc3,575,811,-5.8342298,-3.190943068,2.643286732,
576,c1c(C(F)(F)F)sc(OC)c1,576,733,-6.314918917,-0.826627455,5.488291462,
577,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2)C=C,577,623,-5.740921961,-0.875607948,4.865314013,
578,c1sc(c2c1CC[C@@H](C)C2),578,781,-6.152085989,-0.335489166,5.816596823,
579,c1sc(c2c1C[C@H](C)[C@@H](C)C2),579,624,-6.146861403,-0.325366531,5.821494872,
580,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2OC)C=C,580,171,-6.215869476,-1.370419774,4.845449702,
581,c1sc(c2c1cc(C(F)(F)F)c(OC)c2)C=C,581,695,-5.515911018,-2.121154676,3.394756342,
582,C1=C2C(C(=O)S1)=CN(C2=O)C=C,582,49,-6.277122303,-2.944081383,3.33304092,
583,c1c(c2c(s1)nc1c(c2CC)CCS1)C=C,583,254,-5.669247173,-1.259016363,4.41023081,
584,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F),584,745,-6.174997975,-3.311571138,2.863426837,
585,c1sc(c2c1CCC2),585,431,-6.2293119,-0.408823849,5.820488051,
586,c1sc(c2c1C(=O)c1ccccc1C2=O),586,70,-7.237901887,-2.779996731,4.457905156,
587,c1c(C)cc(s1)C=C,587,574,-5.87194478,-1.181681607,4.690263173,
588,c1oc2c(c1)C(=S)c1c2oc(c1),588,235,-5.720214097,-3.160248626,2.559965471,
589,c1sc(c2c1[C@H](S)CCC2),589,925,-6.086452128,-0.637834866,5.448617262,
590,C1=C/C(/C(=C1)OC)=C\1/C=C(C=C1OC),590,640,-5.309839199,-2.597898142,2.711941057,
591,c1c(C)cc(c(c1)C)C=CC=C,591,104,-5.749194222,-1.486340274,4.262853948,
592,c1n(CC)c(=O)c2c1c(=O)n(CC)c2,592,460,-5.633328144,-2.306056037,3.327272107,
593,c1sc(c2c1OCCCO2)C=C,593,238,-5.614035272,-1.035937429,4.578097843,
594,c1sc(c2c1C[C@H](C#N)[C@@H](C#N)C2)C=C,594,269,-6.258047122,-1.577743317,4.680303805,
595,c1c2c(=O)n(c(=O)c2cc2c1c(=O)oc2=O)C=C,595,964,-7.259670995,-3.807253728,3.452417267,
596,c1scc2c1C(=C[S@@]2[O])C=C,596,977,-6.173446926,-2.061207995,4.112238931,
597,c1cc2c(cc1)c1c(C2)cc(cc1)C=C,597,188,-5.749439124,-1.43281548,4.316623644,
598,c1sc(c2c1[nH]c(=O)[nH]2)C=C,598,900,-5.835672004,-1.355453512,4.480218492,
599,c1c2nonc2c(cc1),599,22a,-7.07430704,-2.64108261,4.43322443,duplicate
600,c1sc(c2c1sc(C#N)c2)C=C,600,895,-6.020491731,-2.505188953,3.515302778,
601,c1sc(c2c1ncnc2),601,186,-6.485779204,-2.3618938,4.123885404,
602,c1sc(c2c1sc(C(=O)OCC)c2),602,139,-5.905197092,-1.921885703,3.983311389,
603,c1sc(c2c1CC[C@@H](OC)C2)C=C,603,903,-5.696676249,-1.050060138,4.646616111,
604,c1c(C#N)sc(OC)c1C=C,604,113,-6.065009557,-1.468027012,4.596982545,
605,c1sc2c(n1)Cc1c2sc(c1),605,694,-5.681519507,-1.456924767,4.22459474,
606,c1cc2c(s1)c1c(C2)cc(s1)C=C,606,353,-5.238654216,-1.614260995,3.624393221,
607,c1oc2c(c1)C(=O)c1c2oc(c1),607,199,-5.798419618,-2.518413686,3.280005932,
608,c1sc(c(c1)C(F)(F)F),608,290,-7.169546887,-1.056128277,6.11341861,
609,c1sc(c2c1CN2)C=C,609,951,-5.438086457,-1.000181669,4.437904788,
610,c1oc(c(c1C#N)C#N)C=C,610,213,-7.110362125,-2.45286146,4.657500665,
611,c1sc(C(=O)OC)cc1C=C,611,8,-6.358021751,-1.598668872,4.759352879,8
612,c1cc(C)cc(c1C)C=C,612,153,-6.135487044,-0.969378381,5.166108663,
613,c1sc(c2c1cc(C)cc2)C=C,613,867,-5.326519778,-1.798019479,3.528500299,
614,c1sc(c2c1cc(OC)cc2),614,660,-5.248776851,-1.504190943,3.744585908,
615,c1[nH]c(cc1)C(C(=O)N)=C,615,841,-5.442004896,-1.240213296,4.2017916,
616,c1sc(c2c1[C@H](C(=O)O)CC[C@H]2O)C=C,616,147,-6.472554471,-1.785883201,4.68667127,
617,c1sc(cc1)C#C,617,158,-6.262455367,-1.265465462,4.996989905,
618,c1sc(c2c1[nH]c(=S)[nH]2),618,226,-5.614906037,-1.126252016,4.488654021,
619,N1c2cscc2N(CC1)C=C,619,720,-4.969043813,-0.206616047,4.762427766,
620,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C2),620,461,-6.491139847,-0.671413715,5.819726132,
621,c1c(C)sc(C)c1,621,355,-5.889768237,-0.205473169,5.684295068,
622,c1sc(c(c1N(=O)=O)N(=O)=O),622,444,-8.131904731,-2.950476058,5.181428673,
623,c1cnc(cc1)C=CC=C,623,513,-5.984382223,-1.73575983,4.248622393,
624,C1=C(CC2=C1C[CH]2),624,432,-4.491647273,-0.112355809,4.379291464,
625,c1scc2c1C[C@@H]([C@@H](OC)C2)NC=C,625,375,-5.390194419,-0.485505532,4.904688887,
626,c1sc(c2c1[C@H](C(F)(F)F)CCC2),626,586,-6.460826364,-0.649590184,5.81123618,
627,c1sc(c2c1[C@H](N(=O)=O)CC[C@H]2N(=O)=O)C=C,627,949,-6.609182835,-2.191360049,4.417822786,
628,C1=[S]c2cscc2[S]=C1,628,826,-5.152911141,-0.763143294,4.389767847,
629,c1sc(c2c1C[C@H](C)[C@@H](C)C2)C=C,629,463,-5.732486432,-1.063556985,4.668929447,
630,c1scc(C(=O)OC)c1,630,604,-6.872589042,-1.247995753,5.624593289,
631,N(CC)c1cscc1N(CC),631,545,-5.009180606,0.272875769,5.282056375,
632,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2)C=C,632,947,-5.951211545,-2.592700768,3.358510777,
633,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C#N)C=C,633,415,-6.414703066,-1.630560615,4.784142451,
634,c1sc(cc1)S,634,875,-6.531766445,-0.914982822,5.616783623,
635,c1csc2c1c(C)c(C)c1c2scc1,635,807,-5.769820452,-1.081108328,4.688712124,
636,c1sc2c(c1F)c(OCC)c1c(c2OCC)c(F)c(s1),636,395,-5.455474532,-1.495619357,3.959855175,
637,c1c(S)sc(O)c1,637,440,-5.931918673,-0.607113212,5.324805461,
638,c1csc2c1c(CC)c1c(n2)scc1,638,172,-5.90062558,-1.431618179,4.469007401,
639,c1sc(C)c(c1)C=C,639,189,-5.909714182,-0.791932939,5.117781243,
640,C1=CC(=[S]C1)c1ccc(s1)C1=[S]CC(=C1)C=C,640,439,-4.432571356,-2.273184684,2.159386672,
641,c1c(O)sc2c1[nH]c1c2sc(c1),641,33,-4.931546524,-0.446919788,4.484626736,
642,c1sc(c2c1cc(N(=O)=O)c(N)c2)C=C,642,993,-5.320642119,-2.773738112,2.546904007,
643,c1ccc(c2c1nc(CC)c(CC)n2),643,924,-6.574270628,-1.881721699,4.692548929,
644,c1c(OCC)c(cc(c1)OC)C=C,644,798,-5.420453479,-0.961242177,4.459211302,duplicate
645,c1sc(c2c1cc(N(=O)=O)c(N(=O)=O)c2)C=C,645,746,-6.519276419,-3.117662808,3.401613611,
646,c1sc(c2c1[C@H](C(=O)OC)CCC2),646,492,-6.232359575,-0.457777131,5.774582444,
647,c1oc(cc1O)C=C,647,664,-5.606280028,-1.035774161,4.570505867,
648,c1sc(C(=O)O)cc1OC=C,648,262,-6.513099434,-1.977777888,4.535321546,
649,c1sc(c2c1sc(C(=O)CC)c2)C=C,649,764,-5.730744903,-2.360315539,3.370429364,
650,c1sc(c2c1sc(C(=O)CC)c2F)C=C,650,971,-5.812923286,-2.445133426,3.36778986,
651,c1sc(c2c1c(F)c(F)c(F)c2F),651,161,-6.055295092,-2.10139921,3.953895882,
652,c1sc2c(c1)C(=O)C(=C2)C=C,652,248,-5.833114133,-2.877059741,2.956054392,
653,c1oc(c(c1C)C)C=C,653,713,-5.592211742,-0.792558801,4.799652941,
654,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3)C=C,654,657,-5.179278973,0.851770775,6.031049748,
655,c1c2c(OCN2)c(s1)C=C,655,682,-5.462250167,-0.917404636,4.544845531,
656,c1sc(c2c1CC[C@@H](N(=O)=O)C2)C=C,656,654,-5.997198785,-1.913695076,4.083503709,
657,c1sc(c2c1ncnc2C#N),657,418,-6.964509101,-3.215705428,3.748803673,
658,c1c2c(=O)n(c(=O)c2cc2c1c(=O)sc2=O)C=C,658,936,-7.162499139,-3.793076596,3.369422543,
659,c1sc(c2c1cc(C(C)(C)C)cc2),659,293,-5.497380065,-1.464870491,4.032509574,
660,c1sc(c2c1[C@H](C)CC[C@H]2C),660,352,-6.148439663,-0.367408121,5.781031542,
661,C1=CC(OC)=C(/C/1=C\1/C=C(OC)C=C1),661,204,-5.342438438,-2.472535291,2.869903147,
662,c1sc(c(c1CC)CC)C=CC=C,662,128,-5.434195229,-1.571838446,3.862356783,
663,c1c2c(ncs2)c(c2c1ncs2),663,11a,-6.371627444,-1.751624067,4.620003377,duplicate
664,C(=S)[CH]C1=[S]C=C(O1),664,287,-5.36820762,-2.083602965,3.284604655,
665,c1sc(cc1)SC=C,665,633,-5.920598736,-0.891499397,5.029099339,
666,c1cc2c(s1)c1c(c(=O)[nH]c2=O)cc(s1)C=C,666,344,-6.176766715,-2.70532869,3.471438025,
667,C1=CC(=C2[C@H]1CCS2)C=C,667,691,-5.159550719,-1.023746728,4.135803991,
668,c1sc(c(c1OC)OC)C=C,668,749,-5.659206172,-0.955636632,4.70356954,
669,c1cnc2c1c(=S)c1c2ncc1,669,474,-6.24955717,-4.064918333,2.184638837,
670,c1sc(N(=O)=O)cc1,670,736,-7.549091286,-2.727206644,4.821884642,
671,N1C(=S)C=C(C1=S)C=C,671,149,-6.373205704,-3.678244551,2.694961153,
672,c1sc(c2c1[nH]c(C#N)c2),672,816,-5.887019887,-1.813774871,4.073245016,
673,c1sc(c2c1scn2),673,111,-6.212658532,-1.378419921,4.834238611,duplicate
674,c1c(OC)c(cc(c1)OC)C=C,674,307,-5.483447836,-1.012454004,4.470993832,
675,c1sc(c2c1cc(C#N)cc2)C=C,675,769,-5.933524144,-2.481025243,3.452498901,
676,c1sc(c2c1ncs2)C=C,676,642,-5.868080763,-1.698153695,4.169927068,
677,c1sc(C(F)(F)F)cc1,677,381,-7.141464738,-1.232566897,5.908897841,
678,c1sc(c2c1OCCO2)C=C,678,84,-5.563748633,-0.991201912,4.572546721,
679,c1cc2c(s1)c1c(C2)cc(s1),679,17,-5.410739015,-1.174361745,4.23637727,
680,c1sc(c2c1SCC(=O)CO2),680,190,-6.018423666,-1.215859107,4.802564559,
681,c1sc(NC)c(c1C(=O)OC)C=C,681,357,-5.278001878,-0.968779731,4.309222147,
682,c1sc(c(c1)N(=O)=O)C=C,682,709,-6.741593435,-2.634388609,4.107204826,
683,c1cc2c(s1)c1c(c(=O)n(c2=O)CC)cc(s1)C=C,683,783,-6.048546669,-2.462548713,3.585997956,
684,c1sc(c2c1SC(=O)CC(=O)O2)C=C,684,808,-6.509942914,-1.977832311,4.532110603,
685,C1=CC(=[S]C1)c1ccc(s1)C1=[S]CC(=C1),685,817,-4.4016048,-2.006159363,2.395445437,
686,N1CN[C@@H]2[C@H]1N(CN2)C=C,686,919,-5.304913938,0.897186576,6.202100514,
687,c1sc(c(c1OCC)OCC),687,560,-5.824433702,-0.09292688,5.731506822,
688,c1cnc(c2c1nsn2),688,17a,-7.244949635,-2.948271936,4.296677699,duplicate
689,c1cc(CN)ccc1CN,689,65,-6.047703116,-0.045878395,6.001824721,
690,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](OC)C2)C=C,690,245,-5.876380236,-1.191151169,4.685229067,
691,c1cc2c(cs1)c1c(ccs1)c2,691,410,-5.219524612,-1.802618203,3.416906409,
692,c1nc2c(s1)c1c(c(c2CC)CC)N(CS1)C=C,692,132,-5.350629065,-1.198933625,4.15169544,
693,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F),693,509,-6.78472348,-0.947663696,5.837059784,
694,c1cc(c2c1[nH]cnc2),694,970,-5.354030488,-1.580301187,3.773729301,
695,C/C=C\1/OCCC(OCC1),695,475,-5.543748265,0.815144251,6.358892516,
696,c1c2c(ncc(CC)n2)c(s1)C=C,696,529,-5.820460839,-2.482222544,3.338238295,
697,C1=C[C@@H]2[C@H](C1)[C@@H]1[C@@H](C=CC1)C2=CC=C,697,944,-5.916190492,-0.845648213,5.070542279,
698,c1sc(c2c1[nH]c(=O)[nH]2),698,456,-5.939429015,-0.561942313,5.377486702,
699,c1sc(c2c1nccn2),699,703,-6.429560482,-2.420289432,4.00927105,duplicate
700,c1scc(N(=O)=O)c1NC=C,700,748,-5.707261478,-2.631041609,3.076219869,
701,c1oc(cc1C(=O)C)C=C,701,4,-6.213583719,-1.402692477,4.810891242,
702,c(s1)c2C(NCC)OC(O)c2c1C=C,702,485,-6.129935922,-1.477986379,4.651949543,
703,c1sccc1/C=C(/Cc1sc(CC)cc1),703,510,-5.875890431,-1.083965523,4.791924908,
704,C1S=C(/C(=N/N)/C1=S),704,898,-4.575349494,-2.491311147,2.084038347,
705,c1sc(c2c1cc(C(F)(F)F)cc2)C=C,705,600,-5.791535137,-2.235932298,3.555602839,
706,c1sc(c2c1scc2)C=C,706,763,-5.492101056,-1.659948911,3.832152145,
707,c1oc(cc1C(F)(F)F)C=C,707,581,-6.390103974,-1.398692403,4.991411571,
708,c1sc(c2c1CC(=O)C(=O)C2),708,480,-6.620774885,-2.556945008,4.063829877,
709,c1sc(C(=O)O)c(c1),709,792,-7.205030534,-1.851952444,5.35307809,
710,c1cccc2c1N(C)C(=O)C2C1C(=O)N(C)c2cc(ccc12),710,52,-5.876298602,-0.765891644,5.110406958,
711,c1scc2c1C[C@@H]([C@@H](OC)C2)N,711,723,-6.178453821,-0.36817004,5.810283781,
712,c1c2c(=O)n(c(=O)c2cc2c1c(=O)[nH]c2=O)C=C,712,236,-7.034551206,-3.502839963,3.531711243,
713,c1coc(N(=O)=O)c1C=C,713,438,-7.086470529,-2.738472157,4.347998372,
714,c1csc2c1c(C)c(C)c1c2scc1C=C,714,827,-5.639069747,-1.171803874,4.467265873,
715,c1oc(c(c1C#N)C#N),715,554,-7.881886525,-1.79725756,6.084628965,
716,C1=C2C(C(=O)S1)=C(OC2=O)C=C,716,990,-6.481017212,-3.302917917,3.178099295,
717,c1sc(c(c1N(=O)=O)N(=O)=O)C=C,717,79,-7.226391471,-2.898692792,4.327698679,
718,c1sc(c2c1[C@H](OC)CC[C@H]2OC),718,1718,-6.1923,-0.3877,5.8046,duplicate
719,c1c(CC)c(CC)c(CC)cc1C=C,719,300,-5.940027665,-0.949758972,4.990268693,
720,c1c2c(C=C)c3c(cc2ccc1)c(ccc3)C=C,720,454,-5.349867146,-2.075167435,3.274699711,
721,c1oc(c(c1F)F),721,25,-6.789948066,-0.240630278,6.549317788,
722,c1sc(N(=O)=O)cc1C=C,722,191,-6.847772259,-2.734336027,4.113436232,
723,C1=C2C(C(=O)S1)=CN(C2=O),723,653,-6.289693963,-2.857358699,3.432335265,
724,c1oc(c(c1C#N)C(F)(F)F),724,229,-7.739462136,-1.572681999,6.166780137,
725,c1csc2c1c(CC)c1c(n2)scc1C=C,725,865,-5.807725911,-1.516354432,4.291371479,
726,c1oc(cc1C#N),726,573,-7.201384208,-1.127367683,6.074016525,
727,c1occ(C)c1C=CC=C,727,701,-5.664213066,-1.331616339,4.332596728,
728,c1coc(N(=O)=O)c1,728,525,-7.535512805,-2.607013956,4.928498849,
729,c1sc(c2c1c(F)c(F)c(F)c2F)C=C,729,856,-5.790365048,-2.33675048,3.453614568,
730,c1sc(c2c1sc(=S)o2),730,237,-6.397940853,-1.848387752,4.549553101,
731,c1n(C)c(=O)c2c1c(=O)n(C)c2C=C,731,589,-5.548646314,-2.643177887,2.905468427,
732,c1cc(SC)sc1,732,558,-6.244305373,-0.867226842,5.377078531,
733,c1c(cc2c(c1)nccn2)C=C,733,211,-6.478513764,-2.280803872,4.197709892,
734,c1sc(c(c1C(=O)O)OC),734,388,-6.74268189,-1.323561769,5.419120121,
735,c1c(CC)cc(s1),735,244,-6.349259685,-0.35402012,5.995239566,
736,C(=C)N=N,736,40,-6.405015813,-1.97328801,4.431727803,
737,c1c(C)sc(C)c1C=C,737,649,-5.734309594,-0.712339638,5.021969957,
738,c1c(c2c(s1)c(CC)c1c(c2CC)scc1),738,882,-5.396153712,-1.220104083,4.176049629,
739,c1c(F)c(F)c(c(c1F)F),739,7u,-7.019993115,-1.134769179,5.885223936,duplicate
740,c1cc2c(s1)c1c(c(=O)n(c2=O)CC)cc(s1),740,256,-6.348824303,-2.370601443,3.97822286,
741,c1sc(c2c1sc(=O)s2),741,333,-6.5990602,-1.254716965,5.344343235,
742,c1sc(c2c1[C@H](S)CC[C@H]2O)C=C,742,317,-5.996273598,-1.423454763,4.572818835,
743,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2)C=C,743,751,-5.999348485,-1.785148493,4.214199991,
744,c1sc(c2c1nc(OCC)c(CN)n2)C=C,744,797,-5.730581635,-2.19903366,3.531547975,
745,c(s1)c2c(=O)n(CC)c(=O)c2c1,745,495,-7.4047621,-1.909803848,5.494958251,duplicate
746,c(oc1c(F)s2)csc1c2C=C,746,318,-5.494550081,-1.508680821,3.985869259,
747,c1sccc1S,747,779,-6.181800822,-0.642705703,5.539095118,
748,c1scc2c1C=C(S2(=O)=O)C=C,748,110,-6.48708535,-2.23813642,4.24894893,
749,c1sc(c2c1c(C#N)ccc2C#N),749,42,-6.662680418,-3.181337449,3.481342969,
750,c1c2nccnc2c(s1)C=C,750,601,-5.931102331,-2.59452393,3.336578401,
751,c1sc(c2c1C[C@H](S)CC2)C=C,751,354,-5.893659465,-1.23988676,4.653772705,
752,c1[nH]c2[nH]c(nc2n1),752,995,-5.719697081,0.339598085,6.059295166,
753,c1occc1NC=C,753,494,-5.152584605,0.263351785,5.415936389,
754,c1c2c(OCC)c3c(ccs3)c(OCC)c2sc1C=C,754,91,-5.151822686,-1.606614596,3.54520809,
755,C1=C(Cc2cscc2C1)C=C,755,535,-6.147079094,-0.76444944,5.382629654,
756,c1sc(OC)c(C(=O)C)c1,756,803,-6.167895804,-1.01846772,5.149428084,
757,c1oc(c(c1O)S)C=C,757,753,-5.788677942,-1.306445808,4.482232134,
758,N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1),758,11,-5.587776286,-0.135784811,5.451991474,
759,c1sc(c2c1C=[S]C=C2),759,257,-4.173083588,-0.938792784,3.234290804,
760,c1scc2c1c1c(s2)cc(s1)C=C,760,859,-5.523203669,-1.773828557,3.749375112,
761,c1sc(c2c1cccc2F)C=C,761,530,-5.452318011,-1.986295052,3.466022959,
762,c1c(C)cc(c(c1)C)C=C,762,153,-6.135487044,-0.969378381,5.166108663,duplicate
763,c1scc(n1)C=C,763,899,-6.303816672,-1.097353525,5.206463147,
764,c1c(C)c(c2c1ccco2)C=C,764,260,-5.138380262,-1.97426762,3.164112642,
765,c1sc(c2c1C[C@H](N(=O)=O)[C@@H](N(=O)=O)C2)C=C,765,978,-6.233230339,-2.466113404,3.767116935,
766,c1sc(c2c1cc[nH]2)C=C,766,555,-5.139876888,-1.227151832,3.912725056,
767,C1C(=O)Oc2c1cc1c(c2)C(C(=O)O1)C=C,767,983,-6.635088074,-1.461387434,5.17370064,
768,N(CC)c1ccc(c(c1)C=C)N(CC),768,194,-4.614806002,-0.730979437,3.883826565,
769,c1sc(c2c1CCS(=O)(=O)C2)C=C,769,646,-6.342211936,-1.658234594,4.683977343,
770,c1sc(c2c1cc(C#N)c(C#N)c2),770,571,-6.700994048,-2.909822249,3.791171799,
771,c1sc(c2c1sc(C(=O)CC)c2),771,766,-5.980871954,-2.09805221,3.882819744,
772,C1=CC2=C(C1)C=C(C2),772,479,-5.219062018,-0.912207261,4.306854757,
773,c1sc(c2c1C[C@H](C(=O)OC)CC2)C=C,773,840,-5.71909843,-1.08782954,4.63126889,
774,c1sc(c(c1CC)CC),774,9,-6.223325395,-0.279977941,5.943347454,
775,C1=C(C=C/C/1=C\1/C=CC(=C1)N)NC=C,775,857,-4.623432011,-2.269674416,2.353757595,
776,c1sc(c2c1OCC[C@@H](SC)O2),776,699,-5.823753417,-0.258453735,5.565299682,
777,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C2)C=C,777,877,-6.021362495,-1.324051574,4.697310921,
778,c1c2nc(C)c(C)nc2c(s1),778,37u,-6.154997607,-2.126705799,4.028291809,duplicate
779,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2)C=C,779,973,-6.057553637,-1.926375582,4.131178056,
780,c1c(C(F)(F)F)sc(C#N)c1C=C,780,38,-7.089354936,-2.545380169,4.543974767,
781,C1=Cc2cc3=CC(=Cc3cc2=C1)C=C,781,370,-5.290736807,-3.262454588,2.028282219,
782,c1sc(c2c1C[C@H](C(=O)C)CC2),782,731,-6.398158544,-0.691876676,5.706281868,
783,c1oc(cc1O),783,845,-5.868135186,0.288957698,6.157092884,
784,c1sc(c2c1cc(C(F)(F)F)c(C#N)c2),784,881,-6.577563206,-2.67251176,3.905051446,
785,c1c2nsnc2c(c2c1nc(CC)c(CC)n2)C=C,785,393,-5.884815765,-3.153962796,2.730852969,
786,c1ccc(c2c1cccn2)C=C,786,26,-6.013226291,-1.864769006,4.148457285,
787,c1sc2c(c3ccoc3cc2c1)C=C,787,893,-5.588266091,-1.554395948,4.033870143,
788,c1sc(c2c1[nH]c(=S)[nH]2)C=C,788,665,-5.658525887,-1.680792832,3.977733055,
789,c1cc2occoccoccoccoc2cc1C=C,789,32,-5.657627911,-1.370256506,4.287371406,
790,Nc1sc(N(=O)=O)cc1,790,836,-6.194889498,-2.17701965,4.017869848,
791,c1sc(c2c1cc(C#N)c(C#N)c2)C=C,791,271,-6.38256642,-3.007429487,3.375136933,
792,c1sc(c2c1cc(C(=O)O)c(O)c2),792,869,-5.948844154,-2.15974042,3.789103734,
793,c1ccc(c2c1nn(CC)n2),793,2,-6.332007667,-1.447781742,4.884225925,2
794,c1sc(c2c1c(S)ccc2),794,692,-5.595558742,-1.782019184,3.813539558,
795,C1=CC(OC)=C(/C/1=C\1/C=C(OC)C=C1)C=C,795,718,-5.170054314,-2.497950725,2.672103589,
796,c1sc(C(=O)OC)cc1,796,789,-6.874738742,-1.569307787,5.305430955,
797,C1=C(CC2=C1C[CH]2)C=C,797,224,-4.523539017,-0.650379314,3.873159702,
798,C1C([CH2])CCC1,798,523,-5.554496762,1.351235747,6.905732509,
799,c1scc2c1c1c(s2)sc(c1),799,960,-5.617110159,-1.021542606,4.595567553,
800,c1sc(c2c1oc(=S)o2),800,770,-6.642571205,-1.725609983,4.916961222,
801,c1oc(cc1)C=C,801,782,-5.845604159,-0.98801818,4.857585979,
802,c1c2nsnc2c(cc1),802,3a,-6.785594244,-2.500780709,4.284813535,duplicate
803,Sc1cscc1S,803,425,-5.876924463,-0.621535246,5.255389217,
804,c1oc(c(c1OC)OC),804,697,-5.689710134,0.535329578,6.225039712,
805,c1ccc(OCC)c2c1c(OCC)ccc2,805,557,-5.268124146,-0.697019628,4.571104518,
806,c1sc(c2c1cc(C#N)c(OC)c2)C=C,806,514,-5.65387274,-2.369023182,3.284849558,
807,c1scc2c1[C@@H](CCC2)NC=C,807,801,-5.278954277,-0.605181204,4.673773073,
808,c1sc(c2c1sc(C(=O)CC)c2F),808,66,-6.070397411,-2.198217318,3.872180093,
