Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),fund bg,Delta HOMO,delta LUMO,optical bandgap (cm-1),opt bg (nm),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
57_63_45_63_57_10201,-6.66,-6.22,-3.1,-2.68,3.12,0.44,0.42,9712.7,1029.579828,0.414659748,-10387.29108,3.43697,9.351989149,0.414659748,0.414659748,1.204180546,9712.7,1.204180546,9712.7,17.91308556
12_4_45_4_12_10201,-6.97,-6.74,-3.12,-2.85,3.62,0.23,0.27,12715.6,786.4355595,0.362371123,-9881.787635,4.42743,10.16318065,0.362371123,0.55287105,1.576480088,12715.6,2.097828386,16920.7,18.13654625
57_44_45_44_57_10201,-6.5,-5.96,-3.5,-2.83,2.46,0.54,0.67,6104.2,1638.21631,0.240591985,-10235.04454,21.48201,8.012125942,0.240591985,0.240591985,0.756798716,6104.2,0.756798716,6104.2,16.49359392
4_21_21_4_4_02200,-6.24,-5.97,-1.59,-1.2,4.38,0.27,0.39,22146,451.5488124,2.871354332,-12655.85036,2.52355,9.036901712,2.871354332,2.871354332,2.74566108,22146,2.74566108,22146,16.75586016
12_4_4_4_12_10001,-6.92,-6.58,-2.89,-2.8,3.69,0.34,0.09,16337.3,612.096246,1.42901961,-11798.04585,4.09839,9.954193487,1.42901961,1.42901961,2.025498454,16337.3,2.025498454,16337.3,18.31682093
30_44_4_45_30_13021,-7.25,-6.58,-3.11,-2.77,3.47,0.67,0.34,12908.3,774.6953511,0.480475472,-8209.077426,8.4383,8.941635273,0.480475472,1.226168885,1.600371034,12908.3,2.001818274,16146.3,18.32667827
30_4_64_4_30_10201,-6.77,-6.7,-3.16,-2.65,3.54,0.07,0.51,14549.6,687.3041183,0.493868297,-9477.465276,4.9575,10.08660789,0.493868297,0.493868297,1.803859408,14549.6,1.803859408,14549.6,17.35030557
30_60_60_60_30_10001,-7.26,-6.82,-2.29,-2.26,4.53,0.44,0.03,21884.5,456.9444127,0.647270745,-4282.675231,9.82426,7.429905925,0.647270745,1.1554723,2.71324031,21884.5,2.869901438,23148.1,15.26637696
51_44_4_21_51_13021,-6.71,-6.34,-2.85,-2.48,3.49,0.37,0.37,15022.9,665.6504403,1.807151373,-7612.150625,6.60077,8.718926681,1.807151373,1.807151373,1.862539142,15022.9,1.862539142,15022.9,16.74350854
30_18_18_18_30_10001,-7.09,-6.65,-2.57,-2.48,4.08,0.44,0.09,19186,521.2133848,2.136163074,-5850.25213,8.48542,8.295159504,2.136163074,2.136163074,2.37868028,19186,2.37868028,19186,16.45783114
12_44_4_45_12_13021,-7.48,-6.83,-3.45,-3.08,3.38,0.65,0.37,12583.2,794.7104075,0.600392003,-7855.484524,4.65733,8.305381721,0.600392003,0.993906854,1.560065136,12583.2,1.946461204,15699.8,17.36545713
30_30_44_4_4_11300,-6.72,-6.35,-2.84,-2,3.51,0.37,0.84,15551.3,643.0330583,2.036225433,-10027.28116,7.43648,8.079586584,2.036225433,2.036225433,1.928050174,15551.3,1.928050174,15551.3,15.86313723
53_4_64_4_53_10201,-6.67,-6.53,-3.03,-2.09,3.5,0.14,0.94,14710.7,679.777305,0.295945897,-7993.831862,5.72819,7.067949747,0.295945897,0.310851693,1.823832586,14710.7,1.895728588,15290.6,13.4914633
51_26_26_26_51_10001,-7.44,-6.27,-3.35,-2.21,2.92,1.17,1.14,9078.8,1101.467154,1.142416526,-4117.877479,8.45464,5.677055604,1.142416526,1.142416526,1.125589624,9078.8,1.125589624,9078.8,15.95885207
4_44_45_30_44_01235,-6.92,-6.36,-2.9,-1.98,3.46,0.56,0.92,10999.5,909.1322333,0.257556611,-7218.01059,9.28482,6.091313449,0.257556611,1.032734317,1.36371801,10999.5,2.396025082,19325.9,13.93373512
12_63_63_63_12_13331,-6.77,-6.42,-2.34,-2.17,4.08,0.35,0.17,15032.8,665.2120696,0.315229056,-3052.882454,4.37303,3.66319397,0.010877665,0.315229056,1.863766544,15032.8,2.249455926,18143.7,9.696664599
57_44_44_45_57_13021,-7.12,-6,-3.47,-2.88,2.53,1.12,0.59,6925.1,1444.022469,0.626703641,-10308.0739,12.94854,7.438954159,0.626703641,0.626703641,0.858573898,6925.1,0.858573898,6925.1,18.17223638
4_4_45_4_4_10201,-6.76,-6.47,-2.86,-1.82,3.61,0.29,1.04,12053.4,829.641429,0.191467031,-9513.832249,5.58117,7.426169706,0.191467031,0.191467031,1.494380532,12053.4,1.494380532,12053.4,14.62298219
4_48_4_45_49_01024,-6.49,-6.15,-2.59,-1.53,3.56,0.34,1.06,11468.9,871.923201,0.161094463,-9738.663393,4.96126,8.395308451,0.161094463,3.217657746,1.421914222,11468.9,2.826099304,22794.8,16.17023624
38_26_4_26_38_10201,-7.29,-6.66,-3.38,-2.89,3.28,0.63,0.49,11900,840.3361345,1.236651494,-6571.75635,7.98416,7.838248505,1.236651494,1.236651494,1.475362,11900,1.475362,11900,16.63711469
38_69_69_69_38_10001,-7.47,-6.72,-2.84,-2.65,3.88,0.75,0.19,16709.7,598.4547897,1.864968861,-2515.446524,7.91431,6.723744113,1.864968861,1.864968861,2.071668606,16709.7,2.071668606,16709.7,15.61304215
32_9_9_9_32_10001,-7.46,-6.83,-3.08,-2.69,3.75,0.63,0.39,13908.7,718.9744548,1.069740223,-4872.560014,10.26495,6.221286706,1.069740223,1.069740223,1.724400626,13908.7,1.724400626,13908.7,14.4105583
51_32_32_32_51_13331,-8.12,-7.94,-2.83,-2.36,5.11,0.18,0.47,25775.6,387.9638107,0.579036493,-2459.737185,12.35564,5.226257853,0.579036493,0.579036493,3.195658888,25775.6,3.195658888,25775.6,11.12565357
32_17_63_17_32_10201,-7.09,-6,-2.47,-2.35,3.53,1.09,0.12,17550.7,569.7778436,0.630028736,-4282.19073,5.36843,8.291269489,0.630028736,0.630028736,2.175935786,17550.7,2.175935786,17550.7,19.21822459
54_45_45_45_54_10001,-6.92,-6.31,-2.91,-2.69,3.4,0.61,0.22,10300.5,970.8266589,0.2901236,-9571.786551,5.36797,7.62774242,0.2901236,0.2901236,1.27705599,10300.5,1.27705599,10300.5,16.26214781
6_44_4_45_6_13021,-7.25,-6.57,-2.9,-2.16,3.67,0.68,0.74,13281.7,752.9156659,0.153720603,-6612.937419,6.76813,5.629454269,0.153720603,1.303240163,1.646665166,13281.7,2.61560606,21097,13.80835503
51_45_21_45_51_10201,-7.18,-6.54,-3.18,-3.08,3.36,0.64,0.1,12114,825.4911672,0.625124383,-5805.918743,6.93864,10.13945338,0.625124383,0.625124383,1.50189372,12114,1.50189372,12114,19.84842381
45_4_45_4_45_02020,-6.65,-6.36,-2.83,-2.71,3.53,0.29,0.12,11875,842.1052632,0.235722778,-10650.44639,5.0425,10.48584609,0.235722778,0.235722778,1.4722625,11875,1.4722625,11875,18.83615657
32_45_19_45_32_10201,-7.29,-6.43,-3.21,-3.05,3.22,0.86,0.16,10651.1,938.8701636,0.881017973,-5792.625876,14.95793,9.318081146,0.881017973,1.511225666,1.320523378,10651.1,2.172600724,17523.8,19.65349424
51_51_47_4_45_11302,-6.9,-6.31,-2.68,-2.61,3.63,0.59,0.07,13864.9,721.2457356,0.165909086,-7204.604873,12.64653,7.817886848,0.165909086,1.048068535,1.718970302,13864.9,2.003244044,16157.8,16.43887669
40_4_45_4_40_10201,-6.63,-6.3,-2.73,-1.57,3.57,0.33,1.16,12011.1,832.5632124,0.160889325,-9184.664119,8.35355,7.429775862,0.160889325,0.160889325,1.489136178,12011.1,1.489136178,12011.1,14.79814786
32_12_63_12_32_10201,-6.7,-5.91,-2.54,-2.34,3.37,0.79,0.2,12730.2,785.533613,0.436762574,-6067.903023,8.63627,7.802740333,0.436762574,1.309789505,1.578290196,12730.2,1.973116904,15914.8,17.26901994
4_45_44_45_4_10201,-6.88,-5.77,-3.06,-2.74,2.71,1.11,0.32,6592.8,1516.806213,0.138694134,-5498.225528,10.67338,6.816762611,0.138694134,0.586360374,0.817375344,6592.8,1.654748662,13346.9,17.27292862
5_5_45_5_63_11012,-7.33,-6.54,-4.28,-3.71,2.26,0.79,0.57,4980.3,2007.91117,0.701777297,-5796.418358,27.05131,7.896795131,0.701777297,0.701777297,0.617457594,4980.3,0.617457594,4980.3,17.3985334
45_24_24_24_45_01110,-7.25,-6.8,-2.84,-2.59,3.96,0.45,0.25,14594.7,685.1802367,0.356042735,-3922.051969,10.0207,6.283231611,0.070299606,0.356042735,1.809450906,14594.7,3.13582614,25293,13.72995643
45_63_30_45_5_02401,-7.12,-6.12,-3.27,-2.84,2.85,1,0.43,8240.6,1213.503871,0.116963534,-6339.80395,4.38636,8.865339442,0.020949902,0.116963534,1.021669588,8240.6,1.415058128,11413.6,19.62576891
32_31_45_31_32_13031,-8.12,-7.18,-3.28,-2.9,3.9,0.94,0.38,14070.1,710.7270027,0.457688245,-4975.514532,8.92681,7.625789255,0.457688245,0.967510404,1.744410998,14070.1,2.276595148,18362.6,17.66360831
5_61_63_61_5_10201,-6.81,-6.01,-2.99,-2.94,3.02,0.8,0.05,12702.9,787.2218155,1.136108679,-6645.392643,21.88225,9.522123345,1.136108679,1.717461372,1.574905542,12702.9,1.866320532,15053.4,19.67916035
45_44_44_45_65_02204,-6.33,-5.05,-3.31,-2.69,1.74,1.28,0.62,2508.1,3987.081855,0.298508178,-5755.541948,5.90845,6.175677869,0.298508178,0.298508178,0.310954238,2508.1,0.310954238,2508.1,17.11350493
30_56_45_30_63_13012,-7.01,-6.3,-3.17,-2.66,3.13,0.71,0.51,11454.8,872.9964731,0.462924034,-5726.095071,9.22288,7.071068056,0.462924034,1.465574482,1.420166104,11454.8,2.27943429,18385.5,15.92110722
45_13_44_13_45_10201,-6.55,-5.52,-2.76,-2.15,2.76,1.03,0.61,7829.9,1277.155519,0.170879846,-9764.92592,12.03769,7.818113674,0.170879846,1.549417703,0.970751002,7829.9,2.061985768,16631.6,18.31138903
7_45_78_45_7_10201,-7.25,-6.83,-3.35,-3.05,3.48,0.42,0.3,13040.3,766.8535233,0.573269257,-5875.734756,7.15222,8.852050252,0.573269257,0.573269257,1.616736394,13040.3,1.616736394,13040.3,17.1395697
45_45_45_63_5_10023,-7.3,-6.76,-3.36,-3.12,3.4,0.54,0.24,11471.1,871.7559781,0.60315704,-5979.709219,6.92466,9.976797753,0.60315704,0.60315704,1.422186978,11471.1,1.422186978,11471.1,19.19894701
38_78_44_78_38_10201,-8.11,-6.5,-3.91,-3.53,2.59,1.61,0.38,7713.3,1296.461955,0.785652858,-4543.527417,9.34389,8.090496364,0.785652858,0.785652858,0.956294934,7713.3,0.956294934,7713.3,21.15436
3_45_63_45_3_10201,-7.05,-6.06,-3.05,-2.66,3.01,0.99,0.39,9394.5,1064.452605,0.246987973,-5522.26967,9.72585,6.971365739,0.246987973,0.246987973,1.16473011,9394.5,1.16473011,9394.5,16.97521712
45_45_14_45_45_10201,-7.48,-6.78,-3.36,-3.21,3.42,0.7,0.15,11926.1,838.4970778,0.8804567,-6294.435986,7.03184,9.802642194,0.8804567,1.771170536,1.478597878,11926.1,2.321141162,18721.9,19.6399348
78_78_44_78_78_00200,-6.41,-6.09,-3.81,-2.81,2.28,0.32,1,2802.5,3568.24264,0.412889107,-4585.748522,12.5605,6.235309516,0.026309826,0.412889107,0.34745395,2802.5,1.006246476,8116.2,13.11081771
30_45_63_45_30_10201,-7.14,-6.24,-3.18,-2.91,3.06,0.9,0.27,8354.3,1196.988377,0.187304684,-6295.90044,14.82778,10.41897833,0.187304684,0.487275503,1.035766114,8354.3,1.896224508,15294.6,21.33962966
60_45_45_44_45_10023,-7.18,-6.27,-3.54,-3.13,2.73,0.91,0.41,8218,1216.841081,0.631532842,-5943.854992,8.27911,9.407331181,0.631532842,0.666283244,1.01886764,8218,1.595845764,12871.8,19.98914154
60_45_21_45_60_10201,-7.29,-6.38,-3.09,-2.98,3.29,0.91,0.11,11757.4,850.528178,0.617636288,-6140.505464,11.37516,9.120645418,0.617636288,0.617636288,1.457682452,11757.4,1.457682452,11757.4,19.59437524
42_45_45_63_5_10023,-7.3,-6.73,-3.51,-3.22,3.22,0.57,0.29,10838.1,922.6709479,0.503508436,-8675.562075,15.24132,10.83115021,0.503508436,0.886185357,1.343707638,10838.1,1.881284918,15174.1,20.50304034
45_45_45_45_45_00000,-6.87,-6.42,-3.1,-2.96,3.32,0.45,0.14,10296.9,971.1660791,0.591311425,-6817.914137,5.14293,10.17027931,0.591311425,0.591311425,1.276609662,10296.9,1.276609662,10296.9,19.08242111
45_45_19_45_45_11311,-6.99,-6.96,-2.91,-2.77,4.05,0.03,0.14,16777.9,596.0221482,1.396621914,-3392.854034,9.37232,7.725343935,1.396621914,2.0397367,2.080124042,16777.9,2.310850822,18638.9,13.9286451
45_45_45_44_42_10023,-7.11,-6.16,-3.45,-3.14,2.71,0.95,0.31,8152.9,1226.557421,0.661918427,-8670.683456,14.32004,9.945018534,0.661918427,0.661918427,1.010796542,8152.9,1.010796542,8152.9,20.89973702
51_2_51_2_51_13131,-8.02,-6.79,-3.27,-2.75,3.52,1.23,0.52,12272.7,814.8166255,0.559937138,-4177.749093,8.6323,5.449395684,0.559937138,0.559937138,1.521569346,12272.7,1.521569346,12272.7,15.90066436
51_34_44_34_51_10201,-7.11,-5.9,-2.85,-2.42,3.05,1.21,0.43,11505.6,869.141983,1.210015057,-6247.893882,8.64014,8.260239799,1.210015057,1.210015057,1.426464288,11505.6,1.426464288,11505.6,19.68609671
5_45_45_34_42_10023,-7.7,-6.97,-3.58,-3.17,3.39,0.73,0.41,11558.4,865.1716501,0.698258032,-9117.30209,7.80279,9.621662722,0.698258032,1.603381802,1.433010432,11558.4,2.34086638,18881,19.51837607
42_41_42_41_42_13131,-8.25,-8.1,-3.24,-2.75,4.86,0.15,0.49,24667.2,405.3966401,0.820247119,-9866.278003,13.7185,5.77536218,0.094793702,0.820247119,3.058239456,24667.2,3.151484814,25419.3,11.75412022
45_73_45_9_63_10132,-6.51,-6,-3.74,-2.39,2.26,0.51,1.35,3706.1,2698.25423,0.221658908,-4090.984646,14.04065,6.771474018,0.221658908,0.585038256,0.459482278,3706.1,1.526702118,12314.1,14.65756623
45_63_71_63_45_02420,-6.28,-5.9,-2.59,-2.53,3.31,0.38,0.06,8864.5,1128.095211,0.133257366,-6067.716117,9.12138,7.957717925,0.009070836,0.036319696,1.09902071,8864.5,1.194956434,9638.3,15.73787408
45_58_58_63_5_10023,-7.69,-6.78,-2.85,-2.47,3.93,0.91,0.38,14254.1,701.5525358,0.439030246,-4172.082758,19.21175,7.268973911,0.439030246,0.798764488,1.767223318,14254.1,2.891548346,23322.7,17.04462358
42_45_45_44_45_10023,-7.16,-6.23,-3.51,-3.18,2.72,0.93,0.33,8175.6,1223.151818,0.698864813,-8670.673578,14.2941,9.745186073,0.698864813,0.886271217,1.013610888,8175.6,1.433667526,11563.7,20.53946772
42_45_45_63_10_10023,-7.11,-6.38,-3.29,-3.09,3.09,0.73,0.2,9211.8,1085.564168,0.300710735,-8262.891588,8.01311,9.274501768,0.300710735,0.354939177,1.142078964,9211.8,1.574546,12700,19.04033544
38_78_46_14_16_10357,-7.99,-7.33,-3.59,-3.02,3.74,0.66,0.57,14208.7,703.7941543,0.297354118,-3432.434719,4.05355,5.767830711,0.000378426,0.297354118,1.761594626,14208.7,2.008277632,16198.4,13.91379939
45_26_45_26_45_13131,-7.52,-6.05,-2.83,-2.57,3.22,1.47,0.26,12022.4,831.7806761,1.800122151,-3770.798234,10.14523,6.310980812,1.800122151,1.800122151,1.490537152,12022.4,1.490537152,12022.4,18.10826708
51_45_45_63_5_10023,-7.15,-6.69,-3.33,-3.09,3.36,0.46,0.24,10927.1,915.1558968,0.295423708,-5781.438609,12.3656,10.12439971,0.295423708,0.295423708,1.354741858,10927.1,1.354741858,10927.1,19.0617949
57_45_44_45_57_10201,-7.12,-6.01,-3.34,-2.94,2.67,1.11,0.4,7335.7,1363.196423,0.378043255,-10418.11152,14.05325,8.89698614,0.378043255,0.485561932,0.909480086,7335.7,1.685582488,13595.6,20.13739642
45_1_1_1_45_13331,-7.89,-7.19,-3.04,-2.71,4.15,0.7,0.33,17193.5,581.6151453,1.422185818,-3914.866792,9.3677,5.231647325,1.422185818,1.422185818,2.13165013,17193.5,2.13165013,17193.5,13.34567487
42_40_63_40_42_10201,-7.17,-6.04,-2.55,-2.11,3.49,1.13,0.44,14361.6,696.3012478,1.041440894,-9635.01699,8.18635,7.188588782,1.041440894,1.041440894,1.780551168,14361.6,1.780551168,14361.6,17.87003326
45_44_10_44_45_02420,-5.84,-5.46,-2.75,-2.64,2.71,0.38,0.11,8031.7,1245.066424,0.243858609,-6807.61337,11.01159,9.163095168,0.243858609,1.271448516,0.995770166,8031.7,1.583001436,12768.2,17.39767855
51_45_45_63_42_10023,-7.09,-6.48,-3.23,-3,3.25,0.61,0.23,10749.6,930.2671727,0.273033841,-8548.511887,8.27982,10.46877959,0.273033841,0.343634975,1.332735408,10749.6,1.774005024,14308.8,20.17425599
51_45_78_45_51_10201,-7.39,-7.2,-3.58,-3.25,3.62,0.19,0.33,13228.3,755.9550358,0.781933284,-5249.077977,5.71236,9.827967669,0.781933284,0.781933284,1.640044634,13228.3,1.640044634,13228.3,17.50475798
38_56_44_56_38_10201,-7.64,-6.4,-3.51,-2.71,2.89,1.24,0.8,9354.8,1068.969941,1.278354792,-4672.456183,10.30086,6.028664255,1.278354792,1.278354792,1.159808104,9354.8,1.159808104,9354.8,16.74086718
39_45_45_63_45_10023,-6.87,-6.41,-3.19,-2.87,3.22,0.46,0.32,10137.8,986.4073073,0.338440747,-5512.411439,10.79647,8.951490194,0.338440747,1.094017387,1.256884444,10137.8,1.86273751,15024.5,17.4466985
30_45_45_45_30_10001,-7.48,-6.82,-3.41,-3.19,3.41,0.66,0.22,11225.1,890.8606605,0.732818209,-6402.843448,2.88654,10.46904479,0.732818209,0.732818209,1.391687898,11225.1,1.391687898,11225.1,20.38737118
45_65_28_30_30_02133,-7.48,-7.04,-3.47,-2.72,3.57,0.44,0.75,13295.7,752.1228668,0.973806696,-5365.962521,3.55407,6.774099605,0.973806696,0.973806696,1.648400886,13295.7,1.648400886,13295.7,14.36333166
42_53_45_5_53_13053,-7.42,-6.51,-3.48,-2.72,3.03,0.91,0.76,9600.9,1041.56902,0.654236637,-7359.754223,8.46456,7.386200011,0.654236637,0.654236637,1.190319582,9600.9,1.190319582,9600.9,17.20604392
45_73_73_73_45_10001,-7.79,-7.54,-4.33,-4.07,3.21,0.25,0.26,7999.2,1250.125013,0.20838802,-4004.79987,4.72462,10.17625265,0.20838802,0.20838802,0.991740816,7999.2,0.991740816,7999.2,18.2396464
42_8_63_8_42_10201,-7.01,-6.03,-2.49,-2.08,3.54,0.98,0.41,12376.4,807.9893992,0.166004295,-10276.46755,7.18115,6.727078783,0.166004295,0.529933077,1.534426072,12376.4,2.065122462,16656.9,16.59628399
51_48_48_63_42_10023,-6.98,-6.44,-2.66,-2.52,3.78,0.54,0.14,16090.8,621.4731399,1.655470032,-7725.791926,5.24436,9.158977027,1.655470032,1.655470032,1.994937384,16090.8,1.994937384,16090.8,18.07280787
45_63_10_32_74_02134,-7.27,-6.24,-2.88,-2.18,3.36,1.03,0.7,11257.1,888.3282551,0.113692161,-4645.05751,13.37246,5.89940315,0.113692161,0.580329332,1.395655258,11257.1,2.06420501,16649.5,15.66932464
30_45_45_63_5_10023,-7.28,-6.75,-3.45,-3.17,3.3,0.53,0.28,10765.8,928.8673392,0.505245523,-6102.18472,8.09521,9.854366565,0.505245523,0.505245523,1.334743884,10765.8,1.334743884,10765.8,18.98780926
45_63_3_63_45_02420,-6.22,-5.5,-2.89,-2.55,2.61,0.72,0.34,8938.4,1118.76846,0.448851445,-5808.375316,5.37463,8.588228838,0.448851445,1.214450476,1.108182832,8938.4,1.530322334,12343.3,18.05278761
5_9_63_9_5_10201,-7.6,-6.5,-3.9,-3.13,2.6,1.1,0.77,6453.9,1549.45072,0.389438687,-5183.782929,21.39662,7.081611109,0.389438687,0.866535345,0.800154522,6453.9,1.924380366,15521.7,17.595075
38_38_45_38_38_11011,-8.36,-7.43,-3.61,-3.18,3.82,0.93,0.43,14517.2,688.8380679,0.990646142,-4562.435623,3.75715,7.042574864,0.990646142,0.990646142,1.799842456,14517.2,1.799842456,14517.2,16.81797209
45_0_46_0_45_01310,-6.85,-6.48,-2.98,-2.9,3.5,0.37,0.08,12688.3,788.1276452,0.799952827,-5449.503598,8.46543,7.672494772,0.799952827,0.799952827,1.573095434,12688.3,1.573095434,12688.3,15.3025718
45_53_45_53_45_13031,-7.29,-6.56,-2.93,-2.58,3.63,0.73,0.35,11097.2,901.1282125,0.184483361,-4921.922794,9.28378,7.902784236,0.184483361,0.667717774,1.375830856,11097.2,2.04889348,16526,17.1514804
63_45_63_45_63_10201,-6.53,-5.92,-2.78,-2.63,3.14,0.61,0.15,9440.6,1059.254708,0.137485117,-5327.145072,5.70266,8.181433907,0.137485117,0.137485117,1.170445588,9440.6,1.170445588,9440.6,17.02458099
78_42_12_42_38_01315,-7.81,-7.55,-3.05,-2.97,4.5,0.26,0.08,14958.3,668.5251666,0.943932937,-3892.841254,6.39645,5.024596362,0.004321171,0.038820133,1.854530034,14958.3,2.482116794,20020.3,11.18836569
57_45_45_45_57_10001,-7.56,-6.88,-3.44,-3.23,3.44,0.68,0.21,11259.3,888.154681,0.639897967,-10601.18577,8.02989,9.633988994,0.639897967,0.639897967,1.395928014,11259.3,1.395928014,11259.3,19.32259935
29_45_29_45_29_02020,-6.36,-6.12,-2.7,-2.65,3.42,0.24,0.05,11279.1,886.5955617,0.278114292,-9809.899995,9.26372,10.79118438,0.278114292,0.278114292,1.398382818,11279.1,1.398382818,11279.1,19.04385739
0_4_45_4_0_10201,-7.12,-6.87,-3.36,-3.2,3.51,0.25,0.16,12566.4,795.7728546,0.471229157,-9655.463177,5.13298,10.70595177,0.471229157,0.574350995,1.557982272,12566.4,1.967599794,15870.3,18.96904209
37_4_45_4_37_10201,-6.87,-6.55,-2.92,-1.92,3.63,0.32,1,12028.6,831.3519445,0.191430285,-9195.287061,7.37009,8.286557607,0.191430285,0.191430285,1.491305828,12028.6,1.491305828,12028.6,15.93538633
51_58_27_58_51_13531,-7.61,-7.17,-3.04,-2.85,4.13,0.44,0.19,17079.1,585.5109461,1.019532386,-4185.524804,8.6689,6.744014659,1.019532386,1.019532386,2.117466818,17079.1,2.117466818,17079.1,14.32190469
15_63_45_63_15_10201,-6.6,-6.17,-3.09,-2.59,3.08,0.43,0.5,9309.6,1074.160007,0.423588739,-5397.621277,7.29433,9.292772943,0.423588739,1.197961939,1.154204208,9309.6,1.780873516,14364.2,17.78899484
32_44_4_45_32_13021,-7.26,-6.65,-3.16,-2.88,3.49,0.61,0.28,12849.6,778.2343419,0.53626007,-7765.848736,9.28787,8.916692534,0.53626007,1.149849187,1.593093408,12849.6,1.952226274,15746.3,18.03703212
80_45_80_45_80_02020,-6.91,-6.45,-2.92,-2.84,3.53,0.46,0.08,11518.6,868.1610612,0.327344089,-6608.889197,10.0684,6.604067812,0.327344089,0.327344089,1.428076028,11518.6,1.428076028,11518.6,14.21429788
30_38_45_38_30_10201,-6.95,-6.34,-2.94,-2.45,3.4,0.61,0.49,10505.6,951.8732866,0.380799937,-7384.02155,16.16383,8.247268858,0.380799937,2.330359142,1.302484288,10505.6,2.060312038,16618.1,17.11523572
4_45_39_45_4_02420,-6.59,-6.13,-2.86,-2.7,3.27,0.46,0.16,10041.9,995.8274828,0.444440802,-9731.10363,9.69349,8.859329514,0.444440802,0.444440802,1.244994762,10041.9,1.244994762,10041.9,17.31979324
4_45_9_45_4_02420,-6.56,-6.04,-3.09,-2.52,2.95,0.52,0.57,8970.2,1114.802346,0.851950013,-10288.09784,12.18003,9.940759111,0.851950013,0.851950013,1.112125396,8970.2,1.112125396,8970.2,19.0642218
4_79_79_4_4_02200,-6.45,-6.05,-1.3,-1.1,4.75,0.4,0.2,22048.9,453.5373647,0.327162382,-12512.3138,0.94066,7.094413349,0.327162382,0.327162382,2.733622622,22048.9,2.733622622,22048.9,14.63420368
4_45_47_45_4_02420,-6.61,-6.33,-3.05,-2.74,3.28,0.28,0.31,9072,1102.292769,0.220402935,-9883.24512,6.97462,9.098019622,0.220402935,0.220402935,1.12474656,9072,1.12474656,9072,16.88256952
15_29_29_29_15_10001,-6.5,-6.18,-2.33,-2.24,3.85,0.32,0.09,16790.5,595.5748787,0.749160533,-8603.482717,1.90034,9.660948366,0.749160533,0.958141581,2.08168619,16790.5,2.593711192,20920.4,17.8279224
4_45_45_45_4_02220,-6.62,-6.35,-3.03,-2.85,3.32,0.27,0.18,10642.9,939.5935318,0.480176594,-10650.43948,5.59111,10.8426051,0.480176594,0.480176594,1.319506742,10642.9,1.319506742,10642.9,19.24231373
32_4_6_4_32_10201,-6.79,-6.36,-2.78,-2.64,3.58,0.43,0.14,14873.5,672.3367062,1.275934704,-9592.890922,0.51298,9.049725977,1.275934704,1.275934704,1.84401653,14873.5,1.84401653,14873.5,17.45431917
44_45_45_44_44_02200,-5.68,-4.99,-2.91,-2.57,2.08,0.69,0.34,4008.5,2494.698765,0.344295342,-6268.698346,5.43839,7.930800174,0.344295342,0.865761674,0.49697383,4008.5,1.090825632,8798.4,17.01985834
65_9_4_65_45_13012,-6.7,-6.14,-2.65,-2.45,3.49,0.56,0.2,12373.4,808.1853007,0.212190865,-7124.590798,6.96345,6.542742001,0.212190865,1.734811491,1.534054132,12373.4,2.160277112,17424.4,14.55535224
30_48_4_45_30_13021,-7.11,-6.5,-3.02,-2.36,3.48,0.61,0.66,12546.7,797.0223246,0.310761269,-7689.689411,9.99346,9.786385913,0.310761269,1.220280686,1.555539866,12546.7,2.4461254,19730,19.2345999
42_45_63_34_57_10234,-7.38,-6.38,-3.31,-2.59,3.07,1,0.72,10439.3,957.9186344,0.390950947,-8919.506041,4.39162,7.839234809,0.390950947,0.619954543,1.294264414,10439.3,1.993313246,16077.7,18.21282283
45_69_63_69_45_10201,-7.2,-6.22,-2.75,-2.47,3.47,0.98,0.28,14254.1,701.5525358,1.024910772,-3893.849695,11.85087,8.286310962,1.024910772,1.024910772,1.767223318,14254.1,1.767223318,14254.1,18.7433467
45_63_53_63_45_02420,-6.1,-5.74,-2.69,-2.5,3.05,0.36,0.19,10282.4,972.5355948,0.119525661,-7262.607293,7.67349,9.09334726,0.119525661,0.923955635,1.274811952,10282.4,2.03835518,16441,17.21653568
