Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),fund bg,Delta HOMO,delta LUMO,optical bandgap (cm-1),opt bg (nm),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
33_40_56_69_31_13024,-7.32,-6.31,-2.7,-2.46,3.61,1.01,0.24,14409.9,693.9673419,0.755832338,-6481.519792,14.55496,3.683929908,0.755832338,0.755832338,1.786539402,14409.9,1.786539402,14409.9,12.53351799
56_33_40_33_40_01313,-8.13,-7.59,-2.36,-1.51,5.23,0.54,0.85,23431.5,426.7759213,0.25828692,-7251.787817,6.54481,2.211886423,0.25828692,0.25828692,2.90503737,23431.5,2.90503737,23431.5,8.506664107
45_27_8_44_35_01324,-6.75,-5.54,-2.62,-2.01,2.92,1.21,0.61,13911.3,718.8400796,1.197477353,-4701.206121,5.47226,5.793824848,1.197477353,1.197477353,1.724722974,13911.3,1.724722974,13911.3,16.28984332
43_45_63_24_30_10243,-7.23,-6.23,-3.3,-2.58,2.93,1,0.72,9447.2,1058.514692,0.396720673,-6402.981596,12.58433,8.425683149,0.396720673,0.77118502,1.171263856,9447.2,1.914548752,15442.4,19.0203622
42_45_42_31_51_10135,-8,-7.21,-3.18,-2.84,4.03,0.79,0.34,15037.7,664.9953118,0.583203884,-7735.32077,9.62133,7.848382292,0.583203884,1.77417021,1.864374046,15037.7,2.481496894,20015.3,17.33186892
45_45_37_45_45_11311,-6.94,-6.48,-2.67,-2.42,3.81,0.46,0.25,15938.2,627.423423,2.776933071,-3331.786175,3.44105,7.229941011,2.776933071,2.776933071,1.976018036,15938.2,1.976018036,15938.2,15.07612527
42_68_68_68_42_10001,-7.19,-6.57,-3.9,-3.27,2.67,0.62,0.63,8706.3,1148.593547,2.061852759,-9438.600391,6.90813,8.700547973,2.061852759,2.061852759,1.079407074,8706.3,1.079407074,8706.3,17.78195106
38_45_45_21_42_10023,-7.01,-6.56,-3.39,-3.1,3.17,0.45,0.29,11146.3,897.1586984,0.646793639,-8694.929431,6.40643,9.850771388,0.646793639,0.646793639,1.381918274,11146.3,1.381918274,11146.3,18.6424587
25_45_73_45_25_10201,-7.22,-6.99,-3.82,-3.13,3.17,0.23,0.69,8871.5,1127.205095,0.281854428,-4889.587389,11.77641,8.869642619,0.281854428,0.281854428,1.09988857,8871.5,1.09988857,8871.5,16.35534439
42_42_42_42_42_11111,-8.12,-7.84,-2.81,-2.65,5.03,0.28,0.16,23629,423.2087689,1.438411323,-10265.3036,8.091,5.328005802,1.438411323,1.438411323,2.92952342,23629,2.92952342,23629,11.69126049
13_45_44_45_13_10201,-7.1,-6.07,-3.39,-2.93,2.68,1.03,0.46,6619.1,1510.779411,0.139854978,-5578.240998,5.42375,9.511320299,0.139854978,0.258632915,0.820636018,6619.1,1.261880838,10178.1,20.64293455
45_37_45_19_66_13057,-7.55,-7.24,-3.22,-2.8,4.02,0.31,0.42,14349.5,696.8883933,0.201257827,-4114.089666,10.75937,6.629055956,0.201257827,1.425805962,1.77905101,14349.5,2.736474162,22071.9,13.61045655
38_9_9_44_42_10023,-7.28,-6.01,-3.61,-2.84,2.4,1.27,0.77,7188.8,1391.052749,1.399932923,-7742.593078,10.61773,6.621008487,1.399932923,1.399932923,0.891267424,7188.8,0.891267424,7188.8,17.68417519
43_1_43_1_43_13131,-7.74,-6.81,-3.16,-2.68,3.65,0.93,0.48,13173.8,759.0824212,0.341201625,-5934.659628,9.11879,5.160904937,0.341201625,0.876930077,1.633287724,13173.8,2.255555742,18192.9,14.2269126
51_51_45_51_51_11011,-7.23,-6.76,-3.34,-2.79,3.42,0.47,0.55,11448.3,873.4921342,0.559561359,-4971.538477,4.75407,7.692768477,0.559561359,1.288445328,1.419360234,11448.3,2.02775489,16355.5,15.7559887
60_45_48_45_60_10301,-7.21,-6.74,-3.08,-2.97,3.66,0.47,0.11,12595,793.9658595,0.352461799,-5466.511799,7.21491,9.514676901,0.352461799,1.202280299,1.5615281,12595,2.490163096,20085.2,18.26475659
51_51_51_51_51_11111,-7.25,-6.51,-3.06,-2.54,3.45,0.74,0.52,12374.4,808.1199897,0.608091421,-4576.628892,17.80515,5.859371762,0.608091421,0.68972592,1.534178112,12374.4,2.033197612,16399.4,14.38025142
45_36_45_36_45_01010,-7.1,-6.33,-2.87,-2.68,3.46,0.77,0.19,10529.2,949.7397713,0.219787969,-4245.823771,5.29319,6.471025106,0.219787969,0.219787969,1.305410216,10529.2,1.305410216,10529.2,15.35014807
65_45_63_45_65_10201,-6.93,-6.19,-3.12,-2.95,3.07,0.74,0.17,9411.7,1062.507305,0.321218845,-5002.429151,8.75148,7.546800287,0.321218845,0.321218845,1.166862566,9411.7,1.166862566,9411.7,16.7038405
42_45_78_45_42_10201,-7.35,-7.19,-3.54,-3.24,3.65,0.16,0.3,13516,739.863865,1.008783731,-11037.308,11.76483,9.684613109,1.008783731,1.008783731,1.67571368,13516,1.67571368,13516,17.17970875
42_37_37_37_42_10001,-6.73,-6.43,-2.65,-2.57,3.78,0.3,0.08,16781.6,595.8907375,1.568529938,-13620.94389,7.7284,9.476170022,1.568529938,1.568529938,2.080582768,16781.6,2.080582768,16781.6,17.48838262
42_83_63_83_42_10201,-7.33,-6.23,-2.62,-2.5,3.61,1.1,0.12,10099.8,990.1186162,0.155314231,-10123.83151,5.40477,5.361577295,0.005769575,0.155314231,1.252173204,10099.8,1.873251014,15109.3,15.22658844
45_45_29_13_43_00135,-7.91,-6.85,-3,-2.84,3.85,1.06,0.16,13080.2,764.5143041,0.237926729,-5238.951596,7.12501,6.808430098,0.237926729,1.449710158,1.621683196,13080.2,2.621941438,21148.1,17.04870475
32_68_45_68_32_10201,-7.31,-6.66,-3.62,-3.22,3.04,0.65,0.4,10070.2,993.0289369,1.455725951,-4552.308609,8.27946,9.203215322,1.455725951,1.455725951,1.248503396,10070.2,1.248503396,10070.2,18.601774
4_56_21_21_45_01332,-7.18,-6.49,-2.87,-1.64,3.62,0.69,1.23,15065.8,663.7549948,0.589916616,-7322.256626,15.04591,5.405107494,0.057677555,0.589916616,1.867857884,15065.8,3.201733908,25824.6,13.54197952
4_63_6_63_4_01310,-6.29,-6.08,-0.88,-0.81,5.2,0.21,0.07,25259.2,395.8953569,0.521654411,-8973.630808,5.28446,5.702585378,0.005985017,0.72421627,3.131635616,25259.2,3.401664056,27437.2,11.90920657
24_24_24_4_45_11102,-7.26,-6.67,-2.78,-1.81,3.89,0.59,0.97,14507.7,689.2891361,0.100502029,-6007.782683,9.17838,6.718764592,0.100502029,1.616573511,1.798664646,14507.7,2.944165458,23747.1,14.92538535
35_45_35_45_35_02020,-6.51,-6.32,-2.57,-2.53,3.75,0.19,0.04,12641.2,791.0641395,0.115806215,-5728.810225,10.27306,8.549470403,0.071719536,0.115806215,1.567255976,12641.2,1.58179883,12758.5,15.74426725
4_2_25_2_4_02420,-6.33,-5.79,-1.5,-0.92,4.29,0.54,0.58,20064.2,498.4001356,2.465338114,-8482.951114,7.33057,5.355992038,2.465338114,2.465338114,2.487559516,20064.2,2.487559516,20064.2,12.83609754
32_42_24_24_64_13550,-8.01,-7.47,-3.24,-2.73,4.23,0.54,0.51,18434.7,542.455261,1.113741174,-3272.214527,4.89062,5.946441165,0.033565636,1.113741174,2.285534106,18434.7,2.620490872,21136.4,13.64914599
4_66_45_66_4_01210,-6.73,-6.55,-3.01,-2.23,3.54,0.18,0.78,12697.1,787.5814162,0.192962047,-9435.296258,2.92171,7.433600707,0.192962047,0.558841385,1.574186458,12697.1,2.43118581,19609.5,14.16516468
4_41_41_41_4_02220,-6.65,-6.62,-1.76,-1.27,4.86,0.03,0.49,25081.2,398.7050061,0.729362254,-7348.741454,3.38871,5.693229491,0.729362254,0.729362254,3.109567176,25081.2,3.109567176,25081.2,11.13042351
3_4_45_4_3_10201,-6.71,-6.45,-2.84,-2.42,3.61,0.26,0.42,12133.4,824.1712958,0.211380026,-9461.744047,4.57842,7.301677256,0.211380026,0.626543432,1.504298932,12133.4,2.279025156,18382.2,14.32390608
45_45_45_45_45_00200,-6.87,-6.42,-3.1,-2.96,3.32,0.45,0.14,10341.3,966.9964124,0.585948613,-6817.914062,5.12994,10.19356924,0.585948613,0.585948613,1.282114374,10341.3,1.282114374,10341.3,19.11449134
30_48_60_45_30_13021,-7.13,-6.62,-2.92,-2.32,3.7,0.51,0.6,13193.6,757.9432452,0.269434204,-5066.700181,9.33082,8.96934045,0.269434204,1.195035215,1.635742528,13193.6,2.451964858,19777.1,17.6840283
51_45_6_45_51_10201,-7.48,-6.56,-3.26,-3,3.3,0.92,0.26,11000.6,909.041325,0.889422161,-5562.085673,9.60154,8.797869158,0.889422161,1.588272183,1.363854388,11000.6,2.207947422,17808.9,19.19246233
32_45_45_44_23_10023,-7.07,-6.12,-3.34,-3.07,2.78,0.95,0.27,8248.2,1212.385733,0.426632104,-5239.404086,9.15139,8.242954585,0.426632104,1.003358419,1.022611836,8248.2,1.746593046,14087.7,18.55599497
32_55_44_55_32_10201,-6.67,-5.69,-2.76,-2.34,2.93,0.98,0.42,10310.1,969.9226972,0.871694626,-5442.574148,11.70558,7.828238631,0.871694626,1.006647375,1.278246198,10310.1,1.845144748,14882.6,18.1125811
60_60_60_60_60_11111,-6.93,-6.91,-2.25,-2.24,4.66,0.02,0.01,21926.4,456.0712201,0.404097998,-6246.305468,4.5541,6.783267266,0.404097998,0.404097998,2.718435072,21926.4,2.718435072,21926.4,12.58885553
42_45_57_45_42_10201,-7.32,-7.09,-3.33,-3.1,3.76,0.23,0.23,13346,749.2881762,0.71637079,-10753.98445,7.40455,8.769909674,0.71637079,0.71637079,1.65463708,13346,1.65463708,13346,16.21801212
45_52_63_52_45_10201,-7.37,-6.27,-2.8,-2.57,3.47,1.1,0.23,13472.7,742.2417184,0.481566154,-5746.669759,8.15653,7.164774017,0.481566154,0.551906635,1.670345346,13472.7,2.027097796,16350.2,17.70959032
5_25_25_63_42_10023,-7.47,-6.56,-3.1,-2.65,3.46,0.91,0.45,12945.8,772.4512969,0.299477213,-7130.3933,15.29103,7.215292399,0.299477213,0.646739998,1.605020284,12945.8,2.143341444,17287.8,16.97070414
43_45_47_45_43_10201,-7.68,-6.85,-3.52,-3.19,3.33,0.83,0.33,9133.4,1094.882519,0.296368508,-6525.118941,6.1085,8.417020747,0.296368508,0.296368508,1.132358932,9133.4,1.132358932,9133.4,18.28508407
45_45_45_45_45_11011,-6.84,-6.3,-3.1,-2.5,3.2,0.54,0.6,9682,1032.844454,0.383918001,-4266.061829,8.21359,8.423375405,0.383918001,0.976206176,1.20037436,9682,2.096291034,16908.3,17.05988443
45_7_63_7_45_01210,-6.92,-6.01,-2.84,-2.64,3.17,0.91,0.2,10988.2,910.067163,0.637341734,-5490.302628,8.47934,6.76337145,0.637341734,0.637341734,1.362317036,10988.2,1.362317036,10988.2,16.34840899
45_45_65_45_45_00100,-6.72,-6.12,-2.95,-2.83,3.17,0.6,0.12,10097.3,990.3637606,0.451698864,-6688.956839,0.87063,9.299793744,0.451698864,0.451698864,1.251863254,10097.3,1.251863254,10097.3,18.52201249
45_44_37_44_13_02124,-5.88,-5.29,-2.67,-2.26,2.62,0.59,0.41,8575.6,1166.099165,0.799856738,-7412.521045,12.28956,6.594509252,0.799856738,1.256434063,1.063202888,8575.6,1.433803904,11564.8,14.75428574
38_45_61_44_82_10324,-6.61,-5.62,-3.29,-2.7,2.33,0.99,0.59,5672.2,1762.98438,0.314234318,-5389.000224,20.08661,7.803772538,0.314234318,0.522713387,0.703239356,5672.2,1.353464864,10916.8,18.12144129
45_28_45_8_44_13052,-6.8,-5.96,-3.45,-2.7,2.51,0.84,0.75,8896.6,1124.024908,1.363647665,-5115.13804,13.12149,7.047953515,1.363647665,1.363647665,1.103000468,8896.6,1.103000468,8896.6,16.44242849
38_45_59_45_38_10201,-7.79,-6.75,-3.58,-3.31,3.17,1.04,0.27,10468.9,955.210194,0.933162143,-4955.533129,4.91125,8.641567687,0.933162143,0.959202364,1.297934222,10468.9,2.045818776,16501.2,19.48783521
45_27_27_63_42_01123,-7.34,-6.4,-2.9,-2.35,3.5,0.94,0.55,15398.1,649.4307739,1.208113986,-7829.847179,11.1727,6.60075807,0.075542416,1.208113986,1.909056438,15398.1,2.103643048,16967.6,16.25214036
32_45_45_44_5_10023,-7.33,-6.53,-3.8,-3.27,2.73,0.8,0.53,8219.5,1216.619016,0.635688555,-5804.441479,8.95187,9.071678993,0.635688555,0.635688555,1.01905361,8219.5,1.01905361,8219.5,19.05889848
45_32_32_32_45_13331,-8.29,-8.06,-3.04,-2.63,5.02,0.23,0.41,24790.1,403.3868359,0.537224989,-2856.292863,7.63586,5.515430767,0.537224989,0.537224989,3.073476598,24790.1,3.073476598,24790.1,11.73659467
51_51_3_51_51_11311,-7.36,-6.99,-2.91,-2.65,4.08,0.37,0.26,16674,599.7361161,1.356912357,-4403.227012,11.89629,5.862305923,1.356912357,1.356912357,2.06724252,16674,2.06724252,16674,12.80994176
32_45_45_63_41_10023,-6.9,-5.96,-3.28,-3.09,2.68,0.94,0.19,7563.9,1322.069303,0.304444065,-5840.944,3.15171,9.518662985,0.304444065,0.35295829,0.937772322,7563.9,1.408301218,11359.1,20.27009543
38_31_45_31_38_13031,-8.24,-7.38,-3.56,-3.16,3.82,0.86,0.4,14059.5,711.2628472,0.624838396,-4767.020798,7.8983,7.448023278,0.624838396,0.624838396,1.74309681,14059.5,1.74309681,14059.5,17.07842456
45_64_45_64_45_02020,-6.99,-6.77,-3.33,-3.11,3.44,0.22,0.22,13338.5,749.7094876,0.439428313,-5302.164687,4.07891,9.485407643,0.439428313,0.439428313,1.65370723,13338.5,1.65370723,13338.5,17.16070283
45_18_45_63_43_01023,-7.56,-6.64,-3.25,-2.86,3.39,0.92,0.39,12514,799.1050024,0.275169584,-6017.759491,8.52801,8.570777983,0.275169584,1.002008169,1.55148572,12514,1.99799969,16115.5,18.87975778
45_69_44_69_45_10201,-7.09,-6.01,-3.05,-2.54,2.96,1.08,0.51,10895.2,917.835377,1.608564631,-3817.724101,8.32821,7.359384515,1.608564631,1.608564631,1.350786896,10895.2,1.350786896,10895.2,17.89246898
45_9_44_45_24_01204,-6.55,-5.62,-2.9,-2.43,2.72,0.93,0.47,5897.4,1695.662495,0.373049223,-5670.824408,11.0566,6.804960832,0.091454377,0.373049223,0.731159652,5897.4,1.420042124,11453.8,16.49077757
32_45_45_63_42_10023,-7.12,-6.44,-3.35,-3.14,3.09,0.68,0.21,9346.9,1069.873434,0.307300214,-8647.658554,7.97031,10.49903715,0.307300214,0.32666143,1.158828662,9346.9,1.849893182,14920.9,20.51377066
45_45_71_45_45_10201,-7.38,-7.24,-3.44,-2.97,3.8,0.14,0.47,12712.7,786.6149598,0.148702769,-5621.609537,13.61543,9.718241027,0.148702769,0.177168127,1.576120546,12712.7,1.91524304,15448,17.1409144
38_45_51_51_44_10332,-6.78,-5.99,-3.12,-2.68,2.87,0.79,0.44,9184.8,1088.755335,0.801442463,-5311.641048,25.02077,6.868912065,0.801442463,0.801442463,1.138731504,9184.8,1.138731504,9184.8,15.98313842
64_45_44_45_64_10201,-6.31,-5.35,-2.63,-2.4,2.72,0.96,0.23,6621,1510.345869,0.145314444,-6273.584753,3.66529,7.388313954,0.145314444,0.650608636,0.82087158,6621,1.613426128,13013.6,17.42170482
65_45_45_45_65_10001,-7.15,-6.7,-3.34,-3.14,3.36,0.45,0.2,10967.9,911.7515659,0.575579796,-5109.372551,5.70413,7.572913462,0.575579796,0.575579796,1.359800242,10967.9,1.359800242,10967.9,15.50584834
17_45_44_45_17_10201,-7.1,-6.02,-3.36,-2.91,2.66,1.08,0.45,6252.8,1599.283521,0.14055603,-6190.30964,13.91502,8.938120488,0.14055603,0.229122052,0.775222144,6252.8,1.676507152,13522.4,20.06638841
30_45_45_12_5_10023,-7.42,-6.77,-3.34,-3.11,3.43,0.65,0.23,11074.8,902.9508434,0.569930633,-6316.748986,9.11359,9.08637581,0.569930633,1.293453265,1.373053704,11074.8,2.022101402,16309.9,18.44088599
51_2_2_2_51_10001,-7.47,-6.45,-2.88,-2.03,3.57,1.02,0.85,14484.6,690.3884125,1.728236678,-3668.994771,9.72932,5.447511146,1.728236678,1.728236678,1.795800708,14484.6,1.795800708,14484.6,15.00451935
25_45_63_45_25_10201,-7.15,-6.28,-3.16,-2.96,3.12,0.87,0.2,10126.8,987.4787692,0.264798832,-5500.333364,6.78783,8.519520463,0.264798832,0.264798832,1.255520664,10126.8,1.255520664,10126.8,18.59642618
45_2_32_2_32_01313,-8.14,-7.36,-3.11,-2.86,4.25,0.78,0.25,15867.2,630.2309166,0.152679367,-4099.524938,5.05448,5.373061912,0.000577637,0.589152915,1.967215456,15867.2,2.469173282,19915.9,13.88080276
5_40_40_63_45_10023,-7.34,-6.66,-2.75,-2.66,3.91,0.68,0.09,14485.5,690.3455179,0.464453306,-4172.099286,16.22187,5.984859622,0.464453306,0.521905671,1.79591229,14485.5,2.74107382,22109,14.2977482
45_63_43_63_4_02124,-6.24,-5.85,-2.75,-2.18,3.1,0.39,0.57,11261.5,887.9811748,0.141895565,-8657.962162,3.89179,8.645271774,0.141895565,0.766040217,1.39620077,11261.5,1.757156142,14172.9,16.72718574
45_60_60_60_45_01110,-6.82,-6.53,-2.51,-2.47,4.02,0.29,0.04,13618.4,734.3006521,1.060432426,-6968.280353,3.63351,6.823258968,0.062273265,0.062273265,1.688409232,13618.4,1.688409232,13618.4,13.7927741
2_44_35_44_2_10201,-6.24,-6.06,-2.9,-2.8,3.16,0.18,0.1,11867.7,842.6232547,1.113262091,-5366.780164,16.41489,7.777497121,1.113262091,1.113262091,1.471357446,11867.7,1.471357446,11867.7,14.63871004
49_13_39_21_78_10324,-6.82,-6.17,-2.98,-2.67,3.19,0.65,0.31,11702.4,854.5255674,0.579022221,-7069.409459,4.6356,6.141174744,0.579022221,0.975579393,1.450863552,11702.4,1.867237984,15060.8,14.38534412
49_33_33_62_13_13350,-7,-5.99,-2.69,-2.17,3.3,1.01,0.52,13711.9,729.2935334,1.237550987,-8753.577167,6.26188,5.100417579,1.237550987,1.237550987,1.700001362,13711.9,1.700001362,13711.9,14.48402151
57_11_49_25_15_13579,-7.9,-7.33,-2.91,-2.33,4.42,0.57,0.58,21108.7,473.7383164,0.128247209,-6581.961543,9.58762,5.358509842,0.128247209,0.567523752,2.617056626,21108.7,2.799517992,22580.4,12.96721455
2_2_33_39_44_11350,-7.67,-6.29,-2.98,-2.54,3.31,1.38,0.44,14214,703.5317293,1.14505286,-4896.928096,14.38124,4.147927165,1.14505286,1.14505286,1.76225172,14214,1.76225172,14214,14.74679221
27_27_62_33_4_11350,-6.65,-6.2,-1.87,-1.69,4.33,0.45,0.18,19327.8,517.3894597,1.616044386,-7187.789867,6.26566,5.263375168,1.616044386,1.616044386,2.396260644,19327.8,2.396260644,19327.8,12.32561411
30_37_60_30_21_13012,-6.78,-6.18,-2.45,-1.59,3.73,0.6,0.86,22983.5,435.0947419,1.488152158,-4708.334704,6.0494,5.101092295,1.488152158,1.488152158,2.84949433,22983.5,2.84949433,22983.5,12.74040059
27_4_9_4_27_10201,-6.45,-6.04,-2.73,-1.41,3.31,0.41,1.32,11689.6,855.4612647,0.828360515,-8241.628691,6.33586,6.73933958,0.828360515,0.828360515,1.449276608,11689.6,1.449276608,11689.6,14.1878171
2_44_33_21_78_10324,-6.64,-6.18,-3.17,-2.92,3.01,0.46,0.25,10673.2,936.9261327,0.848649221,-5972.97434,7.55228,6.373455287,0.848649221,0.848649221,1.323263336,10673.2,1.323263336,10673.2,13.89674443
49_39_39_65_13_13350,-7.06,-6.06,-3.04,-2.09,3.02,1,0.95,12710.7,786.7387319,1.618459481,-6458.7664,11.81018,4.717168146,1.618459481,1.618459481,1.575872586,12710.7,1.575872586,12710.7,13.91373704
49_13_35_13_49_10201,-6.81,-6.5,-2.5,-2.44,4,0.31,0.06,17294.3,578.2251956,0.841087886,-9791.982099,9.61102,6.685743965,0.841087886,1.026975721,2.144147314,17294.3,2.242996568,18091.6,13.68851594
49_39_39_65_0_13350,-7.12,-5.95,-3.02,-2.07,2.93,1.17,0.95,11942.7,837.3315917,1.572877749,-3950.541291,10.15706,4.079260742,1.572877749,1.572877749,1.480655946,11942.7,1.480655946,11942.7,13.75868854
35_18_18_18_35_10001,-7.18,-6.69,-2.54,-2.48,4.15,0.49,0.06,20274,493.2425767,2.040760335,-4430.611682,0.0719,5.024539258,2.040760335,2.040760335,2.51357052,20274,2.51357052,20274,12.16693706
43_54_63_54_43_10201,-7.3,-6.05,-2.88,-2.41,3.17,1.25,0.47,11865.6,842.772384,0.834444304,-6390.189364,11.33816,6.601680644,0.834444304,0.834444304,1.471097088,11865.6,1.471097088,11865.6,17.57246075
41_41_4_41_41_00200,-7.49,-6.6,-1.72,-0.99,4.88,0.89,0.73,23349.8,428.2691929,0.550302478,-4331.886873,6.66725,3.447248704,0.550302478,0.550302478,2.894908204,23349.8,2.894908204,23349.8,11.69700797
32_60_45_60_32_13031,-7.28,-6.79,-2.71,-2.53,4.08,0.49,0.18,13647.5,732.7349331,0.91209626,-6059.889821,9.13313,8.685097567,0.077749132,0.91209626,1.69201705,13647.5,2.645336464,21336.8,17.20752585
45_45_63_45_45_00100,-6.41,-6.26,-2.68,-2.63,3.58,0.15,0.05,10689.4,935.5062024,0.108672814,-5819.122366,5.04442,8.887377138,0.108672814,0.115981594,1.325271812,10689.4,1.50784476,12162,16.03936482
51_45_4_51_4_10212,-6.77,-6.34,-3.04,-2.36,3.3,0.43,0.68,12687.3,788.1897646,0.53330628,-9727.252107,9.67611,8.976968293,0.53330628,2.105788663,1.572971454,12687.3,2.400637138,19363.1,17.35413184
69_45_4_45_69_10201,-6.12,-5.9,-2.69,-2.62,3.21,0.22,0.07,9482.6,1054.563095,0.276022406,-7879.277486,8.16233,8.474705863,0.276022406,0.276022406,1.175652748,9482.6,1.175652748,9482.6,15.76896648
34_45_63_45_34_10201,-7.3,-6.39,-3.38,-3.03,3.01,0.91,0.35,9285.6,1076.936332,0.243781296,-4964.514826,20.79998,8.232247942,0.243781296,0.243781296,1.151228688,9285.6,1.151228688,9285.6,18.37105192
38_45_45_21_48_10023,-7.06,-6.57,-3.44,-3.1,3.13,0.49,0.34,11001.8,908.9421731,0.714514928,-5909.25288,6.02914,8.762225457,0.714514928,0.714514928,1.364003164,11001.8,1.364003164,11001.8,17.31373096
51_45_28_75_7_10324,-7.01,-5.94,-3.26,-2.54,2.68,1.07,0.72,6987.5,1431.127013,0.659388191,-5527.543414,13.78442,6.708457378,0.659388191,0.659388191,0.86631025,6987.5,0.86631025,6987.5,16.95359231
43_62_62_62_43_13331,-6.62,-6,-2.72,-2.54,3.28,0.62,0.18,13603.8,735.0887252,4.323438919,-7092.925026,6.2549,8.158828934,4.323438919,4.323438919,1.686599124,13603.8,1.686599124,13603.8,17.03600394
51_34_4_34_51_10201,-7.23,-6.57,-2.68,-2.52,3.89,0.66,0.16,18432.7,542.5141189,3.293961915,-8347.230327,8.45118,9.217761438,3.293961915,3.293961915,2.285286146,18432.7,2.285286146,18432.7,18.664354
45_21_48_21_45_02420,-6.15,-6.02,-2.61,-2.6,3.41,0.13,0.01,12716.6,786.3737162,0.40054922,-6495.695446,3.69934,8.893618207,0.40054922,1.698428995,1.576604068,12716.6,2.1628311,17445,15.96285877
45_45_51_55_61_00123,-6.69,-5.92,-2.7,-2.58,3.22,0.77,0.12,10300.5,970.8266589,0.288371445,-5958.78534,10.30817,6.60798429,0.288371445,0.670823294,1.27705599,10300.5,2.127533994,17160.3,15.53874087
32_62_45_62_32_13031,-6.77,-6.24,-3.02,-2.61,3.22,0.53,0.41,9974.9,1002.516316,0.522197455,-5826.696,9.88692,8.874620297,0.522197455,3.13287441,1.236688102,9974.9,1.900749778,15331.1,17.63869865
42_54_63_54_42_10201,-7.36,-6.22,-2.7,-2.33,3.52,1.14,0.37,13485.6,741.5317079,0.774856001,-10647.44811,11.38814,7.025656392,0.774856001,0.797672769,1.671944688,13485.6,2.728167502,22004.9,17.68822535
32_36_44_36_32_10201,-7.4,-6.04,-3.05,-2.38,2.99,1.36,0.67,10823.2,923.9411634,2.036448271,-3916.768903,1.41284,6.428590996,2.036448271,2.036448271,1.341860336,10823.2,1.341860336,10823.2,17.8021663
45_45_62_45_45_00100,-6.64,-6.01,-2.89,-2.81,3.12,0.63,0.08,9712.7,1029.579828,0.532003902,-6751.446403,1.15443,9.535460013,0.532003902,0.532003902,1.204180546,9712.7,1.204180546,9712.7,18.97417494
42_42_25_45_75_11302,-7.43,-6.25,-2.88,-2.73,3.37,1.18,0.15,9781.5,1022.338087,0.142278076,-7608.264733,4.82695,5.838676659,0.142278076,0.238416776,1.21271037,9781.5,1.912255122,15423.9,16.22395426
51_48_18_48_51_13531,-7.36,-7.12,-2.58,-2.38,4.54,0.24,0.2,21857.3,457.5130506,1.12481563,-3572.0954,3.34135,7.781030028,1.12481563,1.308700909,2.709868054,21857.3,2.802654686,22605.7,14.89887485
5_37_63_37_5_10201,-6.99,-6.29,-3.25,-2.94,3.04,0.7,0.31,12903.5,774.9835316,0.837149386,-7289.385517,15.39264,9.145240438,0.837149386,0.837149386,1.59977593,12903.5,1.59977593,12903.5,18.73469259
10_45_63_45_10_10201,-7.24,-6.28,-3.16,-2.97,3.12,0.96,0.19,9877.4,1012.412173,0.174636394,-5083.145789,7.6009,7.640475573,0.174636394,0.174636394,1.224600052,9877.4,1.224600052,9877.4,17.76893137
32_33_63_33_32_10201,-7.08,-5.97,-2.6,-2.17,3.37,1.11,0.43,11932.3,838.0613964,0.338718027,-4762.707354,11.14669,7.132697088,0.338718027,0.652738245,1.479366554,11932.3,2.5744447,20765,17.70797039
45_46_4_4_68_01224,-6.8,-6.39,-2.74,-2.6,3.65,0.41,0.14,15907.8,628.6224368,0.124005674,-9226.096655,2.61679,9.390053755,0.124005674,1.059728585,1.972249044,15907.8,2.07120988,16706,17.83785052
32_45_1_45_32_10201,-7.31,-6.84,-3.09,-3.02,3.75,0.47,0.07,13285.4,752.705978,0.556081003,-5151.161862,11.93665,9.602267632,0.556081003,1.506445657,1.647123892,13285.4,2.41110105,19447.5,18.38536903
42_42_6_42_42_11311,-7.71,-7.65,-2.9,-2.83,4.75,0.06,0.07,21747.4,459.8250825,1.427247368,-11014.16815,6.5208,6.031904436,1.427247368,1.427247368,2.696242652,21747.4,2.696242652,21747.4,11.72442891
32_70_44_70_32_10201,-6.57,-5.61,-2.85,-2.46,2.76,0.96,0.39,9827,1017.604559,1.686720465,-5518.656037,10.65536,8.45188608,1.686720465,1.686720465,1.21835146,9827,1.21835146,9827,18.88624363
34_45_44_45_34_10201,-7.14,-6.14,-3.54,-3.1,2.6,1,0.44,5730.9,1744.926626,0.129668076,-4888.39302,28.48339,7.712331628,0.129668076,0.432247347,0.710516982,5730.9,1.722404548,13892.6,18.03807715
51_52_52_52_51_10001,-7.64,-7.21,-2.48,-2.36,4.73,0.43,0.12,21748,459.8123965,1.308613935,-5304.915418,4.20328,5.777597538,1.308613935,1.308613935,2.69631704,21748,2.69631704,21748,12.94859831
18_78_44_78_18_10201,-7.18,-6.12,-3.35,-2.8,2.77,1.06,0.55,8441.5,1184.623586,0.416366841,-4389.624097,6.79059,4.884757232,0.416366841,0.416366841,1.04657717,8441.5,1.04657717,8441.5,14.39980721
30_6_63_6_30_10201,-6.91,-6.04,-2.77,-2.19,3.27,0.87,0.58,11149.6,896.8931621,0.306805762,-5897.389529,8.50603,7.78031505,0.306805762,1.115990795,1.382327408,11149.6,2.29003458,18471,17.57854033
