gen,filename,deltaHOMO,summedoscs,PCE,
54,51_48_51_48_51_13131,0.89,7.969531,17.924191,1
81,45_14_14_44_42_10023,0.82,8.184736,17.922678,1
83,36_45_44_45_36_10201,1.03,7.535559,17.922311,1
9,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
10,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
11,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
12,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
13,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
14,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
15,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
17,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
20,57_63_45_63_57_10201,0.44,9.351989,17.913086,9
75,60_45_1_45_60_10201,0.48,9.226979,17.911147,1
91,45_45_41_45_45_10201,0.49,9.191604,17.904985,1
106,38_42_44_42_38_10201,0.99,7.642584,17.899485,1
66,45_28_63_28_32_01213,0.98,7.672124,17.897611,1
86,45_69_44_69_45_10201,1.08,7.359385,17.892469,1
95,45_13_63_13_45_10201,0.86,8.03682,17.889198,1
113,42_40_63_40_42_10201,1.13,7.188589,17.870033,1
32,38_45_1_45_38_10301,0.72,8.453988,17.867939,1
34,4_45_5_45_4_02420,0.11,10.335072,17.862641,1
58,45_63_65_63_45_02120,0.44,9.31481,17.86189,1
98,45_63_60_57_5_02143,0.88,7.951944,17.857424,1
68,22_45_45_44_51_10023,0.78,8.259576,17.855532,1
69,45_33_63_44_63_01242,1.02,7.508203,17.842093,1
69,21_45_45_44_42_10023,0.82,8.123319,17.838107,1
60,45_46_4_4_68_01224,0.41,9.390054,17.837851,1
33,38_74_45_74_38_10201,0.83,8.088313,17.832453,1
26,51_4_43_4_51_10201,0.32,9.661269,17.828364,1
25,15_29_29_29_15_10001,0.32,9.660948,17.827922,1
72,45_58_63_58_45_10201,1.18,7.000031,17.82314,1
35,32_63_45_44_45_10232,0.61,8.753046,17.811691,1
108,45_44_56_37_45_02135,1.34,6.492046,17.804444,1
60,32_36_44_36_32_10201,1.36,6.428591,17.802166,1
50,51_62_45_62_51_13031,0.51,9.054143,17.800801,1
69,32_28_44_28_32_10201,1,7.539655,17.800301,1
51,51_45_30_45_51_10201,0.34,9.575392,17.795212,1
25,15_63_45_63_15_10201,0.43,9.292773,17.788995,1
48,70_45_45_45_70_10001,0.46,9.198999,17.787518,1
54,38_34_21_34_38_10201,0.83,8.053916,17.785089,1
92,42_68_68_68_42_10001,0.62,8.700548,17.781951,1
60,10_45_63_45_10_10201,0.96,7.640476,17.768931,1
39,32_4_64_4_32_10201,0.17,10.074665,17.759361,2
43,32_4_64_4_32_10201,0.17,10.074665,17.759361,2
112,6_45_45_63_42_10023,0.62,8.682457,17.75704,1
62,51_11_63_11_51_10201,1.08,7.24595,17.736269,1
26,30_18_45_18_30_10201,0.5,9.035391,17.73243,1
94,56_45_44_45_56_10201,1.15,7.022426,17.726327,1
41,63_63_44_45_45_00122,0.78,8.16153,17.720523,1
43,51_48_4_69_51_13021,0.67,8.493738,17.709924,1
76,45_52_63_52_45_10201,1.1,7.164774,17.70959,1
50,32_63_44_45_44_10323,1.09,7.194912,17.708541,1
60,32_33_63_33_32_10201,1.11,7.132697,17.70797,1
99,45_11_44_11_45_10201,1.27,6.630194,17.696824,1
24,30_37_45_37_30_10201,0.29,9.658433,17.696809,1
67,32_7_63_7_32_10201,1.07,7.245826,17.693548,1
60,42_54_63_54_42_10201,1.14,7.025656,17.688225,1
105,45_34_13_63_45_01320,1.07,7.241264,17.687268,1
70,38_9_9_44_42_10023,1.27,6.621008,17.684175,1
27,30_48_60_45_30_13021,0.51,8.96934,17.684028,1
74,45_26_44_26_45_10201,1.1,7.144079,17.681093,2
96,45_26_44_26_45_10201,1.1,7.144079,17.681093,2
87,45_73_73_63_5_10023,0.33,9.520144,17.676585,2
89,45_73_73_63_5_10023,0.33,9.520144,17.676585,2
81,53_45_45_44_45_10023,0.91,7.723889,17.671042,1
11,55_44_63_45_55_13021,0.94,7.629586,17.668836,5
12,55_44_63_45_55_13021,0.94,7.629586,17.668836,5
13,55_44_63_45_55_13021,0.94,7.629586,17.668836,5
14,55_44_63_45_55_13021,0.94,7.629586,17.668836,5
15,55_44_63_45_55_13021,0.94,7.629586,17.668836,5
101,45_36_63_36_45_10201,1.13,7.041865,17.667994,1
103,32_31_45_31_32_13031,0.94,7.625789,17.663608,1
51,64_64_45_64_64_00200,0.61,8.636769,17.651578,2
53,64_64_45_64_64_00200,0.61,8.636769,17.651578,2
57,32_62_45_62_32_13031,0.53,8.87462,17.638699,1
78,60_72_44_72_60_10201,1.04,7.298135,17.637929,1
89,32_20_63_20_32_10201,1.07,7.1921,17.619568,1
82,45_45_63_9_45_00210,0.75,8.176067,17.612891,1
26,38_21_4_45_38_13021,0.55,8.792501,17.61072,1
99,45_63_15_11_30_02461,0.92,7.644617,17.604434,1
58,42_45_22_63_61_10325,0.87,7.79618,17.600386,1
72,31_45_44_45_31_10201,1.13,6.991367,17.598459,1
53,42_80_63_80_42_10201,0.86,7.825458,17.598152,1
95,42_16_63_16_42_10201,1.05,7.23661,17.595758,1
94,45_45_17_45_45_00200,0.31,9.523177,17.595661,1
102,5_9_63_9_5_10201,1.1,7.081611,17.595075,1
15,63_45_45_63_63_02200,0.39,9.272272,17.590565,2
22,63_45_45_63_63_02200,0.39,9.272272,17.590565,2
104,51_55_63_55_51_10201,0.74,8.189077,17.588255,1
44,51_48_4_52_51_13021,0.63,8.526266,17.584515,1
107,30_6_63_6_30_10201,0.87,7.780315,17.57854,1
89,51_1_1_44_5_10023,0.77,8.087086,17.575465,1
57,43_54_63_54_43_10201,1.25,6.601681,17.572461,2
108,43_54_63_54_43_10201,1.25,6.601681,17.572461,2
66,31_45_63_45_31_10201,0.93,7.589015,17.57042,1
106,42_45_13_63_13_10323,0.65,8.451725,17.566971,1
14,12_63_21_63_12_10201,0.51,8.884219,17.566817,2
15,12_63_21_63_12_10201,0.51,8.884219,17.566817,2
23,51_46_45_46_51_10201,0.97,7.460115,17.563125,1
95,45_66_63_66_45_10201,1.05,7.208042,17.55642,1
59,38_45_38_44_25_10123,0.96,7.478188,17.545461,1
68,42_42_45_42_42_11011,1.03,7.261366,17.544748,3
80,42_42_45_42_42_11011,1.03,7.261366,17.544748,3
111,42_42_45_42_42_11011,1.03,7.261366,17.544748,3
63,45_0_45_0_45_01010,0.72,8.218598,17.543807,1
13,12_4_21_4_12_10201,0.35,9.359644,17.540676,4
14,12_4_21_4_12_10201,0.35,9.359644,17.540676,4
15,12_4_21_4_12_10201,0.35,9.359644,17.540676,4
18,12_4_21_4_12_10201,0.35,9.359644,17.540676,4
24,32_83_45_83_32_10201,1.01,7.319,17.53901,1
105,42_45_62_44_44_10325,0.95,7.492058,17.52201,1
109,45_45_78_45_45_10201,0.14,9.992945,17.519182,1
19,30_29_58_29_9_10302,0.49,8.90442,17.509532,1
100,51_45_78_45_51_10201,0.19,9.827968,17.504758,5
102,51_45_78_45_51_10201,0.19,9.827968,17.504758,5
107,51_45_78_45_51_10201,0.19,9.827968,17.504758,5
113,51_45_78_45_51_10201,0.19,9.827968,17.504758,5
115,51_45_78_45_51_10201,0.19,9.827968,17.504758,5
53,32_35_45_35_32_10201,0.34,9.362948,17.502676,1
10,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
11,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
12,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
13,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
14,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
24,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
27,63_63_63_63_63_00000,0.48,8.929486,17.501499,7
66,32_41_41_63_42_10023,1.1,7.011779,17.498916,1
41,32_63_52_63_32_10201,0.46,8.989198,17.498622,1
34,32_63_32_45_32_10121,0.63,8.458587,17.491321,1
70,42_37_37_37_42_10001,0.3,9.47617,17.488383,1
67,38_51_63_51_38_10201,0.82,7.861928,17.478171,1
114,32_75_75_63_45_10023,0.73,8.137041,17.474051,1
89,41_45_45_45_41_10001,0.53,8.750457,17.467725,1
48,51_4_45_50_5_10235,0.32,9.396379,17.46361,1
91,42_52_44_52_42_10201,1.25,6.51732,17.456296,1
25,32_4_6_4_32_10201,0.43,9.049726,17.454319,2
29,32_4_6_4_32_10201,0.43,9.049726,17.454319,2
55,45_18_45_63_31_01023,0.99,7.316617,17.450628,1
113,39_45_45_63_45_10023,0.46,8.95149,17.446698,1
67,51_66_63_66_51_10201,1.05,7.124651,17.441592,1
88,4_45_63_45_4_10201,0.97,7.370956,17.440352,1
31,64_45_2_45_64_02420,0.87,7.679365,17.439532,1
69,43_45_36_63_43_10321,0.86,7.703367,17.430033,1
106,45_50_63_63_50_01221,0.46,8.936012,17.425384,1
78,45_63_41_23_32_02143,0.98,7.327752,17.423411,1
97,64_45_44_45_64_10201,0.96,7.388314,17.421705,1
43,64_5_45_66_32_01235,0.97,7.356624,17.420617,1
31,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
32,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
42,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
43,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
44,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
45,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
47,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
48,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
50,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
54,32_64_64_64_32_10001,0.32,9.359289,17.412538,10
89,60_38_44_38_60_10201,1.04,7.13354,17.411281,1
37,45_4_78_4_45_02420,0.1,10.037963,17.410972,1
107,45_63_47_63_45_02120,0.59,8.520762,17.406736,1
115,45_36_44_36_45_10201,1.32,6.264244,17.405661,1
107,51_79_44_79_51_10201,0.73,8.082366,17.398764,1
103,5_5_45_5_63_11012,0.79,7.896795,17.398533,1
113,45_44_10_44_45_02420,0.38,9.163095,17.397679,1
115,45_38_73_63_31_13025,1.14,6.814244,17.39711,1
53,51_82_64_82_51_10201,0.44,8.975377,17.394491,1
95,45_45_58_45_45_11311,0.87,7.644269,17.391205,1
84,45_17_63_19_42_01235,0.88,7.612512,17.390026,1
39,32_54_4_54_32_10201,0.82,7.790685,17.380069,1
96,45_81_81_44_5_10023,1.44,5.871792,17.375854,1
69,5_40_63_40_5_10201,1.13,6.824035,17.368042,1
20,63_45_63_45_63_02020,0.4,9.078123,17.365772,5
24,63_45_63_45_63_02020,0.4,9.078123,17.365772,5
26,63_45_63_45_63_02020,0.4,9.078123,17.365772,5
37,63_45_63_45_63_02020,0.4,9.078123,17.365772,5
39,63_45_63_45_63_02020,0.4,9.078123,17.365772,5
13,12_44_4_45_12_13021,0.65,8.305382,17.365457,5
14,12_44_4_45_12_13021,0.65,8.305382,17.365457,5
16,12_44_4_45_12_13021,0.65,8.305382,17.365457,5
17,12_44_4_45_12_13021,0.65,8.305382,17.365457,5
18,12_44_4_45_12_13021,0.65,8.305382,17.365457,5
89,42_81_63_81_42_10201,1.28,6.358224,17.364872,1
42,28_4_45_4_28_10201,0.25,9.539933,17.363434,1
68,42_22_63_22_42_10201,0.61,8.42685,17.362519,1
101,51_56_44_56_51_10201,0.96,7.342566,17.35871,1
74,5_57_63_57_5_10201,1.33,6.198177,17.357236,2
83,5_57_63_57_5_10201,1.33,6.198177,17.357236,2
57,51_45_4_51_4_10212,0.43,8.976968,17.354132,1
17,30_4_64_4_30_10201,0.07,10.086608,17.350306,1
41,32_44_74_63_32_13021,0.89,7.551386,17.348405,1
69,45_63_36_63_45_02120,0.72,8.075751,17.347105,1
104,42_32_63_32_42_10201,0.88,7.580622,17.346113,1
49,38_70_19_70_38_10201,0.66,8.25982,17.345268,1
74,51_8_44_8_51_10201,1.28,6.338259,17.337379,1
18,30_44_50_45_30_13021,0.84,7.695124,17.333582,1
92,42_45_42_31_51_10135,0.79,7.848382,17.331869,1
93,5_54_54_54_5_13331,0.8,7.815769,17.32951,1
42,32_63_58_32_45_10312,0.95,7.345878,17.32072,1
74,40_45_63_45_40_10201,0.96,7.314926,17.32065,1
25,4_45_39_45_4_02420,0.46,8.85933,17.319793,1
111,51_7_63_7_51_10201,0.9,7.499445,17.319432,1
57,38_45_45_21_48_10023,0.49,8.762225,17.313731,1
81,42_58_63_58_42_10201,1.23,6.473723,17.311162,1
44,32_13_45_13_32_10201,0.62,8.357882,17.310101,1
91,5_76_63_76_5_10201,1.21,6.534387,17.309597,1
115,45_74_74_44_5_10023,0.95,7.33262,17.302464,1
55,32_21_44_21_32_10201,0.6,8.414027,17.302312,1
107,73_63_11_73_73_02100,0.81,7.762841,17.299179,1
67,51_13_4_13_51_10201,0.55,8.562212,17.293612,1
51,45_19_6_48_51_02135,0.78,7.850136,17.291734,1
34,17_63_4_63_17_10201,0.34,9.20672,17.28755,1
14,9_44_4_45_9_13021,0.62,8.340499,17.286164,1
103,4_45_44_45_4_10201,1.11,6.816763,17.272929,1
103,32_12_63_12_32_10201,0.79,7.80274,17.26902,1
5,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
6,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
7,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
8,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
9,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
10,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
11,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
12,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
13,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
14,57_39_45_49_9_13579,1.25,6.379227,17.266142,10
52,45_4_68_39_38_02413,0.61,8.347492,17.253243,1
19,57_44_4_45_57_13021,0.66,8.192653,17.25278,1
58,32_52_45_32_45_13010,0.7,8.066509,17.249279,1
28,51_4_61_4_51_10301,0.23,9.509196,17.23601,1
72,27_45_63_45_27_10201,0.95,7.2842,17.23579,1
36,38_45_5_4_16_10324,0.63,8.272126,17.234564,1
48,45_45_45_36_13_00013,0.69,8.084096,17.230947,1
45,51_75_45_75_51_10201,0.51,8.638905,17.229018,1
89,45_45_45_45_45_11111,0.76,7.866292,17.22888,2
104,45_45_45_45_45_11111,0.76,7.866292,17.22888,2
77,45_63_53_63_45_02420,0.36,9.093347,17.216536,1
57,32_60_45_60_32_13031,0.49,8.685098,17.207526,1
85,43_56_63_56_43_10201,0.93,7.32536,17.207367,1
102,42_53_45_5_53_13053,0.91,7.3862,17.206044,1
85,45_45_16_45_45_00100,0.53,8.557898,17.202572,1
78,46_45_44_45_46_10201,1.17,6.579903,17.202073,1
61,45_16_63_72_45_01240,0.96,7.226657,17.199103,1
44,58_45_45_45_58_10001,0.63,8.238239,17.187902,1
18,30_4_44_4_30_10301,0.43,8.852534,17.182786,1
85,68_45_45_63_42_10023,0.42,8.883267,17.182556,1
70,42_45_78_45_42_10201,0.16,9.684613,17.179709,1
104,32_37_37_63_5_10023,0.37,9.027465,17.168365,1
71,23_45_63_45_23_10201,0.94,7.26533,17.167256,1
86,45_64_45_64_45_02020,0.22,9.485408,17.160703,1
53,45_21_45_21_45_02020,0.25,9.388023,17.154254,1
102,45_53_45_53_45_13031,0.73,7.902784,17.15148,1
59,38_54_44_54_38_10201,1.19,6.481128,17.151159,1
88,45_43_45_45_43_13013,0.66,8.11798,17.149955,1
62,54_45_44_45_54_10201,1.07,6.849586,17.147926,1
89,45_63_19_62_45_02143,0.93,7.279578,17.144325,1
86,45_45_71_45_45_10201,0.14,9.718241,17.140914,1
103,7_45_78_45_7_10201,0.42,8.85205,17.13957,1
96,54_45_63_45_54_10201,0.84,7.553971,17.139214,1
88,51_45_51_13_51_10131,0.94,7.244643,17.13877,1
82,44_45_63_45_44_10201,0.96,7.181809,17.137347,1
15,12_63_63_63_12_10001,0.49,8.631707,17.134007,1
36,51_14_14_14_51_10001,0.68,8.044073,17.133285,1
55,32_55_4_55_32_10201,0.47,8.692421,17.13251,1
100,35_45_44_45_35_10201,1.28,6.182699,17.123173,1
71,47_45_44_45_47_10201,0.99,7.074717,17.117532,1
25,30_38_45_38_30_10201,0.61,8.247269,17.115236,1
98,51_20_44_20_51_10201,1.25,6.269352,17.114844,1
103,45_44_44_45_65_02204,1.28,6.175678,17.113505,1
81,39_45_44_45_39_10201,1.06,6.853469,17.110723,1
41,38_12_4_12_38_10201,0.54,8.458805,17.108671,1
21,51_77_45_77_51_10201,0.76,7.776261,17.104908,1
37,51_6_4_6_49_13035,0.74,7.837754,17.104484,1
37,32_44_45_63_32_13021,0.61,8.237594,17.101913,3
50,32_44_45_63_32_13021,0.61,8.237594,17.101913,3
53,32_44_45_63_32_13021,0.61,8.237594,17.101913,3
62,38_45_15_45_38_10301,0.52,8.512581,17.09762,1
68,45_63_54_48_45_02410,0.63,8.166074,17.088531,1
33,63_66_64_46_32_01357,0.89,7.362186,17.087877,1
72,45_0_50_0_45_01310,1.12,6.650839,17.087002,1
82,42_7_45_7_42_13031,0.95,7.171579,17.080711,1
86,38_31_45_31_38_13031,0.86,7.448023,17.078425,1
8,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
9,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
10,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
11,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
12,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
13,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
14,55_44_44_45_55_13021,0.98,7.073711,17.073597,7
26,32_44_4_29_32_13021,0.34,9.049278,17.070753,1
8,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
9,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
10,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
11,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
12,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
13,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
20,57_63_63_63_57_10001,0.21,9.447253,17.065614,7
19,30_4_25_4_21_10302,0.55,8.392776,17.060299,1
76,45_45_45_45_45_11011,0.54,8.423375,17.059884,1
81,61_45_44_45_61_10201,0.92,7.243444,17.052019,1
70,45_45_29_13_43_00135,1.06,6.80843,17.048705,1
69,32_45_45_31_5_10023,0.65,8.074931,17.048126,1
90,45_58_58_63_5_10023,0.91,7.268974,17.044624,1
3,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
4,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
5,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
6,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
7,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
8,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
9,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
10,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
11,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
12,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
13,57_60_21_60_57_10201,0.84,7.482364,17.040612,11
22,30_19_29_29_50_13005,0.33,9.055006,17.03609,1
57,43_62_62_62_43_13331,0.62,8.158829,17.036004,1
33,32_44_45_4_32_13021,0.35,8.990313,17.032107,2
49,32_44_45_4_32_13021,0.35,8.990313,17.032107,2
102,63_45_63_45_63_10201,0.61,8.181434,17.024581,1
34,31_45_45_45_31_10001,0.69,7.933124,17.023058,1
11,44_45_45_44_44_02200,0.69,7.9308,17.019858,4
12,44_45_45_44_44_02200,0.69,7.9308,17.019858,4
13,44_45_45_44_44_02200,0.69,7.9308,17.019858,4
25,44_45_45_44_44_02200,0.69,7.9308,17.019858,4
39,51_4_4_48_48_10033,0.28,9.19577,17.017171,1
63,51_45_77_45_51_10201,0.31,9.092965,17.00326,1
33,73_73_45_73_73_00200,0.48,8.564365,16.998727,1
71,32_45_30_45_32_10201,0.25,9.266701,16.987194,1
86,3_45_63_45_3_10201,0.99,6.971366,16.975217,2
103,3_45_63_45_3_10201,0.99,6.971366,16.975217,2
52,51_44_45_4_51_13021,0.35,8.946522,16.971807,1
115,45_75_63_75_45_10201,0.81,7.525002,16.971675,1
91,22_45_44_45_22_10201,1.06,6.752468,16.971645,1
76,5_25_25_63_42_10023,0.91,7.215292,16.970704,1
75,5_52_63_52_5_10201,1.18,6.377499,16.965912,1
57,51_45_28_75_7_10324,1.07,6.708457,16.953592,1
58,38_45_44_22_39_10235,1.12,6.550134,16.948331,1
9,11_44_44_45_11_13021,1.17,6.395602,16.94829,5
10,11_44_44_45_11_13021,1.17,6.395602,16.94829,5
11,11_44_44_45_11_13021,1.17,6.395602,16.94829,5
12,11_44_44_45_11_13021,1.17,6.395602,16.94829,5
13,11_44_44_45_11_13021,1.17,6.395602,16.94829,5
109,45_14_29_14_45_02420,0.48,8.524547,16.943897,1
104,45_45_7_44_0_10324,1.04,6.791082,16.939717,1
24,63_45_45_45_63_02220,0.23,9.293605,16.939141,4
27,63_45_45_45_63_02220,0.23,9.293605,16.939141,4
29,63_45_45_45_63_02220,0.23,9.293605,16.939141,4
45,63_45_45_45_63_02220,0.23,9.293605,16.939141,4
66,32_63_45_63_37_13024,0.59,8.180255,16.937858,1
115,63_45_45_45_63_10001,0.46,8.57548,16.928932,1
43,38_41_45_41_38_13031,0.95,7.050342,16.913767,1
75,60_45_46_46_45_10330,0.26,9.181421,16.912314,1
39,38_44_45_4_38_13021,0.35,8.903312,16.912307,2
41,38_44_45_4_38_13021,0.35,8.903312,16.912307,2
63,38_45_41_45_38_10201,0.47,8.532426,16.912196,1
40,32_48_26_48_32_13531,0.66,7.943238,16.909335,1
95,20_45_63_45_20_10201,0.91,7.166724,16.903826,2
112,20_45_63_45_20_10201,0.91,7.166724,16.903826,2
31,32_32_4_32_32_11011,0.89,7.227546,16.902477,1
41,11_64_64_64_11_10001,0.45,8.584792,16.899206,1
12,57_45_63_78_57_13021,0.75,7.65629,16.897158,2
13,57_45_63_78_57_13021,0.75,7.65629,16.897158,2
87,51_20_6_45_51_13501,0.75,7.656191,16.897021,1
47,32_63_77_63_32_10201,0.35,8.891958,16.896673,1
34,32_18_63_18_32_13031,1.12,6.512212,16.896112,1
101,29_45_63_45_29_10201,0.96,7.005177,16.894126,1
99,32_79_63_79_32_10201,0.65,7.962118,16.892782,1
31,38_23_45_38_60_13517,1.26,6.075023,16.889803,1
59,22_45_63_45_22_10201,0.9,7.185558,16.88721,1
25,4_45_47_45_4_02420,0.28,9.09802,16.88257,1
75,42_30_45_30_42_13031,0.77,7.579477,16.876486,1
89,45_23_63_45_2_01204,0.89,7.206609,16.873647,1
84,73_60_60_63_45_01123,0.48,8.473155,16.873131,1
49,51_48_32_4_51_13501,0.51,8.379517,16.871841,1
64,38_59_45_59_38_13031,0.7,7.788968,16.867106,1
10,57_4_68_4_57_10201,0.25,9.175226,16.861232,3
11,57_4_68_4_57_10201,0.25,9.175226,16.861232,3
12,57_4_68_4_57_10201,0.25,9.175226,16.861232,3
30,4_4_48_45_30_00124,0.26,9.143187,16.859665,1
101,5_72_63_72_5_10201,0.82,7.410259,16.856224,1
109,45_44_44_16_38_02241,1.19,6.264314,16.852606,1
82,5_80_63_80_5_10201,0.99,6.877369,16.845784,1
62,51_49_63_49_51_10201,0.97,6.939122,16.845718,1
61,45_34_44_34_45_01210,0.89,7.179267,16.835997,1
93,43_53_45_63_6_13024,0.9,7.143965,16.829936,1
78,32_2_44_2_32_10201,1.18,6.276308,16.826573,1
78,5_5_55_5_5_11311,1.03,6.736848,16.822486,1
32,38_38_45_38_38_11011,0.93,7.042575,16.817972,2
102,38_38_45_38_38_11011,0.93,7.042575,16.817972,2
56,39_45_63_45_39_10201,0.89,7.161486,16.811512,1
41,51_21_45_21_48_13035,1.11,6.479196,16.808099,1
40,32_51_4_51_32_10201,0.53,8.271303,16.80793,1
58,35_45_63_45_35_10201,0.99,6.846644,16.803476,2
63,35_45_63_45_35_10201,0.99,6.846644,16.803476,2
59,31_45_4_45_31_10201,0.61,8.018695,16.800489,1
110,45_53_53_53_45_13331,0.69,7.769445,16.797672,1
42,45_4_10_4_45_02120,0.3,8.973657,16.796423,1
73,5_45_40_63_5_10321,0.68,7.798855,16.795619,1
11,57_63_45_78_11_10324,1.03,6.716228,16.794093,2
12,57_63_45_78_11_10324,1.03,6.716228,16.794093,2
105,49_73_73_73_49_10001,0.32,8.908039,16.791166,1
37,32_63_18_18_48_10223,0.68,7.794956,16.790251,1
99,53_45_63_45_53_10201,0.94,6.985522,16.781961,1
109,73_58_63_79_45_01243,0.66,7.841428,16.769143,1
17,4_21_21_4_4_02200,0.27,9.036902,16.75586,2
20,4_21_21_4_4_02200,0.27,9.036902,16.75586,2
75,45_44_45_44_45_01010,0.65,7.861787,16.754627,1
28,64_45_64_45_64_02020,0.27,9.035569,16.754025,2
42,64_45_64_45_64_02020,0.27,9.035569,16.754025,2
53,32_44_44_44_32_13331,1.08,6.532052,16.753232,1
29,14_45_45_45_14_02220,0.39,8.663312,16.752027,1
55,51_34_34_34_51_10001,0.66,7.828839,16.751807,1
108,45_21_44_63_42_01325,0.58,8.074423,16.749576,1
105,6_45_44_45_6_10201,1.19,6.185561,16.744164,1
17,51_44_4_21_51_13021,0.37,8.718927,16.743509,1
24,38_4_39_45_38_10321,0.42,8.564395,16.743469,1
113,38_56_44_56_38_10201,1.24,6.028664,16.740867,1
65,45_19_44_19_45_01210,0.88,7.138794,16.737716,1
59,51_49_49_45_63_13302,0.6,8.003758,16.737371,1
42,38_38_48_47_45_11350,1.03,6.670476,16.731092,1
97,45_63_43_63_4_02124,0.39,8.645272,16.727186,1
22,24_63_21_63_24_10201,0.42,8.552355,16.726889,1
58,1_45_63_45_1_10201,0.86,7.192266,16.726247,1
63,51_45_57_45_51_10201,0.3,8.921904,16.725159,1
62,53_45_44_45_53_10201,1.19,6.170459,16.723368,2
86,53_45_44_45_53_10201,1.19,6.170459,16.723368,2
111,62_45_44_45_62_10201,0.92,7.002487,16.720222,1
30,45_26_45_26_45_02020,0.76,7.495131,16.717792,1
15,4_61_43_4_4_02400,0.4,8.606789,16.716745,1
70,65_45_63_45_65_10201,0.74,7.5468,16.70384,1
30,63_63_4_63_63_00200,0.22,9.153223,16.703284,1
52,51_45_19_26_26_10244,1.04,6.619228,16.703073,1
64,51_45_66_45_51_10201,0.18,9.276303,16.702566,1
87,5_6_63_6_5_10201,0.95,6.89574,16.700881,1
49,45_21_70_21_45_02420,0.4,8.587447,16.69011,1
98,5_45_63_39_2_10246,1.13,6.314153,16.665935,1
59,32_45_36_8_32_10231,0.92,6.960928,16.662995,1
63,51_72_72_72_51_10001,0.78,7.392755,16.66192,1
16,57_44_63_15_57_13021,1,6.712163,16.660844,1
19,51_45_4_21_51_13021,0.3,8.870067,16.653779,1
48,45_62_4_4_44_01224,0.25,9.014674,16.640152,1
46,38_26_4_26_38_10201,0.63,7.838249,16.637115,1
19,30_45_4_21_30_13021,0.31,8.824906,16.634141,1
81,5_50_50_63_42_10023,0.58,7.974753,16.612331,1
44,51_1_1_1_51_10001,0.33,8.739446,16.601563,1
59,34_45_47_45_34_10301,0.79,7.316444,16.59939,1
102,42_8_63_8_42_10201,0.98,6.727079,16.596284,1
88,45_51_63_51_45_01210,0.85,7.126376,16.592966,1
20,4_75_50_22_30_02143,0.79,7.304591,16.583068,1
61,32_32_45_32_32_11011,0.9,6.964215,16.582421,1
44,45_19_45_19_45_02020,0.49,8.227832,16.577871,1
88,18_45_63_45_18_10201,0.92,6.897751,16.576,1
39,51_28_28_28_51_10001,0.63,7.792747,16.57446,2
