gen,filename,deltaHOMO,summedoscs,PCE,
13,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
14,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
15,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
16,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
17,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
18,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
19,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
20,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
21,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
22,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
23,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
24,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
25,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
26,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
27,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
28,4_45_45_4_4_02200,0.24,10.90366,19.198736,16
76,51_45_6_45_51_10201,0.92,8.797869,19.192462,1
66,42_45_20_45_42_10201,0.82,9.086633,19.164591,2
96,42_45_20_45_42_10201,0.82,9.086633,19.164591,2
82,42_60_45_45_60_13003,0.71,9.416298,19.150488,1
61,42_45_59_45_42_10301,0.74,9.322247,19.14863,1
86,51_45_45_63_45_10023,0.56,9.877854,19.147801,4
87,51_45_45_63_45_10023,0.56,9.877854,19.147801,4
105,51_45_45_63_45_10023,0.56,9.877854,19.147801,4
111,51_45_45_63_45_10023,0.56,9.877854,19.147801,4
84,2_45_45_45_2_10001,0.66,9.560153,19.135827,1
100,45_45_45_7_42_10023,0.72,9.367027,19.125193,1
27,45_45_45_45_45_00200,0.45,10.193569,19.114491,2
28,45_45_45_45_45_00200,0.45,10.193569,19.114491,2
56,32_45_44_45_65_10203,1,8.488578,19.106969,1
43,51_61_4_45_51_13021,0.55,9.871294,19.096219,1
108,45_45_63_63_48_10223,0.65,9.561144,19.094642,1
39,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
60,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
70,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
72,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
79,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
90,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
93,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
112,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
114,45_45_45_45_45_00000,0.45,10.170279,19.082421,9
41,38_48_45_63_38_13021,0.56,9.828611,19.079993,3
44,38_48_45_63_38_13021,0.56,9.828611,19.079993,3
49,38_48_45_63_38_13021,0.56,9.828611,19.079993,3
71,42_45_63_11_45_10230,0.83,8.985233,19.067512,1
111,45_45_63_1_45_10231,0.94,8.645243,19.067397,1
24,4_45_9_45_4_02420,0.52,9.940759,19.064222,4
25,4_45_9_45_4_02420,0.52,9.940759,19.064222,4
26,4_45_9_45_4_02420,0.52,9.940759,19.064222,4
27,4_45_9_45_4_02420,0.52,9.940759,19.064222,4
97,51_45_45_63_5_10023,0.46,10.1244,19.061795,3
98,51_45_45_63_5_10023,0.46,10.1244,19.061795,3
113,51_45_45_63_5_10023,0.46,10.1244,19.061795,3
112,45_37_45_37_45_13131,1.62,6.538591,19.059937,1
80,32_45_45_44_5_10023,0.8,9.071679,19.058898,1
64,51_45_45_4_32_10023,0.36,10.428877,19.05556,1
16,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
17,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
18,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
19,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
20,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
21,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
22,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
23,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
24,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
25,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
26,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
27,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
47,30_4_45_4_30_10201,0.31,10.582239,19.05399,13
24,29_45_29_45_29_02020,0.24,10.791184,19.043857,2
25,29_45_29_45_29_02020,0.24,10.791184,19.043857,2
113,42_45_45_63_10_10023,0.73,9.274502,19.040335,1
83,42_45_45_63_16_10023,0.7,9.365837,19.038454,1
108,42_45_42_63_51_10123,0.65,9.519259,19.036966,1
92,43_45_63_24_30_10243,1,8.425683,19.020362,1
33,51_48_4_48_51_13031,0.62,9.586144,19.001417,1
110,42_45_76_45_42_10201,0.87,8.809769,18.996099,1
73,45_45_45_23_42_10023,0.71,9.300454,18.990971,1
102,30_45_45_63_5_10023,0.53,9.854367,18.987809,1
31,45_4_4_4_45_02220,0.28,10.624751,18.984879,1
60,45_45_62_45_45_00100,0.63,9.53546,18.974175,1
31,32_1_45_1_32_10201,0.78,9.071888,18.974086,1
54,38_45_14_45_38_10201,0.68,9.377615,18.969573,1
23,0_4_45_4_0_10201,0.25,10.705952,18.969042,3
24,0_4_45_4_0_10201,0.25,10.705952,18.969042,3
25,0_4_45_4_0_10201,0.25,10.705952,18.969042,3
65,51_45_5_45_51_10201,0.38,10.300686,18.964142,1
110,45_70_63_70_45_10201,0.76,9.119069,18.953954,1
23,38_4_21_4_38_10201,0.49,9.951315,18.951107,2
24,38_4_21_4_38_10201,0.49,9.951315,18.951107,2
61,25_45_44_45_25_10201,1.08,8.120948,18.941142,2
73,25_45_44_45_25_10201,1.08,8.120948,18.941142,2
28,32_45_64_45_32_10201,0.53,9.819131,18.939291,2
49,32_45_64_45_32_10201,0.53,9.819131,18.939291,2
100,51_45_8_45_51_10201,0.82,8.894532,18.900068,1
18,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
19,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
20,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
21,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
22,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
23,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
24,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
29,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
36,38_4_4_4_38_10001,0.26,10.622197,18.896261,9
60,32_70_44_70_32_10201,0.96,8.451886,18.886244,1
110,11_45_45_63_5_10023,0.47,9.96536,18.885348,1
55,42_53_44_53_42_10201,1.19,7.736661,18.880028,1
86,45_18_45_63_43_01023,0.92,8.570778,18.879758,1
49,51_48_45_68_51_13021,0.65,9.398174,18.870232,1
49,45_45_19_45_45_00200,0.65,9.38837,18.856732,2
52,45_45_19_45_45_00200,0.65,9.38837,18.856732,2
29,51_23_4_45_51_13021,0.64,9.411855,18.84652,1
31,32_63_4_63_32_10201,0.32,10.40065,18.846491,2
35,32_63_4_63_32_10201,0.32,10.40065,18.846491,2
17,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
18,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
19,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
20,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
21,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
22,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
23,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
24,30_29_29_29_30_10001,0.28,10.521401,18.842566,8
39,45_4_45_4_45_02020,0.29,10.485846,18.836157,4
43,45_4_45_4_45_02020,0.29,10.485846,18.836157,4
46,45_4_45_4_45_02020,0.29,10.485846,18.836157,4
47,45_4_45_4_45_02020,0.29,10.485846,18.836157,4
22,5_4_45_4_5_10201,0.27,10.52789,18.808951,2
23,5_4_45_4_5_10201,0.27,10.52789,18.808951,2
101,5_45_67_45_5_10201,0.85,8.735384,18.80857,1
14,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
15,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
16,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
17,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
18,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
19,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
20,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
21,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
22,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
23,30_4_21_4_30_10201,0.42,10.063488,18.80772,10
16,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
17,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
18,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
19,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
20,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
21,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
22,51_4_21_4_51_10201,0.44,9.9963,18.800301,7
38,51_45_64_45_51_10201,0.45,9.96444,18.798981,1
12,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
13,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
14,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
15,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
16,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
17,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
18,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
19,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
20,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
21,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
22,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
23,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
25,30_4_4_4_30_10001,0.24,10.607668,18.791155,13
72,45_63_45_20_5_02041,0.86,8.689944,18.788549,1
53,32_14_63_14_32_10201,0.91,8.530422,18.781637,1
19,51_44_4_45_51_13021,0.64,9.360667,18.776035,5
20,51_44_4_45_51_13021,0.64,9.360667,18.776035,5
21,51_44_4_45_51_13021,0.64,9.360667,18.776035,5
26,51_44_4_45_51_13021,0.64,9.360667,18.776035,5
27,51_44_4_45_51_13021,0.64,9.360667,18.776035,5
63,24_45_63_45_24_10201,0.91,8.524659,18.773702,1
72,43_45_45_63_5_10023,0.51,9.755562,18.766655,4
84,43_45_45_63_5_10023,0.51,9.755562,18.766655,4
92,43_45_45_63_5_10023,0.51,9.755562,18.766655,4
94,43_45_45_63_5_10023,0.51,9.755562,18.766655,4
94,45_18_44_18_45_10201,0.96,8.364,18.765224,1
64,51_45_52_45_51_10201,0.65,9.318906,18.76108,3
94,51_45_52_45_51_10201,0.65,9.318906,18.76108,3
99,51_45_52_45_51_10201,0.65,9.318906,18.76108,3
55,42_82_44_82_42_10201,1.03,8.143329,18.75921,1
43,51_45_51_45_51_10101,0.85,8.697489,18.756389,1
38,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
44,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
47,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
51,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
85,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
91,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
94,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
101,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
106,45_63_45_63_45_02020,0.41,10.056889,18.756083,9
81,45_45_1_45_45_10201,0.47,9.863857,18.745578,1
64,5_68_63_68_5_10201,0.97,8.317338,18.74352,1
77,45_69_63_69_45_10201,0.98,8.286311,18.743347,1
60,5_37_63_37_5_10201,0.7,9.14524,18.734693,1
38,32_48_45_4_32_13021,0.38,10.128834,18.727501,2
40,32_48_45_4_32_13021,0.38,10.128834,18.727501,2
41,51_48_45_4_51_13021,0.39,10.095158,18.723679,1
96,45_41_45_41_45_13131,1.55,6.507236,18.71891,1
50,51_45_53_45_51_10201,0.66,9.256924,18.718281,1
54,32_45_4_4_12_10223,0.4,10.05878,18.716137,1
45,4_48_45_45_45_01322,0.81,8.789959,18.713519,1
37,32_45_52_45_32_10201,0.69,9.15638,18.707482,1
74,32_30_44_30_32_10201,1.18,7.638501,18.702313,1
32,38_48_45_4_38_13021,0.43,9.947893,18.691096,6
36,38_48_45_4_38_13021,0.43,9.947893,18.691096,6
37,38_48_45_4_38_13021,0.43,9.947893,18.691096,6
39,38_48_45_4_38_13021,0.43,9.947893,18.691096,6
42,38_48_45_4_38_13021,0.43,9.947893,18.691096,6
46,38_48_45_4_38_13021,0.43,9.947893,18.691096,6
21,51_60_45_60_51_10201,0.76,8.922429,18.683182,1
106,5_63_63_63_5_10201,0.66,9.230243,18.681541,1
57,51_34_4_34_51_10201,0.66,9.217761,18.664354,1
65,38_45_59_63_45_10320,0.85,8.630325,18.663904,1
56,19_45_45_45_19_10001,0.51,9.678589,18.660664,1
11,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
12,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
13,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
14,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
15,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
16,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
17,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
18,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
19,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
20,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
21,57_44_63_45_57_13021,0.99,8.19468,18.65972,11
75,45_44_45_23_42_02013,0.92,8.409691,18.657941,1
41,32_48_45_63_32_13021,0.49,9.731027,18.64777,1
92,38_45_45_21_42_10023,0.45,9.850771,18.642459,1
56,51_49_45_49_51_13031,0.78,8.802739,18.603468,1
27,32_68_45_68_32_10201,0.65,9.203215,18.601774,1
51,51_45_45_63_49_10024,0.91,8.398004,18.599298,1
97,25_45_63_45_25_10201,0.87,8.51952,18.596426,1
50,45_63_45_63_45_02120,0.66,9.156833,18.580456,1
13,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
14,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
15,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
16,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
17,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
18,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
19,32_45_63_78_32_13021,0.74,8.90885,18.579384,7
76,32_45_45_44_23_10023,0.95,8.242955,18.555995,1
69,5_45_68_45_5_10201,0.59,9.353768,18.553786,1
64,32_45_2_45_32_10201,0.92,8.332224,18.551269,1
104,45_63_59_63_45_02420,0.74,8.87393,18.531298,1
12,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
13,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
14,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
15,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
16,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
17,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
18,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
19,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
33,4_4_4_4_4_00000,0.18,10.602528,18.528778,9
76,45_45_65_45_45_00100,0.6,9.299794,18.522012,1
100,38_29_44_29_38_10201,0.58,9.356295,18.514715,1
93,42_45_45_63_35_10023,0.65,9.135694,18.508798,1
28,64_45_45_45_64_02220,0.6,9.280056,18.494834,2
36,64_45_45_45_64_02220,0.6,9.280056,18.494834,2
56,38_63_44_63_38_10201,0.82,8.591342,18.482575,1
31,51_30_45_30_51_10201,0.65,9.113165,18.477775,1
104,23_45_45_63_42_10023,0.69,8.987323,18.47469,1
101,45_72_63_72_45_10201,0.93,8.244274,18.472712,1
18,30_45_4_45_30_13021,0.54,9.446081,18.468151,2
19,30_45_4_45_30_13021,0.54,9.446081,18.468151,2
40,32_32_45_4_45_11020,0.67,9.036591,18.457433,1
77,32_45_40_45_32_10201,0.68,9.002014,18.45237,1
61,38_80_63_80_38_10201,1,8.012797,18.451818,1
85,5_1_45_63_45_13020,0.94,8.195101,18.447551,1
66,33_45_44_45_33_10201,1.14,7.575838,18.445825,1
79,42_45_8_45_42_10301,0.66,9.057875,18.444191,1
97,30_45_45_12_5_10023,0.65,9.086376,18.440886,1
39,51_44_45_63_51_13021,0.63,9.146095,18.438019,1
106,51_45_73_45_51_10201,0.3,10.162152,18.432979,1
61,42_45_42_45_42_10101,0.64,9.105533,18.424716,2
108,42_45_42_45_42_10101,0.64,9.105533,18.424716,2
47,32_48_45_19_32_13021,0.7,8.918758,18.422826,1
81,42_45_5_45_42_10201,0.38,9.903636,18.417404,1
64,42_45_45_79_51_10023,0.39,9.871006,18.415022,1
83,45_63_44_63_45_02120,0.73,8.81578,18.408676,1
114,45_45_63_20_57_10246,0.98,8.034762,18.396963,1
32,32_63_63_44_45_10032,0.88,8.341383,18.393681,1
47,32_45_1_45_32_10201,0.47,9.602268,18.385369,2
60,32_45_1_45_32_10201,0.47,9.602268,18.385369,2
16,51_4_64_4_51_10201,0.22,10.372362,18.382039,3
17,51_4_64_4_51_10201,0.22,10.372362,18.382039,3
18,51_4_64_4_51_10201,0.22,10.372362,18.382039,3
38,51_34_45_4_51_13021,0.47,9.597986,18.379473,1
107,16_45_45_63_42_10023,0.62,9.13363,18.378305,1
49,51_56_45_63_51_13021,0.72,8.824085,18.377562,1
57,34_45_63_45_34_10201,0.91,8.232248,18.371052,1
41,63_63_45_28_32_00213,0.8,8.569919,18.367975,1
33,17_4_45_4_17_10201,0.29,10.139443,18.35916,2
48,17_4_45_4_17_10201,0.29,10.139443,18.35916,2
29,32_44_4_63_32_13021,0.48,9.548742,18.354214,2
39,32_44_4_63_32_13021,0.48,9.548742,18.354214,2
75,32_45_27_45_32_10201,0.79,8.590145,18.353276,1
52,51_38_63_38_51_10201,0.8,8.558817,18.352688,1
35,32_63_18_63_32_10201,0.41,9.763756,18.352438,4
37,32_63_18_63_32_10201,0.41,9.763756,18.352438,4
39,32_63_18_63_32_10201,0.41,9.763756,18.352438,4
43,32_63_18_63_32_10201,0.41,9.763756,18.352438,4
22,0_4_4_4_0_10001,0.26,10.223652,18.347466,1
96,45_45_45_39_42_10023,0.7,8.863653,18.346947,1
63,38_81_44_81_38_10201,1.71,5.741209,18.344891,2
96,38_81_44_81_38_10201,1.71,5.741209,18.344891,2
78,45_50_44_50_45_01210,1.13,7.531636,18.34241,1
13,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
14,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
15,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
16,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
17,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
18,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
22,30_44_4_45_30_13021,0.67,8.941635,18.326678,7
10,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
11,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
12,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
13,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
14,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
15,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
16,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
17,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
18,12_4_4_4_12_10001,0.34,9.954193,18.316821,9
93,45_8_63_8_45_10201,1.21,7.264312,18.314705,1
19,32_63_21_63_32_10201,0.44,9.643306,18.314229,2
20,32_63_21_63_32_10201,0.44,9.643306,18.314229,2
103,45_13_44_13_45_10201,1.03,7.818114,18.311389,1
38,38_10_10_10_38_10001,0.39,9.792537,18.306971,1
40,32_10_10_10_32_10001,0.4,9.759716,18.304325,1
33,38_45_56_45_38_10201,0.79,8.552527,18.301477,1
76,43_45_47_45_43_10201,0.83,8.417021,18.285084,1
83,32_48_48_63_42_10023,0.54,9.311909,18.283395,1
62,5_17_63_17_5_10201,1.11,7.548351,18.280326,1
62,42_45_79_45_42_10201,0.55,9.275021,18.275151,1
70,60_45_48_45_60_10301,0.47,9.514677,18.264757,1
42,32_63_63_18_48_10023,0.79,8.515886,18.251022,1
19,30_44_29_45_30_13021,0.6,9.102819,18.250778,2
20,30_44_29_45_30_13021,0.6,9.102819,18.250778,2
38,14_4_4_4_14_10001,0.26,10.153429,18.250768,1
69,42_72_63_72_42_10201,0.86,8.296876,18.247295,1
81,45_73_73_73_45_10001,0.25,10.176253,18.239646,5
92,45_73_73_73_45_10001,0.25,10.176253,18.239646,5
93,45_73_73_73_45_10001,0.25,10.176253,18.239646,5
98,45_73_73_73_45_10001,0.25,10.176253,18.239646,5
102,45_73_73_73_45_10001,0.25,10.176253,18.239646,5
64,42_45_27_45_42_10201,0.76,8.597759,18.236111,1
74,45_45_45_45_44_10112,0.8,8.472285,18.233534,1
87,42_45_46_45_42_10201,0.55,9.244733,18.233443,1
48,51_61_61_61_51_10001,0.38,9.766718,18.228867,1
96,45_46_44_46_45_10201,1.42,6.552967,18.228732,1
55,32_66_4_66_32_10201,1.16,7.348921,18.218461,1
77,42_45_63_34_57_10234,1,7.839235,18.212823,1
101,45_45_45_50_43_10135,0.86,8.27156,18.212435,1
4,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
5,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
6,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
7,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
8,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
9,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
10,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
11,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
12,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
13,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
14,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
15,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
16,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
17,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
18,30_60_21_60_30_10201,0.97,7.926339,18.205116,15
44,32_64_5_61_45_10352,0.92,8.071218,18.191863,1
66,36_45_63_45_36_10201,0.9,8.127911,18.18483,3
84,36_45_63_45_36_10201,0.9,8.127911,18.18483,3
86,36_45_63_45_36_10201,0.9,8.127911,18.18483,3
112,45_45_64_45_45_00100,0.48,9.418981,18.175533,1
15,57_44_44_45_57_13021,1.12,7.438954,18.172236,3
16,57_44_44_45_57_13021,1.12,7.438954,18.172236,3
17,57_44_44_45_57_13021,1.12,7.438954,18.172236,3
34,4_45_32_45_4_02420,0.51,9.322776,18.170709,1
112,63_45_45_63_45_10023,0.35,9.808026,18.158099,1
107,51_28_44_28_51_10201,1.06,7.613302,18.157014,1
71,42_47_45_63_51_13025,0.62,8.970954,18.1543,1
105,32_32_45_45_19_11003,0.82,8.352083,18.153115,1
64,58_45_44_45_58_10201,1.09,7.517698,18.153017,1
109,45_55_63_55_45_10201,0.78,8.472073,18.14814,1
75,45_58_44_58_45_10201,1.4,6.55132,18.141365,1
15,12_4_45_4_12_10201,0.23,10.163181,18.136546,3
16,12_4_45_4_12_10201,0.23,10.163181,18.136546,3
17,12_4_45_4_12_10201,0.23,10.163181,18.136546,3
79,42_45_29_62_45_10350,0.87,8.184546,18.135166,1
80,38_45_61_44_82_10324,0.99,7.803773,18.121441,1
76,32_55_44_55_32_10201,0.98,7.828239,18.112581,1
93,43_45_2_45_43_10201,0.94,7.949682,18.109608,1
113,45_26_45_26_45_13131,1.47,6.310981,18.108267,1
99,38_45_39_45_38_10201,0.84,8.257686,18.10823,1
63,38_45_47_45_38_10201,0.72,8.628298,18.107963,1
52,28_45_21_45_28_10201,0.71,8.656094,18.103687,1
20,2_4_45_4_2_10201,0.24,10.104443,18.098215,1
28,32_48_64_45_32_13021,0.47,9.391352,18.094938,5
30,32_48_64_45_32_13021,0.47,9.391352,18.094938,5
32,32_48_64_45_32_13021,0.47,9.391352,18.094938,5
34,32_48_64_45_32_13021,0.47,9.391352,18.094938,5
35,32_48_64_45_32_13021,0.47,9.391352,18.094938,5
89,61_45_45_63_5_10023,0.55,9.141906,18.091852,1
51,14_63_45_63_14_10201,0.44,9.480269,18.089727,1
15,12_48_45_48_12_10201,0.56,9.102427,18.080039,2
16,12_48_45_48_12_10201,0.56,9.102427,18.080039,2
102,51_48_48_63_42_10023,0.54,9.158977,18.072808,1
66,42_45_42_63_36_10123,0.86,8.16983,18.072352,1
33,51_48_4_51_51_13021,0.59,9.003487,18.071448,1
36,38_45_64_45_38_10201,0.4,9.582107,18.059757,2
37,38_45_64_45_38_10201,0.4,9.582107,18.059757,2
43,32_63_44_16_49_10357,1.16,7.22901,18.053343,1
49,51_45_79_45_51_10201,0.46,9.391679,18.052838,1
102,45_63_3_63_45_02420,0.72,8.588229,18.052788,1
83,45_44_45_44_45_02020,0.63,8.865493,18.05163,3
94,45_44_45_44_45_02020,0.63,8.865493,18.05163,3
95,45_44_45_44_45_02020,0.63,8.865493,18.05163,3
60,34_45_44_45_34_10201,1,7.712332,18.038077,1
25,32_44_4_45_32_13021,0.61,8.916693,18.037032,6
26,32_44_4_45_32_13021,0.61,8.916693,18.037032,6
31,32_44_4_45_32_13021,0.61,8.916693,18.037032,6
33,32_44_4_45_32_13021,0.61,8.916693,18.037032,6
36,32_44_4_45_32_13021,0.61,8.916693,18.037032,6
40,32_44_4_45_32_13021,0.61,8.916693,18.037032,6
106,30_45_30_45_30_10101,0.68,8.698759,18.034788,1
85,45_44_12_45_45_02100,0.85,8.171349,18.031894,1
94,45_45_45_55_45_10130,0.96,7.82906,18.028612,1
106,45_72_44_72_45_10201,1.07,7.487825,18.026782,1
78,5_45_8_45_5_10201,0.87,8.100991,18.020111,1
15,12_52_4_45_12_13021,0.39,9.579675,18.013859,2
16,12_52_4_45_12_13021,0.39,9.579675,18.013859,2
30,49_63_45_63_49_10201,0.42,9.484091,18.009889,1
41,45_4_64_45_4_02102,0.31,9.823376,18.009035,1
40,38_44_45_63_38_13021,0.55,9.079365,18.005732,2
48,38_44_45_63_38_13021,0.55,9.079365,18.005732,2
14,38_44_4_45_38_13021,0.59,8.95364,18.002808,5
15,38_44_4_45_38_13021,0.59,8.95364,18.002808,5
16,38_44_4_45_38_13021,0.59,8.95364,18.002808,5
24,38_44_4_45_38_13021,0.59,8.95364,18.002808,5
35,38_44_4_45_38_13021,0.59,8.95364,18.002808,5
112,56_45_63_45_56_10201,1.01,7.645989,17.989273,1
45,30_63_45_63_30_10201,0.32,9.775675,17.985901,1
83,60_45_45_44_5_10023,0.68,8.656145,17.976108,3
84,60_45_45_44_5_10023,0.68,8.656145,17.976108,3
88,60_45_45_44_5_10023,0.68,8.656145,17.976108,3
24,32_32_63_32_32_11011,1.2,7.047698,17.973877,2
28,32_32_63_32_32_11011,1.2,7.047698,17.973877,2
84,42_45_45_0_5_10023,0.79,8.31461,17.973865,1
54,45_4_50_4_45_02420,0.46,9.332715,17.971645,1
14,12_4_52_41_42_10357,0.81,8.248782,17.96832,2
15,12_4_52_41_42_10357,0.81,8.248782,17.96832,2
32,14_4_45_4_14_10201,0.29,9.853029,17.964768,1
47,51_44_4_63_51_13021,0.45,9.358161,17.964134,1
114,45_45_48_45_45_00100,0.3,9.817321,17.958147,1
99,45_7_44_7_45_10201,1.16,7.15658,17.953608,1
77,45_44_11_38_42_02135,1.49,6.118667,17.928551,1
