Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,optical bandgap (cm-1),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
259_34_580_22_259_13051,-8.43,-6.82,-4.23,-3.66,1.6099999999999994,0.5700000000000003,6195.0,0.364299331,-3397.364946605298,2.42009,3.9005220510000007,0.364299331,0.364299331,0.7680560999999999,6195.0,0.7680560999999999,6195.0,15.384765366463997
580_34_810_34_580_01210,-6.83,-6.67,-3.96,-3.46,0.16000000000000014,0.5,5853.0,0.286686114,-3568.013027488263,4.1162,6.077193827,0.286686114,0.286686114,0.72565494,5853.0,0.72565494,5853.0,12.212292402015999
281_34_580_34_115_13035,-7.47,-6.8,-4.42,-3.79,0.6699999999999999,0.6299999999999999,4079.1,0.230318351,-4143.647946476267,3.82669,7.22462045,0.230318351,0.230318351,0.505726818,4079.1,0.505726818,4079.1,15.962348861887
580_108_359_64_281_01235,-7.38,-6.59,-2.57,-2.38,0.79,0.18999999999999995,16690.4,0.471728902,-4473.351226841219,12.50152,4.790130958000001,0.031111941,0.471728902,2.069275792,16690.4,2.2765951479999997,18362.6,13.120656831402998
150_34_768_115_150_13051,-7.08,-6.29,-3.98,-3.18,0.79,0.7999999999999998,4121.5,0.32007256,-3951.889622224838,2.23393,6.070395602,0.32007256,0.32007256,0.5109835699999999,4121.5,0.5109835699999999,4121.5,14.883581246191001
281_158_34_64_281_13571,-8.08,-7.51,-3.84,-3.43,0.5700000000000003,0.4099999999999997,11186.3,0.171074244,-4529.910135701487,7.72589,7.78662617,0.171074244,0.171074244,1.3868774739999998,11186.3,1.3868774739999998,11186.3,16.310730738327003
3_34_580_34_3_13031,-7.46,-6.78,-4.46,-3.86,0.6799999999999997,0.6000000000000001,3645.4,0.175493059,-4315.051866988011,8.99282,5.827888902,0.175493059,0.175493059,0.451956692,3645.4,0.451956692,3645.4,14.081599520290998
281_66_580_115_281_13051,-7.89,-6.72,-4.0,-3.05,1.17,0.9500000000000002,8850.5,0.93200893,-3947.264550907155,1.9559,7.55653714,0.93200893,0.93200893,1.09728499,8850.5,1.09728499,8850.5,18.546898144017
201_34_457_115_201_13051,-7.27,-6.46,-3.69,-3.12,0.8099999999999996,0.5699999999999998,8375.1,1.009962417,-3472.131957436822,5.66838,5.755718676,1.009962417,1.009962417,1.0383448979999998,8375.1,1.0383448979999998,8375.1,14.535371119088994
281_34_642_65_281_13051,-7.9,-7.33,-3.77,-2.8,0.5700000000000003,0.9700000000000002,10987.1,0.198837807,-4878.602224130223,8.17452,7.516828049,0.198837807,0.198837807,1.362180658,10987.1,1.362180658,10987.1,15.939218725709997
254_34_457_115_254_13051,-7.79,-6.74,-4.1,-3.38,1.0499999999999998,0.7199999999999998,7199.1,0.609918496,-3084.644773087921,5.39231,5.259738367,0.609918496,0.609918496,0.892544418,7199.1,0.892544418,7199.1,14.873606233595995
95_34_620_65_95_13051,-7.36,-6.51,-3.67,-2.4,0.8500000000000005,1.27,6604.1,0.345082511,-4964.174858397674,12.01898,5.413885797000001,0.345082511,0.453684543,0.818776318,6604.1,2.2289248379999997,17978.1,14.234867244706
281_34_22_34_281_13531,-8.19,-7.55,-4.19,-3.85,0.6399999999999997,0.3400000000000003,10264.3,0.330633211,-4376.110660506514,7.0903,8.943858103000002,0.330633211,0.330633211,1.2725679139999997,10264.3,1.2725679139999997,10264.3,18.202089110068002
281_22_457_22_281_13031,-8.09,-6.96,-4.21,-3.58,1.13,0.6299999999999999,8864.5,1.555771013,-4056.931309264068,2.87794,7.836451137999999,1.555771013,1.555771013,1.0990207099999998,8864.5,1.0990207099999998,8864.5,18.762139719262997
110_580_109_102_764_10234,-6.87,-6.43,-2.86,-2.36,0.4400000000000004,0.5,13814.7,0.504952294,-3808.784563744676,12.31453,4.588083736,0.504952294,0.504952294,1.712746506,13814.7,1.712746506,13814.7,11.353187806709
723_11_723_46_555_01032,-6.73,-6.28,-2.46,-1.78,0.4500000000000002,0.6799999999999999,16595.0,2.166319961,-4599.686545563775,3.29473,3.9596613329999997,2.166319961,2.166319961,2.0574481,16595.0,2.0574481,16595.0,10.530400157778002
110_116_147_116_110_13531,-7.77,-7.67,-3.1,-2.84,0.09999999999999964,0.26000000000000023,17966.4,0.136864157,-3317.98570887596,8.73755,2.423895016,0.025611365,0.224698456,2.227474272,17966.4,2.635802402,21259.9,6.926399939269002
30_580_829_102_217_10234,-6.5,-5.65,-2.99,-1.84,0.8499999999999996,1.1500000000000001,7875.7,0.568134282,-3387.896182759578,14.38473,4.191415233,0.568134282,0.672758704,0.9764292859999999,7875.7,1.9016548319999997,15338.4,12.551525278077998
214_495_495_121_29_10035,-7.24,-6.6,-2.4,-1.95,0.6400000000000006,0.44999999999999996,17857.6,0.875405906,-3088.801830956953,5.97816,3.849762729,0.875405906,0.875405906,2.2139852479999997,17857.6,2.2139852479999997,17857.6,11.18751978007
723_11_723_11_723_01010,-6.82,-6.22,-2.77,-2.21,0.6000000000000005,0.56,13670.2,1.701915943,-4418.610617373913,5.13959,4.213155948,1.701915943,1.701915943,1.6948313959999999,13670.2,1.6948313959999999,13670.2,11.517712242632998
30_580_437_102_217_10234,-6.09,-5.73,-2.67,-1.41,0.35999999999999943,1.26,9312.3,0.240059379,-3484.710608962282,9.71629,3.608406498,0.240059379,0.671192874,1.1545389539999997,9312.3,2.2657592959999997,18275.2,9.663772249982996
580_102_580_580_30_01003,-6.48,-5.97,-2.97,-2.36,0.5100000000000007,0.6100000000000003,10039.4,1.196257042,-3171.643218855584,3.8049,4.311149681,1.196257042,1.196257042,1.2446848119999998,10039.4,1.2446848119999998,10039.4,11.269699612974
110_180_14_400_764_13024,-7.42,-6.48,-2.44,-2.13,0.9399999999999995,0.31000000000000005,17803.3,1.418001859,-4383.978082376922,3.767,3.7873599689999997,1.418001859,1.418001859,2.2072531339999997,17803.3,2.2072531339999997,17803.3,12.378091179549996
302_302_811_811_811_00222,-6.68,-5.76,-2.17,-2.08,0.9199999999999999,0.08999999999999986,10232.8,0.365939813,-3553.998855479737,2.72439,3.591252032,0.088809715,0.088809715,1.268662544,10232.8,1.268662544,10232.8,12.022950550300996
279_7_739_143_279_13051,-7.79,-7.08,-2.74,-2.51,0.71,0.23000000000000043,20180.8,2.106909399,-3518.684068754123,3.27862,6.795379757,2.106909399,2.106909399,2.5020155839999996,20180.8,2.5020155839999996,20180.8,15.541484427625997
255_135_580_151_255_13051,-8.47,-6.98,-3.39,-3.09,1.4900000000000002,0.30000000000000027,14023.3,1.055424222,-14426.953675066758,5.68917,6.370680596,1.055424222,1.055424222,1.7386087339999998,14023.3,1.7386087339999998,14023.3,18.275573682929
279_43_580_43_279_13031,-8.21,-6.98,-3.32,-2.99,1.2300000000000004,0.3299999999999996,13846.1,0.774401067,-3709.680263774952,10.36307,5.547139604,0.774401067,0.774401067,1.7166394779999998,13846.1,1.7166394779999998,13846.1,16.035257736945
580_72_72_171_279_02213,-7.32,-6.37,-2.95,-2.06,0.9500000000000002,0.8900000000000001,16895.8,0.549130749,-4269.08320255679,3.02677,5.377406313,0.549130749,0.776205399,2.094741284,16895.8,2.660288452,21457.4,14.610134995237997
279_206_7_41_279_13571,-8.06,-7.63,-3.32,-3.28,0.4300000000000006,0.040000000000000036,19362.4,0.857446238,-3372.484558154692,7.70348,7.092884766999998,0.857446238,0.857446238,2.4005503519999998,19362.4,2.4005503519999998,19362.4,14.759748826395997
128_175_580_160_128_13051,-7.61,-6.32,-2.13,-1.32,1.29,0.8099999999999998,17426.5,0.658441876,-3837.460296597812,4.02674,2.7874069200000005,0.658441876,0.658441876,2.16053747,17426.5,2.16053747,17426.5,12.490405831076997
279_7_777_22_279_13051,-7.33,-6.88,-3.39,-2.48,0.4500000000000002,0.9100000000000001,10992.7,0.38842256,-3800.540482914914,11.98767,7.163999748,0.38842256,0.38842256,1.362874946,10992.7,1.362874946,10992.7,14.942774155232998
260_63_189_203_260_13571,-8.27,-8.03,-2.87,-2.69,0.2400000000000002,0.18000000000000016,24554.7,1.047386612,-4529.126035523002,6.58753,4.242630963000001,1.047386612,1.047386612,3.0442917059999997,24554.7,3.0442917059999997,24554.7,10.026499338288003
16_34_580_171_16_13051,-7.77,-6.57,-3.91,-2.81,1.1999999999999993,1.1,5939.3,0.310642925,-4862.612123571409,9.43308,5.120696259000001,0.310642925,0.475798396,0.7363544139999999,5939.3,1.9083621499999999,15392.5,15.320395250879999
260_76_580_189_464_13052,-7.76,-6.84,-3.45,-2.32,0.9199999999999999,1.1300000000000003,11316.4,0.718554625,-4363.253203243835,1.90458,4.396394785,0.718554625,0.718554625,1.4030072719999997,11316.4,1.4030072719999997,11316.4,13.131632121182
32_34_580_7_32_13051,-7.17,-6.26,-3.6,-2.5,0.9100000000000001,1.1,5656.8,0.263361798,-3799.645954775151,3.40265,4.747503076999999,0.263361798,0.585301742,0.701330064,5656.8,1.8724451439999998,15102.8,13.572558239266
279_34_580_99_279_13051,-7.79,-6.61,-4.17,-3.0,1.1799999999999997,1.17,3675.9,0.11981573,-3830.098891729489,7.02503,7.0240683090000005,0.11981573,0.160147846,0.455738082,3675.9,1.6303617959999999,13150.2,17.856238563729995
260_38_580_203_260_13051,-8.08,-6.56,-3.07,-2.73,1.5200000000000005,0.33999999999999986,12188.5,0.251243149,-4821.587856265,4.96529,5.774639571,0.251243149,0.251243149,1.5111302299999998,12188.5,1.5111302299999998,12188.5,17.582475191503995
130_7_580_175_130_13051,-8.41,-6.75,-3.05,-3.0,1.6600000000000001,0.04999999999999982,15012.1,1.077757604,-3621.045521777353,6.06588,3.9517998149999998,1.077757604,1.077757604,1.861200158,15012.1,1.861200158,15012.1,15.668124847491997
156_34_580_7_156_13051,-7.41,-6.45,-3.63,-2.63,0.96,1.0,6772.9,0.318938589,-4588.038629836773,7.64373,4.288832719,0.318938589,0.629505932,0.8397041419999999,6772.9,1.903861676,15356.2,13.153719156299998
279_223_580_22_279_13051,-7.82,-6.58,-3.7,-2.6,1.2400000000000002,1.1,9164.5,0.65023193,-3458.033251221168,9.52647,6.734949049,0.65023193,0.65023193,1.13621471,9164.5,1.13621471,9164.5,17.71342134271
279_7_580_13_279_13051,-7.83,-6.47,-3.17,-2.76,1.3600000000000003,0.41000000000000014,11756.3,0.990435823,-4123.30677621641,8.98031,7.2224455910000005,0.990435823,0.990435823,1.4575460739999997,11756.3,1.4575460739999997,11756.3,18.895304081044003
185_22_580_184_185_13051,-7.8,-6.47,-3.75,-3.28,1.33,0.4700000000000002,7349.2,0.587821839,-3905.850310877732,7.35909,4.378471804999999,0.587821839,0.587821839,0.9111538159999999,7349.2,0.9111538159999999,7349.2,14.851502177721999
174_22_714_184_174_13051,-8.38,-6.78,-3.93,-3.44,1.6000000000000005,0.4900000000000002,8036.4,0.449707587,-3695.730489774596,12.37542,4.10080931,0.449707587,0.449707587,0.9963528719999999,8036.4,0.9963528719999999,8036.4,15.618010922107002
281_34_212_166_281_13571,-7.74,-7.53,-3.79,-2.83,0.20999999999999996,0.96,11210.7,0.156680892,-5325.896908123434,9.12193,7.283282439,0.156680892,0.156680892,1.389902586,11210.7,1.389902586,11210.7,14.08582642074
279_148_580_148_279_13031,-7.7,-6.64,-2.86,-2.47,1.0600000000000005,0.3899999999999997,14048.9,0.491372233,-3307.266993191039,7.51629,5.886182493999999,0.491372233,0.491372233,1.741782622,14048.9,1.741782622,14048.9,15.778769796474995
147_7_580_22_147_13051,-7.77,-6.51,-3.72,-2.52,1.2599999999999998,1.2000000000000002,8858.9,0.799697134,-3371.017604076586,3.38473,3.7131244359999998,0.799697134,0.799697134,1.0983264219999997,8858.9,1.0983264219999997,8858.9,13.637468850608998
259_34_580_34_259_13031,-8.25,-6.76,-4.42,-3.84,1.4900000000000002,0.5800000000000001,4269.3,0.263747325,-3698.934443618925,3.94606,4.1777503970000005,0.263747325,0.263747325,0.5293078139999999,4269.3,0.5293078139999999,4269.3,15.255908798906
119_34_580_65_119_13051,-7.83,-6.58,-3.86,-2.63,1.25,1.23,6763.7,0.297801255,-3583.493491251303,8.97673,5.386134168000001,0.297801255,0.349894256,0.838563526,6763.7,2.0258703939999996,16340.3,15.898653251573
281_89_580_7_281_13051,-7.81,-6.74,-3.1,-3.02,1.0699999999999994,0.08000000000000007,13793.1,0.636531634,-4327.366965396885,0.78507,6.848666061,0.094413021,0.636531634,1.7100685379999998,13793.1,1.9167307999999998,15460.0,17.146659668234
281_186_580_64_281_13051,-7.84,-6.59,-2.71,-2.34,1.25,0.3700000000000001,16194.6,0.348384301,-5099.833182994462,6.3496,5.897715259,0.348384301,0.45014281,2.007806508,16194.6,2.5856028999999996,20855.0,16.60310041388
580_22_196_21_824_01234,-6.68,-6.25,-3.36,-2.18,0.4299999999999997,1.1799999999999997,9679.5,1.115406285,-3303.86862675257,6.58105,4.8990980340000005,1.115406285,1.115406285,1.20006441,9679.5,1.20006441,9679.5,11.738904495054998
153_34_580_34_153_13031,-7.41,-6.57,-4.14,-3.62,0.8399999999999999,0.5199999999999996,4501.3,0.251805554,-2953.855260907496,3.17504,4.6418342710000005,0.251805554,0.251805554,0.558071174,4501.3,0.558071174,4501.3,13.129202293403997
155_34_457_115_155_13051,-7.43,-6.7,-4.27,-3.63,0.7299999999999995,0.6399999999999997,5899.5,0.819966506,-4636.679899867616,14.86405,5.585925629,0.819966506,0.819966506,0.7314200099999999,5899.5,0.7314200099999999,5899.5,13.961166093369995
260_22_593_34_260_13051,-7.94,-6.94,-4.26,-3.6,1.0,0.6599999999999997,6876.5,0.593598948,-5596.470409751362,5.57787,7.518098763999999,0.593598948,0.593598948,0.8525484699999999,6876.5,0.8525484699999999,6876.5,17.770618500264995
279_177_580_22_279_13051,-7.87,-6.63,-3.64,-2.66,1.2400000000000002,0.98,10010.9,0.653698461,-3724.152507564843,11.77835,6.713015445000001,0.653698461,0.653698461,1.2411513819999997,10010.9,1.2411513819999997,10010.9,17.683218770002
279_171_580_45_279_13051,-7.57,-6.58,-3.37,-2.7,0.9900000000000002,0.6699999999999999,10964.5,1.026868972,-4762.881383500339,11.02074,6.320665162999999,1.026868972,1.026868972,1.3593787099999999,10964.5,1.3593787099999999,10964.5,16.079202431687996
274_7_580_175_274_13051,-8.24,-6.88,-3.48,-3.1,1.3600000000000003,0.3799999999999999,13085.0,1.291906133,-3960.75792468309,3.17551,6.711333769999999,1.291906133,1.291906133,1.6222782999999998,13085.0,1.6222782999999998,13085.0,18.191503103526998
279_184_580_7_279_13051,-7.86,-6.85,-3.91,-3.16,1.0100000000000007,0.75,8107.1,0.533693282,-4222.518487526753,16.71934,7.396202386000001,0.533693282,1.014882179,1.005118258,8107.1,2.05596034,16583.0,17.645317187759005
580_98_841_98_734_01214,-6.61,-6.35,-2.03,-1.59,0.2600000000000007,0.4399999999999997,19323.3,0.872602906,-4185.681235902565,6.40661,4.142875234,0.872602906,0.872602906,2.395702734,19323.3,2.395702734,19323.3,9.974235699455006
279_171_590_22_279_13051,-7.86,-6.89,-3.54,-2.61,0.9700000000000006,0.9300000000000002,12268.7,1.125418981,-4179.504351213111,7.89255,7.174734277,1.125418981,1.125418981,1.521073426,12268.7,1.521073426,12268.7,17.170155601666004
580_75_34_75_580_02120,-6.69,-6.22,-3.55,-2.37,0.47000000000000064,1.1799999999999997,6405.7,0.202357072,-3677.603167404046,1.99888,4.538901709999999,0.202357072,0.202357072,0.7941786859999999,6405.7,0.7941786859999999,6405.7,11.413114156906998
255_48_119_189_255_13571,-8.49,-7.79,-3.08,-2.83,0.7000000000000002,0.25,22229.3,1.669273547,-12919.420243176239,2.96045,5.5964891979999996,1.669273547,1.669273547,2.7559886139999996,22229.3,2.7559886139999996,22229.3,13.848062127882999
255_54_580_205_255_13051,-8.07,-6.63,-3.42,-2.91,1.4400000000000004,0.5099999999999998,11883.3,1.483229777,-14130.98807705367,6.88458,5.771561686999999,1.483229777,1.483229777,1.4732915339999997,11883.3,1.4732915339999997,11883.3,17.237836945235998
834_36_56_114_114_02411,-6.35,-5.83,-2.95,-1.96,0.5199999999999996,0.9900000000000002,9797.9,0.494676391,-5850.185727528887,2.26932,5.603328407,0.048717877,0.056885483,1.2147436419999997,9797.9,1.7146310019999997,13829.9,13.091579718675996
110_158_100_158_110_13031,-7.57,-7.16,-3.54,-3.19,0.41000000000000014,0.3500000000000001,14391.0,0.710072464,-3689.42065700551,9.77209,5.524226414999999,0.710072464,0.710072464,1.78419618,14391.0,1.78419618,14391.0,12.514606275691998
114_88_88_6_834_13370,-7.83,-6.46,-2.47,-2.07,1.37,0.40000000000000036,15061.6,0.413736594,-3396.18404227291,6.43182,3.7907949430000003,0.413736594,0.413736594,1.867337168,15061.6,1.867337168,15061.6,14.212471138747999
260_201_672_88_260_13051,-8.2,-6.9,-2.81,-2.78,1.299999999999999,0.03000000000000025,17365.2,0.992431565,-4498.12266311087,5.93666,4.321132186999999,0.992431565,0.992431565,2.152937496,17365.2,2.152937496,17365.2,14.644895523735991
600_495_158_495_600_02120,-7.06,-6.41,-3.0,-1.87,0.6499999999999995,1.13,12696.1,1.058604699,-4376.406389856305,10.62578,4.653299077999999,0.066475463,1.058604699,1.5740624779999999,12696.1,2.186684852,17637.4,12.336539332642994
260_32_32_88_580_13370,-7.11,-6.79,-2.88,-2.06,0.3200000000000003,0.8199999999999998,18736.5,1.447148195,-3917.355985525281,7.12346,4.1269566090000005,1.447148195,1.447148195,2.32295127,18736.5,2.32295127,18736.5,10.20761575283
220_32_580_32_220_13031,-7.23,-6.13,-2.38,-1.73,1.1000000000000005,0.6499999999999999,14911.8,1.196442707,-3041.269739286537,2.29747,3.7639842910000003,1.196442707,1.196442707,1.8487649639999997,14911.8,1.8487649639999997,14911.8,13.026702870944002
50_197_834_197_50_13031,-7.96,-6.69,-1.15,-0.55,1.2699999999999996,0.5999999999999999,26788.7,0.170432153,-2599.518930663257,5.09778,1.0607549429999998,0.170432153,0.195116581,3.321263026,26788.7,3.5263631399999995,28443.0,10.027706058748
834_114_834_114_834_01010,-6.5,-5.68,-2.92,-2.19,0.8200000000000003,0.73,8923.1,1.362101784,-4924.524441747441,17.84936,5.5172233969999995,1.362101784,1.362101784,1.1062859379999999,8923.1,1.1062859379999999,8923.1,14.249513119905997
580_110_580_110_580_01010,-6.91,-6.41,-3.41,-2.7,0.5,0.71,10428.6,1.2999734,-3950.293377475961,13.61218,4.789503303,1.2999734,1.2999734,1.292937828,10428.6,1.292937828,10428.6,11.885842550468
110_222_691_222_110_10201,-6.77,-5.77,-2.92,-2.04,1.0,0.8799999999999999,9286.9,1.008811328,-4236.815299867408,13.63228,3.316709083,1.008811328,1.008811328,1.1513898619999998,9286.9,1.1513898619999998,9286.9,11.985304909527999
110_213_2_114_110_10351,-7.16,-6.5,-2.48,-1.85,0.6600000000000001,0.6299999999999999,16471.9,0.786972222,-3972.820069239433,21.82898,3.1541693680000003,0.786972222,0.786972222,2.042186162,16471.9,2.042186162,16471.9,10.314787721973003
580_580_32_580_580_00100,-6.33,-6.04,-2.81,-2.4,0.29000000000000004,0.41000000000000014,11898.0,1.576458266,-3637.517817217796,4.69781,4.6189536470000006,1.576458266,1.576458266,1.4751140399999998,11898.0,1.4751140399999998,11898.0,10.757445674156001
110_50_495_50_110_13031,-7.13,-6.78,-2.42,-2.18,0.34999999999999964,0.23999999999999977,21467.8,0.492743988,-3245.825780775528,17.90037,4.3838762,0.492743988,0.492743988,2.6615778439999995,21467.8,2.6615778439999995,21467.8,10.689044029636994
279_7_844_41_279_13051,-7.94,-7.16,-3.1,-2.81,0.7800000000000002,0.29000000000000004,17584.6,2.258415534,-4039.609988712973,15.57406,6.457393514999999,2.258415534,2.258415534,2.1801387079999994,17584.6,2.1801387079999994,17584.6,15.373927372391995
279_7_881_143_279_13051,-7.8,-7.17,-2.57,-2.54,0.6299999999999999,0.029999999999999805,20944.1,1.170527056,-4085.290393928938,11.20273,5.815531640000001,1.170527056,1.170527056,2.5966495179999995,20944.1,2.5966495179999995,20944.1,13.851833570517
201_34_580_34_201_13031,-7.24,-6.42,-3.93,-3.46,0.8200000000000003,0.4700000000000002,4805.3,0.283249072,-3567.666542966968,4.4657,5.229521990999998,0.283249072,0.283249072,0.595761094,4805.3,0.595761094,4805.3,13.853348283843994
279_148_580_175_279_13051,-7.86,-6.68,-3.1,-2.69,1.1800000000000006,0.41000000000000014,13836.2,0.910491401,-3363.422149572088,11.28989,6.617234224,0.910491401,0.910491401,1.715412076,13836.2,1.715412076,13836.2,17.296028028685
18_171_580_22_18_13051,-7.67,-6.36,-3.27,-2.48,1.3099999999999996,0.79,10974.7,0.769304864,-3356.625465261905,4.32952,3.9123067889999996,0.769304864,0.769304864,1.360643306,10974.7,1.360643306,10974.7,14.124492950689996
279_24_580_151_279_13051,-7.94,-6.56,-2.96,-2.79,1.3800000000000008,0.16999999999999993,14455.5,0.248101762,-4705.310148634592,8.92606,6.671906752000002,0.248101762,0.549620727,1.79219289,14455.5,1.8932117939999997,15270.3,18.222312099741004
151_7_580_22_151_13051,-7.98,-6.53,-3.62,-2.91,1.4500000000000002,0.71,9651.2,0.895368624,-4477.519651878366,4.25068,4.45442866,0.895368624,0.895368624,1.196555776,9651.2,1.196555776,9651.2,15.466694767056998
260_189_580_169_260_13051,-8.35,-6.57,-2.82,-2.45,1.7799999999999994,0.36999999999999966,15614.2,0.595991044,-4598.380296217469,7.62198,3.639110194,0.595991044,0.595991044,1.9358485159999999,15614.2,1.9358485159999999,15614.2,15.748151239374996
64_171_580_22_64_13051,-7.36,-6.21,-3.28,-2.06,1.1500000000000004,1.2199999999999998,9678.2,0.823378474,-4614.301658300375,6.0908,3.9360258459999993,0.823378474,0.823378474,1.199903236,9678.2,1.199903236,9678.2,13.476354092179
279_34_520_115_279_13051,-7.73,-7.16,-3.92,-3.47,0.5700000000000003,0.44999999999999973,11483.0,1.151028081,-4122.960198544123,6.96736,8.611351469999999,1.151028081,1.151028081,1.42366234,11483.0,1.42366234,11483.0,17.446377476426996
279_34_34_34_279_13331,-7.64,-7.24,-4.44,-3.95,0.39999999999999947,0.4900000000000002,5439.9,0.236618338,-4281.127478768526,8.35047,9.057184941,0.236618338,0.236618338,0.674438802,5439.9,0.674438802,5439.9,17.336940165993994
88_7_580_22_88_13051,-7.8,-6.4,-3.5,-2.35,1.3999999999999995,1.15,9597.1,0.744926074,-2507.641999531168,4.30429,3.391027814000001,0.744926074,0.744926074,1.189848458,9597.1,1.189848458,9597.1,13.789641802114994
260_7_580_143_260_13051,-8.11,-6.7,-3.27,-2.57,1.4099999999999993,0.7000000000000002,13140.8,0.987686247,-5109.192038512578,4.96805,5.7672283779999995,0.987686247,0.987686247,1.6291963839999997,13140.8,1.6291963839999997,13140.8,17.10421997874299
144_34_580_7_144_13051,-7.96,-6.72,-4.01,-2.91,1.2400000000000002,1.0999999999999996,6160.8,0.303488655,-4019.402831110901,8.89174,3.9173143700000006,0.303488655,0.543083963,0.763815984,6160.8,1.9576937919999997,15790.4,13.833538389727002
206_34_580_110_206_13051,-7.71,-6.97,-4.37,-3.63,0.7400000000000002,0.7400000000000002,5412.5,0.289313867,-3464.139971273666,7.80367,5.825636301999999,0.289313867,0.379144757,0.67104175,5412.5,1.529566056,12337.2,14.333797690090998
580_34_412_35_874_01234,-6.48,-6.19,-3.58,-2.17,0.29000000000000004,1.4100000000000001,6494.2,0.236449283,-5437.430872363076,8.3093,5.259408929,0.236449283,0.236449283,0.8051509159999999,6494.2,0.8051509159999999,6494.2,11.63935259747
279_34_65_34_65_13535,-7.81,-7.59,-3.71,-3.58,0.21999999999999975,0.1299999999999999,12950.6,0.121344127,-3910.359381299913,7.70397,6.1834911969999995,0.121344127,0.121344127,1.605615388,12950.6,1.605615388,12950.6,12.613963880505997
279_34_532_115_279_13051,-7.59,-6.63,-4.28,-3.51,0.96,0.7700000000000005,5216.4,0.617592096,-3985.201876059467,4.77662,8.407878743,0.617592096,0.617592096,0.6467292719999999,5216.4,0.6467292719999999,5216.4,18.825645531348002
279_171_580_124_279_13051,-7.94,-6.56,-2.82,-2.52,1.3800000000000008,0.2999999999999998,15270.3,0.680244953,-3891.783528658821,9.93502,5.513716576,0.680244953,0.680244953,1.8932117939999997,15270.3,1.8932117939999997,15270.3,16.627484227389004
279_7_674_7_279_13031,-7.74,-6.68,-3.36,-2.82,1.0600000000000005,0.54,12945.8,2.112284706,-3987.549187681133,5.88309,7.392544807,2.112284706,2.112284706,1.6050202839999999,12945.8,1.6050202839999999,12945.8,17.853030701476
132_34_580_66_132_13051,-7.6,-6.59,-3.69,-2.77,1.0099999999999998,0.9199999999999999,7312.0,0.293992999,-3771.027206716347,6.89272,4.661297208,0.293992999,0.750111616,0.9065417599999999,7312.0,1.9523254579999998,15747.1,13.879352757653
14_34_580_151_14_13051,-7.69,-6.74,-3.82,-2.84,0.9500000000000002,0.98,7788.6,0.288681534,-4637.704017866582,5.69705,3.9903622519999997,0.288681534,0.288681534,0.965630628,7788.6,0.965630628,7788.6,12.700175323240996
279_145_580_145_279_13031,-7.69,-6.53,-2.83,-2.64,1.1600000000000001,0.18999999999999995,15842.9,0.393400442,-4029.235514925799,15.43075,7.084699530000001,0.393400442,0.424470456,1.9642027419999997,15842.9,2.071941362,16711.9,17.854627755046998
580_34_580_4_279_01035,-6.73,-6.49,-3.66,-2.59,0.2400000000000002,1.0700000000000003,6509.4,0.175048766,-3687.825328114574,10.92385,6.656942556,0.175048766,0.175048766,0.8070354119999998,6509.4,0.8070354119999998,6509.4,13.351006401848997
580_34_154_34_580_01210,-6.67,-6.52,-4.01,-3.54,0.15000000000000036,0.46999999999999975,4381.2,0.108199418,-3721.712591206241,8.66791,6.221261490000002,0.054697081,0.108199418,0.5431811759999999,4381.2,0.68982472,5564.0,12.368123573967003
279_7_580_98_279_13051,-7.71,-6.6,-3.22,-2.83,1.1100000000000003,0.3900000000000001,12752.6,1.245114164,-4103.699089520818,10.79462,7.9773358189999986,1.245114164,1.245114164,1.581067348,12752.6,1.581067348,12752.6,18.871037924999996
580_34_216_34_580_01210,-6.75,-6.73,-3.68,-3.42,0.019999999999999574,0.26000000000000023,7329.0,0.151286262,-4007.330821933556,4.88684,5.779732603,0.151286262,0.202239425,0.9086494199999999,7329.0,1.1981551179999999,9664.1,11.206988296567994
279_34_580_167_279_13051,-7.91,-6.72,-3.91,-2.93,1.1900000000000004,0.98,7357.7,0.352101743,-3830.170286371517,8.63024,7.476134569999999,0.352101743,0.694122775,0.9122076459999999,7357.7,2.054013854,16567.3,18.521283805127
125_34_580_110_125_13051,-7.54,-6.49,-3.68,-2.99,1.0499999999999998,0.69,7986.8,0.439576573,-4846.309700884656,12.8247,4.833615273000001,0.439576573,0.522975989,0.9902034639999999,7986.8,1.710514866,13796.7,14.286834733157997
281_34_22_22_580_13550,-7.49,-6.71,-4.2,-3.6,0.7800000000000002,0.6000000000000001,6867.5,0.570489878,-3764.776273652232,8.33607,7.25002894,0.570489878,0.570489878,0.8514326499999999,6867.5,0.8514326499999999,6867.5,16.465386352617003
158_22_714_184_158_13051,-7.99,-6.83,-4.19,-3.75,1.1600000000000001,0.4400000000000004,6203.0,0.29229927,-3377.597084638513,9.31472,5.765338813,0.29229927,0.29229927,0.7690479399999999,6203.0,0.7690479399999999,6203.0,16.037868047738
279_51_580_51_279_13031,-7.89,-6.97,-3.21,-2.81,0.9199999999999999,0.3999999999999999,13550.8,0.385935879,-3413.068482657381,8.39557,6.448045199,0.385935879,0.385935879,1.6800281839999998,13550.8,1.6800281839999998,13550.8,15.956754741259997
