Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,optical bandgap (cm-1),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
279_135_34_155_279_13571,-8.13,-7.43,-3.98,-3.12,0.7000000000000011,0.8599999999999999,11198.5,0.489604133,-4488.814025389441,5.789,7.125660486999999,0.489604133,0.68151593,1.3883900299999998,11198.5,2.294609442,18507.9,15.953730992835998
32_34_580_19_32_13051,-7.25,-6.28,-3.7,-2.65,0.9699999999999998,1.0500000000000003,5069.2,0.254738931,-3588.287746591154,11.37582,5.102237393999999,0.254738931,0.580629637,0.6284794159999999,5069.2,1.8260270319999998,14728.4,14.316327393774996
279_7_502_41_279_13051,-7.6,-7.24,-3.1,-2.74,0.35999999999999943,0.3599999999999999,19219.6,1.290282579,-3818.08961405794,13.18957,7.692218466,1.290282579,1.290282579,2.3828460079999996,19219.6,2.3828460079999996,19219.6,15.287181329918996
279_34_454_34_279_13031,-7.69,-6.9,-4.51,-3.7,0.79,0.8099999999999996,2685.0,0.13723967,-4476.128021251905,8.82784,7.921242621000001,0.057279391,0.13723967,0.33288629999999997,2685.0,1.178566278,9506.1,17.432197591353997
279_218_580_155_279_13051,-7.71,-6.77,-3.52,-3.01,0.9400000000000004,0.5100000000000002,11042.3,0.847437338,-4297.652909567512,12.06588,6.716074665000001,0.847437338,0.847437338,1.3690243539999998,11042.3,1.3690243539999998,11042.3,16.410931315942
580_61_61_61_580_02220,-6.7,-6.51,-2.33,-2.18,0.1900000000000004,0.1499999999999999,17933.2,0.352881953,-3151.627814945692,1.22358,3.424673131,0.352881953,0.352881953,2.223358136,17933.2,2.223358136,17933.2,8.687421403623999
260_189_355_203_260_13051,-8.28,-7.24,-2.75,-2.72,1.0399999999999991,0.029999999999999805,21599.7,1.10835026,-4510.670564592348,6.11999,5.139906455,1.10835026,1.10835026,2.677930806,21599.7,2.677930806,21599.7,14.666047690771995
279_34_175_34_279_13531,-7.79,-7.45,-3.91,-3.66,0.33999999999999986,0.25,11053.5,0.340860548,-3923.528185168864,4.91199,8.396351578,0.340860548,0.340860548,1.3704129299999999,11053.5,1.3704129299999999,11053.5,16.171672625143003
267_119_580_119_267_13031,-8.12,-6.79,-3.27,-2.88,1.3299999999999992,0.3900000000000001,14043.6,1.306950066,-5247.541662933534,4.45086,6.116286889,1.306950066,1.306950066,1.741125528,14043.6,1.741125528,14043.6,17.244473548389998
279_34_316_155_279_13051,-7.81,-6.82,-4.17,-3.34,0.9899999999999993,0.8300000000000001,6575.8,0.505693023,-4655.544840668317,9.19471,8.118540322,0.505693023,1.02028439,0.8152676839999999,6575.8,1.7108496119999999,13799.4,18.554876525630995
279_34_511_19_279_13051,-7.86,-6.77,-3.65,-2.97,1.0900000000000007,0.6799999999999997,8566.9,0.482600671,-3259.574147311681,3.22996,7.420382524000001,0.482600671,0.598533904,1.0621242619999998,8566.9,2.05614631,16584.5,18.019013237785003
279_34_286_155_279_13051,-7.62,-6.71,-3.67,-3.0,0.9100000000000001,0.6699999999999999,9472.1,0.541319859,-4612.142602035605,12.15456,7.6945190619999995,0.541319859,1.202388837,1.174350958,9472.1,1.9182309579999999,15472.1,17.630599250611
279_171_273_22_279_13051,-7.16,-6.96,-3.55,-2.46,0.20000000000000018,1.0899999999999999,13299.4,0.294148534,-4668.48838976693,6.16682,7.030630886,0.294148534,0.294148534,1.6488596119999999,13299.4,1.6488596119999999,13299.4,13.695375232258995
13_7_580_41_13_13051,-7.6,-6.53,-2.99,-2.2,1.0699999999999994,0.79,13460.8,1.129369814,-3950.798057712798,6.9434,4.211931472,1.129369814,1.129369814,1.6688699839999999,13460.8,1.6688699839999999,13460.8,13.515876139180994
27_7_580_22_27_13051,-7.78,-6.58,-3.87,-3.32,1.2000000000000002,0.5500000000000003,8764.5,1.278497899,-3224.986644255022,9.85563,6.404309763,1.278497899,1.278497899,1.0866227099999999,8764.5,1.0866227099999999,8764.5,17.087931045888
279_34_383_115_279_13051,-7.71,-7.07,-3.86,-3.43,0.6399999999999997,0.4299999999999997,11286.8,1.247709088,-4001.226972608774,4.33004,9.247857708,1.247709088,1.247709088,1.3993374639999998,11286.8,1.3993374639999998,11286.8,18.620696566152994
580_119_151_119_580_01310,-6.78,-6.59,-2.9,-2.7,0.1900000000000004,0.19999999999999973,17281.4,0.982947431,-4001.747597160656,4.60611,3.9124692719999996,0.982947431,0.982947431,2.142547972,17281.4,2.142547972,17281.4,9.359116689781002
279_34_870_110_279_13051,-7.86,-6.95,-4.06,-3.37,0.9100000000000001,0.6899999999999995,7459.8,0.44762233,-4339.638562143487,10.40673,8.181208931,0.44762233,0.465875768,0.924866004,7459.8,1.7052705119999998,13754.4,18.300771200224
255_98_257_151_255_13051,-8.14,-6.98,-3.01,-2.92,1.1600000000000001,0.08999999999999986,17127.7,1.586093879,-15210.428578013203,4.1146,6.049322157000001,0.023715373,1.586093879,2.123492246,17127.7,2.1618640559999998,17437.2,16.428913112426002
279_7_142_7_279_13531,-7.43,-7.27,-2.77,-2.67,0.16000000000000014,0.10000000000000009,20599.4,2.778925714,-3680.933382264476,10.52519,7.164373248,2.778925714,2.778925714,2.553913612,20599.4,2.553913612,20599.4,13.709338464733
255_119_297_151_255_13051,-8.35,-7.08,-3.11,-3.05,1.2699999999999996,0.06000000000000005,17201.5,2.208535769,-14176.040350324427,7.36215,6.203777312,0.096298036,2.208535769,2.13264197,17201.5,2.212001568,17841.6,17.109647860860996
128_7_580_142_128_13051,-7.53,-6.34,-2.27,-1.59,1.1900000000000004,0.6799999999999999,16706.7,1.074705448,-3796.658476458373,4.04367,3.3250870470000002,1.074705448,1.074705448,2.071296666,16706.7,2.071296666,16706.7,12.805291365956
161_119_58_119_161_13031,-7.28,-5.99,-1.67,-1.03,1.29,0.6399999999999999,19999.8,2.672086819,-2875.367538309045,2.52183,3.4655366300000003,2.672086819,2.672086819,2.4795752039999996,19999.8,2.4795752039999996,19999.8,13.424190441746996
279_98_115_98_279_13531,-7.62,-7.13,-3.67,-2.82,0.4900000000000002,0.8500000000000001,12808.0,1.182798237,-4292.701088601269,4.0164,7.499659071,1.182798237,1.182798237,1.5879358399999999,12808.0,1.5879358399999999,12808.0,15.575177043003995
255_167_749_151_255_13051,-8.14,-7.48,-3.03,-2.91,0.6600000000000001,0.11999999999999966,18676.1,1.306495718,-14163.467642998354,7.27492,5.574340879,0.014515771,1.306495718,2.3154628779999995,18676.1,2.7148520499999997,21897.5,13.647363892619998
194_98_580_151_194_13051,-7.52,-6.36,-2.93,-2.7,1.1599999999999993,0.22999999999999998,12820.6,0.914309247,-5023.326368296712,2.03212,5.134377093,0.914309247,0.914309247,1.589497988,12820.6,1.589497988,12820.6,15.169033759297994
260_22_580_104_208_13025,-8.22,-6.83,-3.9,-2.79,1.3900000000000006,1.1099999999999999,8536.5,0.518573697,-4343.847837066005,2.09006,5.101409064,0.518573697,0.518573697,1.0583552699999998,8536.5,1.0583552699999998,8536.5,16.102286783365003
580_119_143_119_580_01210,-6.53,-6.2,-2.4,-1.97,0.33000000000000007,0.42999999999999994,16390.3,2.326473587,-3546.278699574957,3.41776,4.224595982000001,2.326473587,2.326473587,2.0320693939999996,16390.3,2.0320693939999996,16390.3,10.384615169451001
279_98_580_35_279_13051,-7.87,-6.54,-3.15,-2.78,1.33,0.3700000000000001,12516.0,1.069069852,-4198.714263606677,6.4343,6.4353024770000005,1.069069852,1.069069852,1.55173368,12516.0,1.55173368,12516.0,17.683758013065997
149_7_580_162_149_13051,-7.8,-6.63,-3.04,-2.8,1.17,0.2400000000000002,13403.5,1.102350418,-3823.918849256251,5.42017,4.042969892,1.102350418,1.102350418,1.6617659299999998,13403.5,1.6617659299999998,13403.5,13.708716043521
260_189_123_203_260_13571,-8.31,-7.86,-3.02,-2.85,0.4500000000000002,0.16999999999999993,22739.2,0.530900709,-3944.680061594144,5.14302,4.6341218679999985,0.530900709,0.530900709,2.819206016,22739.2,2.819206016,22739.2,11.459132314472997
281_160_580_22_281_13051,-8.03,-6.62,-3.76,-2.73,1.4099999999999993,1.0299999999999998,9440.6,0.594492547,-4176.961330690696,4.37748,6.894712276000001,0.594492547,0.594492547,1.170445588,9440.6,1.170445588,9440.6,18.656765306288996
281_34_606_34_281_13031,-7.77,-7.52,-4.04,-3.87,0.25,0.16999999999999993,10343.7,0.203311122,-4985.782832951806,1.59767,8.060518061,0.073770046,0.203311122,1.282411926,10343.7,1.4466482319999998,11668.4,15.326279872233995
86_34_580_22_86_13051,-7.72,-6.47,-3.94,-3.44,1.25,0.5,5995.5,0.44894317,-3492.483469195613,4.22249,4.9041494100000005,0.44894317,0.44894317,0.7433220899999999,5995.5,0.7433220899999999,5995.5,15.234960239807
281_108_578_64_281_13051,-7.8,-6.57,-2.95,-2.6,1.2299999999999995,0.3500000000000001,14266.3,1.654305749,-5010.303960431898,7.82383,7.436220125000001,1.654305749,1.654305749,1.7687358739999997,14266.3,1.7687358739999997,14266.3,18.636521614361996
281_154_580_154_281_13031,-8.06,-6.59,-3.06,-2.82,1.4700000000000006,0.2400000000000002,13573.7,0.88036607,-4963.422279285253,6.64729,6.918565452999999,0.88036607,0.88036607,1.682867326,13573.7,1.682867326,13573.7,18.944911131018003
281_22_580_23_281_13051,-8.05,-6.77,-4.22,-3.75,1.2800000000000011,0.46999999999999975,5514.7,0.362353663,-4152.447391507605,8.9222,7.613113809000001,0.362353663,0.362353663,0.6837125059999999,5514.7,0.6837125059999999,5514.7,19.092854217230006
26_34_580_34_26_13031,-7.58,-6.58,-4.16,-3.61,1.0,0.5500000000000003,4415.1,0.242744875,-4022.589228817611,3.67197,5.312529316,0.242744875,0.242744875,0.547384098,4415.1,0.547384098,4415.1,14.733549370368996
281_184_580_34_281_13051,-8.28,-6.97,-4.21,-3.75,1.3099999999999996,0.45999999999999996,6765.5,0.392638326,-4768.056222218474,5.41128,7.3904452009999995,0.392638326,0.392638326,0.83878669,6765.5,0.83878669,6765.5,18.913889544013998
192_34_580_22_192_13051,-7.49,-6.42,-3.64,-3.25,1.0700000000000003,0.3900000000000001,7918.1,0.5218334,-7643.637062791299,1.30236,4.6413471170000005,0.5218334,0.5218334,0.981686038,7918.1,0.981686038,7918.1,14.107181482345998
82_7_580_22_82_13051,-8.2,-6.76,-3.97,-2.85,1.4399999999999995,1.12,8816.8,0.770801577,-3934.156784612892,11.90593,3.59525807,0.770801577,0.770801577,1.093106864,8816.8,1.093106864,8816.8,14.241066864626996
281_108_354_64_281_13051,-7.11,-6.93,-2.67,-2.62,0.1800000000000006,0.04999999999999982,17531.6,0.506620437,-5351.613084726206,14.53193,6.209940057000001,0.506620437,0.765006834,2.1735677679999994,17531.6,2.2678669559999998,18292.2,12.480183960726
141_22_580_7_141_13051,-7.4,-6.42,-3.4,-2.37,0.9800000000000004,1.0299999999999998,9155.1,0.499844712,-3572.323756378445,1.21309,3.8734545220000003,0.499844712,0.586957268,1.135049298,9155.1,2.178378192,17570.4,12.666843379031002
279_34_651_34_279_13031,-7.79,-7.59,-3.98,-3.87,0.20000000000000018,0.10999999999999988,10927.1,0.187679298,-4303.493119351056,8.9253,8.242954997,0.032102829,0.187679298,1.354741858,10927.1,1.4368538119999998,11589.4,15.364745533105998
6_34_580_22_6_13051,-7.56,-6.55,-4.01,-3.51,1.0099999999999998,0.5,5670.0,0.43086069,-3941.464201114316,3.90525,5.423035806999998,0.43086069,0.43086069,0.7029665999999999,5670.0,0.7029665999999999,5670.0,14.928266808475994
580_34_78_34_580_01210,-6.84,-6.55,-3.67,-3.47,0.29000000000000004,0.19999999999999973,7091.5,0.257414134,-3922.163367869966,2.50066,6.522431167000001,0.257414134,0.257414134,0.87920417,7091.5,0.87920417,7091.5,13.378534219195997
148_34_580_160_148_13051,-7.42,-6.48,-3.56,-2.14,0.9399999999999995,1.42,7335.7,0.227692332,-3324.250614251465,6.73334,3.4844601049999997,0.227692332,0.227692332,0.9094800859999999,7335.7,0.9094800859999999,7335.7,11.960998066821995
279_27_580_34_279_13051,-7.48,-6.43,-3.98,-3.57,1.0500000000000007,0.41000000000000014,4054.7,0.151351333,-3870.292597540082,11.24305,8.362536205,0.151351333,0.151351333,0.502701706,4054.7,0.502701706,4054.7,19.146158856522
281_166_580_160_281_13051,-8.05,-6.59,-2.96,-2.62,1.4600000000000009,0.33999999999999986,14078.9,0.891807106,-4312.56709268956,7.23722,6.731625866999998,0.891807106,0.891807106,1.7455020219999997,14078.9,1.7455020219999997,14078.9,18.644945321095996
157_22_580_108_157_13051,-7.79,-6.56,-3.58,-2.62,1.2300000000000004,0.96,8729.1,0.45829137,-3366.050331715174,3.05723,3.990005117,0.45829137,0.465275166,1.082233818,8729.1,2.04889348,16526.0,13.891083548345998
219_22_580_34_219_13051,-7.54,-6.61,-3.79,-3.34,0.9299999999999997,0.4500000000000002,7429.8,0.467248143,-3662.623018364308,4.01126,4.7109139970000005,0.467248143,0.467248143,0.9211466039999999,7429.8,0.9211466039999999,7429.8,13.607275076105998
279_7_240_22_279_13051,-7.7,-6.85,-3.53,-2.69,0.8500000000000005,0.8399999999999999,12203.8,1.116238005,-3536.722802528847,10.22884,7.635935323000001,1.116238005,1.151440971,1.5130271239999997,12203.8,2.376436242,19167.9,17.294629442008002
279_7_357_22_279_13051,-7.86,-6.57,-3.99,-3.2,1.29,0.79,7721.4,1.295214411,-3793.748425824824,13.03534,7.436603202,1.295214411,1.295214411,0.9572991719999999,7721.4,0.9572991719999999,7721.4,18.892349111391
241_22_580_34_241_13051,-7.46,-6.6,-3.96,-3.5,0.8600000000000003,0.45999999999999996,5816.9,0.357716355,-3605.059730575123,2.43207,5.726918029999999,0.357716355,0.357716355,0.7211792619999999,5816.9,0.7211792619999999,5816.9,14.708462629546998
281_208_34_115_281_13571,-8.21,-7.51,-4.25,-3.49,0.7000000000000011,0.7599999999999998,10053.0,0.425430724,-4016.392669683848,7.67433,7.437283797000001,0.425430724,0.425430724,1.2463709399999998,10053.0,1.2463709399999998,10053.0,16.382836290706003
281_22_714_83_210_13052,-7.23,-6.39,-3.71,-2.42,0.8400000000000007,1.29,7301.8,0.600683263,-3575.393105352464,14.66873,6.166140594000001,0.600683263,0.600683263,0.9052771639999999,7301.8,0.9052771639999999,7301.8,15.228172100175
67_34_580_64_67_13051,-7.94,-6.56,-3.7,-2.64,1.3800000000000008,1.06,7567.2,0.361996805,-4170.239910226162,11.69326,4.275077228000001,0.361996805,0.503366332,0.9381814559999999,7567.2,1.9873746039999998,16029.8,14.921877845193
281_34_768_108_281_13051,-7.58,-6.47,-3.98,-3.01,1.1100000000000003,0.9700000000000002,4750.8,0.358500096,-4521.273106089474,11.67733,7.9831182709999995,0.358500096,0.358500096,0.589004184,4750.8,0.589004184,4750.8,18.879000361403996
275_22_714_184_275_13051,-8.17,-6.81,-4.29,-3.73,1.3600000000000003,0.56,6128.5,0.608176166,-4595.00329783226,12.4018,6.596553922999998,0.608176166,0.608176166,0.75981143,6128.5,0.75981143,6128.5,18.033451254207996
281_221_768_160_281_13051,-7.35,-6.4,-2.53,-2.45,0.9499999999999993,0.07999999999999963,13531.6,0.111530746,-3991.45151655639,3.10316,6.971477678,0.042910452,0.070471979,1.677647768,13531.6,1.7962346379999998,14488.1,16.805171264842997
14_108_580_64_14_13051,-7.17,-6.06,-2.49,-1.45,1.1100000000000003,1.0400000000000003,13475.5,1.092255148,-4493.275723230487,6.89292,3.555315682,1.092255148,1.092255148,1.6706924899999998,13475.5,1.6706924899999998,13475.5,12.781916196350997
281_34_580_65_242_13052,-7.02,-6.6,-3.71,-2.66,0.41999999999999993,1.0499999999999998,7527.7,0.273872765,-4528.476080047296,8.90777,6.750140193,0.273872765,0.273872765,0.9332842459999999,7527.7,0.9332842459999999,7527.7,14.245239547997999
281_34_676_34_281_13031,-8.02,-7.08,-4.27,-3.75,0.9399999999999995,0.5199999999999996,6844.0,0.354253345,-4664.14085532335,9.03269,8.451251117,0.354253345,0.354253345,0.84851912,6844.0,0.84851912,6844.0,18.800269290345994
57_34_580_160_57_13051,-7.58,-6.48,-3.84,-3.23,1.0999999999999996,0.6099999999999999,4917.6,0.157199137,-3548.585189770593,9.78916,5.7300743160000005,0.157199137,0.157199137,0.609684048,4917.6,0.609684048,4917.6,15.734008835368998
8_34_580_34_8_13031,-7.4,-6.58,-3.85,-3.42,0.8200000000000003,0.43000000000000016,6517.1,0.346719859,-2997.830675352847,2.65447,4.824950554,0.346719859,0.346719859,0.807990058,6517.1,0.807990058,6517.1,13.296253415095
279_221_580_7_279_13051,-7.66,-6.68,-2.92,-2.68,0.9800000000000004,0.23999999999999977,15780.2,0.724567108,-3532.058443507675,11.8182,6.078726841000001,0.724567108,0.724567108,1.956429196,15780.2,1.956429196,15780.2,15.703503362294002
63_34_580_7_63_13051,-7.7,-6.45,-3.77,-2.69,1.25,1.08,5899.5,0.283974436,-4318.461204142457,4.29072,4.125289844999999,0.283974436,0.436438134,0.7314200099999999,5899.5,1.8868516199999998,15219.0,14.162470618801995
42_34_580_175_42_13051,-7.58,-6.83,-4.15,-2.88,0.75,1.2700000000000005,5630.5,0.239813547,-3810.739232647456,4.79586,4.546832696,0.239813547,0.239813547,0.6980693899999999,5630.5,0.6980693899999999,5630.5,12.615435124628997
279_103_34_115_279_13571,-7.77,-7.46,-4.03,-3.47,0.3099999999999996,0.56,11191.8,0.606071488,-4402.163266247387,11.27036,8.455671585000003,0.606071488,0.606071488,1.3875593639999997,11191.8,1.3875593639999997,11191.8,16.125706274781997
279_50_580_50_279_13031,-7.79,-6.46,-2.66,-2.5,1.33,0.16000000000000014,17824.2,0.870401092,-3043.062874575902,10.81266,6.983984933,0.870401092,0.870401092,2.209844316,17824.2,2.209844316,17824.2,18.439293754977996
279_34_674_7_279_13051,-7.72,-6.85,-3.97,-3.13,0.8700000000000001,0.8400000000000003,6613.5,0.303506461,-4136.549580827776,8.27638,8.094021393999999,0.303506461,1.282321021,0.8199417299999999,6613.5,2.0261555479999998,16342.6,18.010513961774997
580_34_36_34_580_01210,-6.69,-6.34,-3.73,-3.59,0.35000000000000053,0.14000000000000012,5922.6,0.111394085,-4674.674152628626,4.82971,6.685676478000001,0.111394085,0.182023241,0.734283948,5922.6,0.8392454159999999,6769.2,13.858623012443
269_34_580_110_269_13051,-8.04,-6.71,-3.87,-3.03,1.3299999999999992,0.8400000000000003,7426.5,0.400833396,-3582.778622682901,7.451,4.508919667999999,0.400833396,0.400833396,0.92073747,7426.5,0.92073747,7426.5,15.031128885072993
148_34_580_175_148_13051,-7.51,-6.51,-3.67,-2.45,1.0,1.2199999999999998,6982.2,0.285204138,-3019.429892780554,4.60864,4.147191122000001,0.285204138,0.557659463,0.8656531559999999,6982.2,2.099464922,16933.9,13.128878677230999
279_34_169_35_279_13051,-7.91,-7.17,-3.53,-2.85,0.7400000000000002,0.6799999999999997,12741.9,0.447251377,-3665.287370142894,8.77438,7.745344338999999,0.447251377,1.249498384,1.579740762,12741.9,2.4661605679999994,19891.6,16.977235657039998
279_34_580_92_279_13051,-8.02,-6.82,-3.93,-3.17,1.1999999999999993,0.7600000000000002,7031.7,0.245646397,-3525.446558962249,13.19504,6.589906105,0.245646397,0.588520666,0.8717901659999999,7031.7,1.89038505,15247.5,17.343497208821994
64_171_580_171_64_13031,-7.14,-6.04,-2.32,-1.57,1.0999999999999996,0.7499999999999998,14791.5,1.309601782,-5239.146231879959,6.0332,4.165818483000001,1.309601782,1.309601782,1.8338501699999998,14791.5,1.8338501699999998,14791.5,13.580028553327997
260_30_580_217_260_13051,-7.99,-6.63,-3.15,-2.79,1.3600000000000003,0.3599999999999999,13493.0,1.137097357,-4475.428408985679,7.22453,5.331761137999999,1.137097357,1.137097357,1.6728621399999999,13493.0,1.6728621399999999,13493.0,16.291831589262998
260_175_580_47_529_13024,-6.37,-5.98,-2.77,-2.0,0.3899999999999997,0.77,12666.7,0.820033603,-4343.819777532638,10.00202,5.1767873909999995,0.820033603,0.820033603,1.5704174659999999,12666.7,1.5704174659999999,12666.7,11.951082739643999
260_113_580_175_189_13057,-8.0,-6.61,-3.1,-2.52,1.3899999999999997,0.5800000000000001,14064.8,1.058183696,-3910.320922694934,6.06484,4.574257566,1.058183696,1.058183696,1.7437539039999999,14064.8,1.7437539039999999,14064.8,15.376399170618997
279_211_580_119_279_13051,-8.0,-7.03,-3.06,-2.83,0.9699999999999998,0.22999999999999998,16606.9,0.982970828,-3791.464586990716,10.93365,5.954288890000001,0.982970828,0.982970828,2.058923462,16606.9,2.058923462,16606.9,15.489602303766999
158_119_580_175_158_13051,-8.05,-6.66,-3.28,-3.1,1.3900000000000006,0.17999999999999972,14260.2,1.084304906,-2954.270669391667,3.44467,4.813851785,1.084304906,1.084304906,1.767979596,14260.2,1.767979596,14260.2,15.706320410182
158_175_801_189_158_13051,-7.78,-6.94,-3.12,-3.02,0.8399999999999999,0.10000000000000009,19064.1,0.218258642,-3168.816475429321,2.43072,3.8660484860000004,0.218258642,0.272191997,2.3635671179999997,19064.1,2.431421372,19611.4,12.060945267458996
260_21_340_86_260_13051,-8.32,-7.21,-2.98,-2.59,1.1100000000000003,0.3900000000000001,18798.6,1.648628623,-4048.71102536514,7.56902,4.646331556000001,1.648628623,1.648628623,2.3306504279999998,18798.6,2.3306504279999998,18798.6,14.284245054849
260_64_580_21_260_13051,-7.96,-6.67,-3.07,-2.71,1.29,0.3599999999999999,14218.3,0.925116692,-4864.466437872408,5.40151,5.268770134,0.925116692,0.925116692,1.7627848339999999,14218.3,1.7627848339999999,14218.3,15.907242976754999
